OBJECTID_1,OBJECTID,TRACT,BLKGRP,GEOID,GID,TOTAL_AC,LAND_AC,T_CAN_AC,T_CAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_IA_AC,UN_IA_PCT,TO_UN_AC,TO_UN_PCT,UN_SL_AC,UN_SL_PCT,UN_OT_AC,UN_OT_PCT,WATER_AC,WATER_PCT,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,SHAPEAREA,SHAPELEN
113,113,002102,4,110010021024,113,31.45,31.45,6.76,21.49443561,7.22,22.95707472,6.88,21.87599364,17.48,55.58028617,6.09,19.36406995,1.5,4.76947536,3.01,9.57074722,0,0,0,0,6.76,21.49443561,4.95,15.73926868,9.07,28.83942766,4.12,13.10015898,12.96,41.20826709,15.62,49.66613673,0,0,2.66,8.45786963,0,0,6.03,19.17938931,7.5,23.85496183,2.3150463,-2.36052622,1369733.61220846,5447.70339312704
114,114,002102,5,110010021025,114,20.08,20.08,4.81,23.95418327,3.68,18.32669323,4.92,24.50199203,11.6,57.7689243,3.78,18.8247012,0.75,3.73505976,2.14,10.65737052,0,0,0,0,4.81,23.95418327,3.68,18.32669323,6.57,32.71912351,2.89,14.39243028,8.58,42.72908367,8.71,43.37649402,0,0,0.13,0.64741036,0,0,4.46,22.20009955,5.79,28.82030861,1.75408371,-4.86612534,874818.06793317,3777.33050896853
115,115,002102,6,110010021026,115,29.24,29.24,5.84,19.97264022,5.03,17.20246238,7.65,26.1627907,18.36,62.79069767,5.87,20.0752394,1.29,4.41176471,3.55,12.14090287,0,0,0,0,5.84,19.97264022,4.96,16.9630643,9.8,33.51573187,4.83,16.51846785,13.52,46.2380301,13.6,46.51162791,0,0,0.08,0.27359781,0,0,4.68,16.01094766,7.17,24.52959288,3.96169256,-4.55695267,1273296.32539406,4598.22169583961
116,116,002201,1,110010022011,116,35.71,35.71,7.09,19.85438253,5.86,16.4099692,9.87,27.63931672,22.75,63.70764492,6.7,18.76225147,1.3,3.64043685,4.88,13.66563988,0,0,0.01,0.02800336,7.09,19.85438253,5.86,16.4099692,12.04,33.71604593,6.18,17.30607673,16.57,46.40156819,16.57,46.40156819,0.01,0.02800336,0,0,0,0,8.34,23.35480258,9.62,26.93923271,-3.50042005,-7.08485018,1555450.46924296,4994.6282499424
117,117,002201,2,110010022012,117,43.08,43.08,12.06,27.99442897,6.63,15.38997214,9.91,23.00371402,24.39,56.61559889,7.16,16.62024141,1.56,3.62116992,5.75,13.34726091,0,0,0,0,12.06,27.99442897,6.11,14.18291551,13.16,30.54781801,7.05,16.36490251,16.85,39.11327762,17.86,41.45775302,0,0,1,2.32126277,0,0,11.42,26.5088208,14.12,32.77623027,1.48560817,-4.7818013,1876481.10818565,6274.51654121113
118,118,002201,3,110010022013,118,23.8,23.8,4.02,16.8907563,2.9,12.18487395,6.54,27.4789916,16.87,70.88235294,5.79,24.32773109,1.23,5.16806723,3.31,13.90756303,0,0,0,0,4.02,16.8907563,2.9,12.18487395,7.44,31.2605042,4.54,19.07563025,12.33,51.80672269,12.33,51.80672269,0,0,0,0,0,0,4.19,17.60504202,5.28,22.18487395,-0.71428571,-5.29411765,1036457.78079065,4079.58343396145
119,119,002202,1,110010022021,119,121.57,121.57,44.37,36.49749116,47.64,39.1872995,9.41,7.74039648,29.47,24.24117792,14.54,11.96018755,2.46,2.02352554,3.06,2.51706836,0,0,0.1,0.08225714,44.37,36.49749116,47.59,39.14617093,53.05,43.63741055,5.47,4.49946533,23.95,19.70058403,24.16,19.87332401,0.1,0.08225714,0.11,0.09048285,0,0,35.91,29.54096742,45.05,37.08124125,6.95652373,-0.5837501,5295479.15842128,9412.45216245695
120,120,002202,2,110010022022,120,24.33,24.33,5.81,23.87998356,4.25,17.46814632,6.01,24.70201397,14.24,58.52856556,4.19,17.2215372,1.3,5.3431977,2.74,11.26181669,0,0,0.03,0.12330456,5.81,23.87998356,4.22,17.34484176,8.02,32.96341965,3.8,15.61857789,10.2,41.92355117,10.5,43.15659679,0.03,0.12330456,0.27,1.10974106,0,0,5.82,23.92108508,7.33,30.12741471,-0.04110152,-6.24743115,1059963.70122332,4186.52044894068
121,121,002202,3,110010022023,121,25.95,25.95,5.12,19.73025048,4.12,15.87668593,7.25,27.93834297,16.71,64.39306358,5,19.26782274,0.91,3.50674374,3.56,13.71868979,0,0,0,0,5.12,19.73025048,4.12,15.87668593,8.58,33.06358382,4.46,17.18689788,12.23,47.12909441,12.25,47.2061657,0,0,0.02,0.07707129,0,0,4.87,18.76685934,6.64,25.58766859,0.96339114,-5.85741811,1130364.51090026,4256.11808789337
179,179,005600,3,110010056003,179,15.13,15.13,1.9,12.55783212,0.59,3.89953734,6,39.65631196,12.64,83.54263054,4.55,30.07270324,0.52,3.43688037,1.57,10.37673496,0,0,0,0,1.9,12.55783212,0.59,3.89953734,2.68,17.71315268,2.09,13.81361533,10.54,69.66292135,10.55,69.7290152,0,0,0.01,0.06609385,0,0,1.3,8.58652576,2.33,15.38969617,3.97130636,-2.83186405,659208.721355386,3510.61511632843
180,180,005600,4,110010056004,180,21.66,21.66,3.75,17.31301939,0.57,2.63157895,7.67,35.41089566,17.33,80.00923361,5.54,25.57710065,2.13,9.83379501,1.99,9.18744229,0,0,0,0,3.75,17.31301939,0.57,2.63157895,4.67,21.56048015,4.1,18.9289012,13.17,60.8033241,13.24,61.12650046,0,0,0.06,0.27700831,0,0,3.39,15.64374712,4.24,19.56622058,1.66927227,-2.25320119,943480.582985023,3868.10281977708
181,181,005800,1,110010058001,181,167.49,167.49,10.73,6.40635262,1.56,0.93139889,80.56,48.09839393,155.12,92.61448445,46.58,27.81061556,23.92,14.28144964,4.07,2.42999582,0,0,0.08,0.04776405,10.73,6.40635262,0.95,0.56719804,27.8,16.59800585,26.85,16.03080781,126.63,75.6045137,128.96,76.99564153,0.08,0.04776405,2.25,1.34336378,0,0,8.09,4.82985075,9.94,5.93432836,1.57650187,0.47202426,7295607.07140138,11937.5114044738
182,182,005800,2,110010058002,182,57.56,57.56,4.23,7.34885337,0.59,1.02501737,28.37,49.28769979,52.75,91.64350243,14.48,25.15635858,6.77,11.76164003,3.12,5.42043085,0,0,0,0,4.23,7.34885337,0.37,0.64280751,10.19,17.70326616,9.82,17.06045865,42.76,74.28769979,43.15,74.96525365,0,0,0.39,0.67755386,0,0,3.46,6.01216334,4.17,7.24587315,1.33669003,0.10298022,2507183.01388081,7964.99134642194
183,183,005900,1,110010059001,183,159.1,159.1,18.66,11.72847266,7.24,4.55059711,55.45,34.85229415,133.06,83.63293526,44.01,27.66184789,21.74,13.66436204,11.86,7.45443118,0,0,0.14,0.08799497,18.66,11.72847266,6.97,4.38089252,39.68,24.94028913,32.72,20.56568196,99.24,62.37586424,100.76,63.33123822,0.12,0.07542426,1.4,0.87994972,0,0,12.59,7.91525211,19.06,11.97988686,3.81322055,-0.2514142,6930058.91453716,11080.594538247
184,184,006202,1,110010062021,184,2821.51,1623.8,498.79,30.71745289,475.92,29.30902821,152.06,9.36445375,636.85,39.21973149,263.53,16.22921542,136.85,8.42776204,84.41,5.19830028,1197.71,42.4493352,12.24,0.75378741,498.79,30.71745289,228.09,14.04668063,378.79,23.32738022,150.7,9.28069959,375.52,23.12600074,753.12,46.38009607,2.79,0.17181919,374.81,23.08227614,1190.82,42.21,403.87,25.08228894,498.66,30.73083252,5.63516395,-0.01337963,122896796.636387,88779.5844005633
185,185,006400,1,110010064001,185,41.57,41.57,12.51,30.09381766,5.36,12.89391388,8.1,19.48520568,23.13,55.64108732,9.4,22.61246091,2.48,5.96584075,3.14,7.55352418,0,0,0.56,1.34712533,12.51,30.09381766,3.01,7.24079865,7.57,18.21024777,4.56,10.96944912,17.04,40.99109935,21.48,51.67187876,0.36,0.86600914,4.09,9.83882608,0,0,8.33,20.04331088,14.91,35.87584216,10.05050678,-5.7820245,1810489.62888211,5376.95354427645
186,186,006400,2,110010064002,186,184.92,129.04,18.74,14.52262864,14.73,11.4150651,23.17,17.95567266,94.6,73.31060136,41.72,32.33106014,4.51,3.4950403,25.2,19.52882827,55.88,30.21826919,0.98,0.75945443,18.74,14.52262864,12.2,9.45443273,40.89,31.68784873,28.69,22.233416,62.14,48.15561066,69.52,53.87476751,0.28,0.21698698,7.1,5.50216987,55.77,30.16,11.8,9.14870523,19.72,15.19611621,5.37392342,-0.67348756,8054728.54308986,12407.9984416891
187,187,006500,1,110010065001,187,35.91,35.91,9.73,27.09551657,2.02,5.62517405,11.19,31.16123642,24.15,67.25146199,7.72,21.49818992,2.45,6.82261209,2.79,7.76942356,0,0,0,0,9.73,27.09551657,1.61,4.4834308,6.37,17.73879142,4.77,13.28320802,18.7,52.07463102,19.8,55.13784461,0,0,1.1,3.06321359,0,0,7.38,20.55137845,9.93,27.65246449,6.54413812,-0.55694793,1563843.8968525,7159.78809031314
188,188,006500,2,110010065002,188,86.67,86.67,27.29,31.48725049,8.6,9.92269528,15.79,18.21853006,50.47,58.23237568,20.93,24.14907119,4.21,4.85750548,9.54,11.00726895,0,0,0.32,0.36921657,27.29,31.48725049,7.16,8.26122072,19.43,22.41836852,12.27,14.1571478,36.68,42.32144918,39.96,46.105919,0.23,0.26537441,3.04,3.5075574,0,0,18.08,20.86073613,26.12,30.13730241,10.62651436,1.34994808,3775291.53550739,10065.2247321796
189,189,006600,1,110010066001,189,73.2,73.2,22.28,30.43715847,4.12,5.6284153,21.09,28.81147541,46.8,63.93442623,15.64,21.36612022,4.53,6.18852459,5.55,7.58196721,0,0,0,0,22.28,30.43715847,3.79,5.17759563,13.44,18.36065574,9.65,13.18306011,35.86,48.98907104,37.48,51.20218579,0,0,1.62,2.21311475,0,0,14.93,20.39896161,23.44,32.02185792,10.03819686,-1.58469945,3188373.89833422,8737.64086425908
190,190,006700,1,110010067001,190,36,36,12.59,34.97222222,3.1,8.61111111,9.14,25.38888889,20.15,55.97222222,6.65,18.47222222,1.34,3.72222222,3.03,8.41666667,0,0,0.16,0.44444444,12.59,34.97222222,3.1,8.61111111,7.46,20.72222222,4.37,12.13888889,15.79,43.86111111,15.95,44.30555556,0.16,0.44444444,0,0,0,0,8.51,23.63888889,11.03,30.63888889,11.33333333,4.33333333,1568184.96307097,5091.53597062795
191,191,006700,2,110010067002,191,28.37,28.37,11,38.77335213,1.63,5.74550582,7.71,27.17659499,15.74,55.48114205,4.77,16.81353542,0.92,3.24286218,2.33,8.21290095,0,0,0,0,11,38.77335213,1.63,5.74550582,4.89,17.23651745,3.25,11.45576313,12.49,44.02537892,12.49,44.02537892,0,0,0,0,0,0,7.63,26.89460698,9.99,35.21325344,11.87874515,3.5600987,1235907.54791274,4578.36834824883
192,192,006700,3,110010067003,192,41.46,41.46,16.97,40.93101785,2.45,5.90931018,11.3,27.25518572,22.04,53.15967197,6.09,14.68885673,1.25,3.01495417,3.4,8.20067535,0,0,0,0,16.97,40.93101785,2.44,5.88519055,7.05,17.00434153,4.61,11.11915099,17.39,41.94404245,17.44,42.06464062,0,0,0.06,0.1447178,0,0,11.71,28.2509047,15.37,37.08082027,12.68011314,3.85019758,1805732.42117429,5596.5966972675
193,193,006801,1,110010068011,193,38.02,38.02,8.16,21.46238822,4.91,12.91425565,9.94,26.14413467,24.94,65.59705418,7.72,20.30510258,1.36,3.5770647,5.92,15.57075224,0,0,0,0,8.16,21.46238822,4.91,12.91425565,12.19,32.06207259,7.28,19.14781694,17.66,46.44923724,17.66,46.44923724,0,0,0,0,0,0,6.64,17.46449237,6.71,17.648606,3.99789584,3.81378222,1655891.01057117,5441.79541578903
122,122,002301,1,110010023011,122,44.87,44.87,13.12,29.24002674,7.32,16.31379541,9.69,21.59572097,24.39,54.35703142,8.31,18.52016938,1.65,3.67728995,4.75,10.58613773,0,0,0.04,0.08914642,13.12,29.24002674,6.51,14.50858034,12.51,27.88054379,5.99,13.34967684,17.8,39.67015823,19.25,42.90171607,0.01,0.02228661,1.44,3.20927123,0,0,10.87,24.2309407,13.68,30.49487294,5.00908604,-1.25484619,1954288.8938229,7824.80537782816
123,123,002301,2,110010023012,123,57.08,57.08,17.58,30.79887877,8.48,14.85634198,15.31,26.8220042,31.02,54.34477926,8.58,15.03153469,1.91,3.3461808,5.22,9.14505957,0,0,0.01,0.01751927,17.58,30.79887877,8.47,14.83882271,15.6,27.33006307,7.13,12.49124036,23.89,41.85353889,23.91,41.88857744,0.01,0.01751927,0.01,0.01751927,0,0,15.24,26.69469259,18.46,32.33490979,4.10418618,-1.53603103,2486553.30453932,7266.54532374395
124,124,002302,1,110010023021,124,497.96,496.16,174.86,35.24266366,149.77,30.18582715,50.05,10.08747178,169.83,34.22887778,91.93,18.52829732,11.31,2.27950661,16.54,3.33360206,1.81,0.36279638,1.71,0.34464689,174.86,35.24266366,124.36,25.06449532,151.47,30.52845856,27.11,5.46396324,141.87,28.59359884,169.84,34.23089326,1.71,0.34464689,26.27,5.29466301,1.79,0.36,149.53,30.13563353,173.46,34.94288995,5.10703013,0.29977371,21690410.9898381,19278.6249064957
125,125,002400,1,110010024001,125,24.37,24.37,4.35,17.84981535,3.32,13.62330735,6.55,26.87730817,16.66,68.36274108,5.54,22.73286828,1.48,6.07304062,3.09,12.679524,0,0,0.04,0.16413623,4.35,17.84981535,3.21,13.1719327,7.74,31.7603611,4.53,18.5884284,12.09,49.61017645,12.27,50.3487895,0.04,0.16413623,0.15,0.61551087,0,0,3.21,13.1719327,3.44,14.11571604,4.67788264,3.7340993,1061498.49171894,4549.56240403076
126,126,002400,2,110010024002,126,53.17,53.17,13.31,25.0329133,9.46,17.79198796,10.41,19.5787098,30.3,56.98702276,10.16,19.10851984,2.69,5.05924393,7.05,13.25935678,0,0,0.1,0.18807598,13.31,25.0329133,8.96,16.85160805,17.19,32.33026143,8.23,15.47865338,20.57,38.68722964,22.67,42.63682528,0,0,2.1,3.94959564,0,0,12.54,23.58472823,16.47,30.97611435,1.44818507,-5.94320105,2316027.0424906,6899.40007786222
127,127,002400,3,110010024003,127,26.72,26.72,6.25,23.39071856,3.43,12.83682635,6.92,25.89820359,17.04,63.77245509,5.45,20.39670659,1.66,6.21257485,3.01,11.26497006,0,0,0,0,6.25,23.39071856,3.11,11.63922156,7.11,26.60928144,4,14.97005988,12.27,45.92065868,13.36,50,0,0,1.09,4.07934132,0,0,6.56,24.5508982,7.52,28.14371257,-1.16017964,-4.75299401,1163970.75527949,4838.6412207399
128,128,002400,4,110010024004,128,33.21,33.21,7.69,23.155676,4.64,13.97169527,8.58,25.83559169,20.89,62.90274014,6.57,19.78319783,1.54,4.63715748,4.19,12.61668172,0,0,0,0,7.69,23.155676,4.58,13.7910268,10.27,30.92442036,5.69,17.13339356,15.15,45.61878952,15.26,45.95001506,0,0,0.1,0.30111412,0,0,6.17,18.58433735,7.89,23.76506024,4.57133865,-0.60938424,1446497.32158693,5517.93931408444
129,129,002501,1,110010025011,129,78.01,78.01,15.44,19.79233432,9.12,11.69080887,19,24.35585181,53.45,68.51685681,15.75,20.18971927,3.92,5.0249968,14.78,18.94628894,0,0,0,0,15.44,19.79233432,8.39,10.75503141,22.6,28.97064479,14.21,18.21561338,34.75,44.54557108,39.97,51.23702089,0,0,5.22,6.69144981,0,0,17.09,21.90463984,19.45,24.92950526,-2.11230552,-5.13717094,3398155.15741179,8086.00540565748
130,130,002501,2,110010025012,130,56.27,56.27,14.4,25.59090101,7.58,13.47076595,15.48,27.51021859,34.3,60.9561045,9.59,17.04282922,2.26,4.01634974,6.97,12.38670695,0,0,0,0,14.4,25.59090101,7.58,13.47076595,16.81,29.87382264,9.23,16.40305669,25.07,44.55304781,25.07,44.55304781,0,0,0,0,0,0,15.04,26.72352523,18.22,32.37384506,-1.13262422,-6.78294405,2451024.03459432,6764.3570740233
131,131,002502,1,110010025021,131,34.92,34.92,6.52,18.67124857,2.94,8.41924399,10.95,31.35738832,25.46,72.90950745,9.87,28.26460481,1.19,3.40778923,3.46,9.90836197,0,0,0,0,6.52,18.67124857,2.94,8.41924399,7.59,21.73539519,4.65,13.3161512,20.82,59.62199313,20.82,59.62199313,0,0,0,0,0,0,5.31,15.21054139,6.75,19.33543397,3.46070718,-0.6641854,1520868.40347751,4964.30563793464
132,132,002502,2,110010025022,132,37.43,37.43,5.51,14.72081218,4.91,13.11781993,10.78,28.80042746,27,72.13465135,7.72,20.62516698,2.46,6.57226823,6.04,16.13678867,0,0,0,0,5.51,14.72081218,4.68,12.50333957,11.4,30.45685279,6.72,17.95351322,18.5,49.42559444,20.52,54.82233503,0,0,2.01,5.37002404,0,0,5.53,14.77424526,4.45,11.8888592,-0.05343308,2.83195298,1630339.23712606,5031.72432388739
133,133,002502,3,110010025023,133,37.26,37.26,6.07,16.29092861,5.48,14.70746108,11.07,29.71014493,25.71,69.00161031,6.16,16.5324745,1.46,3.91841116,7.02,18.84057971,0,0,0,0,6.07,16.29092861,5.21,13.9828234,13.62,36.55394525,8.41,22.57112185,17.2,46.16210413,17.57,47.15512614,0,0,0.37,0.99302201,0,0,7.18,19.27516779,7.38,19.81208054,-2.98423918,-3.52115193,1622684.30847441,5538.64164104878
134,134,002502,4,110010025024,134,39.77,39.77,14.74,37.0631129,5.98,15.03645964,7.65,19.23560473,19.05,47.90042746,6.84,17.19889364,1.22,3.06763892,3.35,8.42343475,0,0,0,0,14.74,37.0631129,5.97,15.01131506,10.39,26.12522002,4.42,11.11390495,14.48,36.40935378,14.65,36.83681167,0,0,0.16,0.4023133,0,0,13.26,33.34171486,13.15,33.06512447,3.72139804,3.99798843,1732291.02413182,5497.03144728731
135,135,002600,1,110010026001,135,208.15,205.75,165.37,80.37424058,14.37,6.98420413,9.88,4.80194411,26,12.63669502,8.78,4.2673147,1.2,0.58323208,6.15,2.9890644,2.4,1.15203845,0,0,165.37,80.37424058,14.23,6.91616039,21.12,10.26488457,6.88,3.34386391,18.65,9.06439854,19.26,9.36087485,0,0,0.6,0.29161604,2.4,1.15,155.72,76.5810957,157.14,76.95773544,3.79314488,3.41650514,9066144.51300833,16179.6454028383
136,136,002600,2,110010026002,136,339.54,336.88,233.93,69.44015673,35.83,10.63583472,23.3,6.9164094,67.1,19.91807172,24.08,7.14794586,4.74,1.40702921,14.97,4.44371883,2.67,0.78583031,0.02,0.00593683,233.93,69.44015673,29.6,8.78651152,45.98,13.64877701,16.38,4.8622655,46.71,13.86547138,56.96,16.90809784,0.02,0.00593683,10.24,3.03965804,2.67,0.79,222.65,66.78765336,243.19,72.04562287,2.65250337,-2.60546614,14789325.9379371,22839.9007793995
137,137,002701,1,110010027011,137,8.92,8.92,1.89,21.18834081,0.8,8.96860987,2.8,31.39013453,6.22,69.7309417,1.88,21.07623318,0.35,3.92376682,1.19,13.34080717,0,0,0,0,1.89,21.18834081,0.8,8.96860987,2.35,26.34529148,1.54,17.26457399,4.68,52.46636771,4.68,52.46636771,0,0,0,0,0,0,1.79,20.08978676,1.64,18.40628507,1.09855405,2.78205573,388237.181957226,2685.51440119565
138,138,002701,2,110010027012,138,31.23,31.23,10.01,32.05251361,2.46,7.87704131,9.16,29.33077169,18.76,60.07044508,4.63,14.82548831,1.29,4.13064361,3.68,11.78354147,0,0,0,0,10.01,32.05251361,2.44,7.81300032,7.38,23.63112392,4.93,15.78610311,13.79,44.15626001,13.84,44.31636247,0,0,0.05,0.16010247,0,0,8.73,27.95389049,9.06,29.01056676,4.09862312,3.04194685,1360161.27388059,5714.57005750069
139,139,002701,3,110010027013,139,57.36,57.36,41.39,72.15829847,1.9,3.31241283,6.78,11.82008368,14.07,24.5292887,3.39,5.91004184,0.62,1.08089261,3.28,5.71827057,0,0,0,0,41.39,72.15829847,1.88,3.27754533,5.14,8.9609484,3.26,5.68340307,10.16,17.71269177,10.83,18.88075314,0,0,0.67,1.16806137,0,0,38.69,67.46294682,36.06,62.87707062,4.69535165,9.28122785,2498323.39200179,8885.89353401212
140,140,002701,4,110010027014,140,13.77,13.77,6.25,45.38852578,1.5,10.89324619,2.35,17.06608569,6.01,43.64560639,1.98,14.37908497,0.74,5.37400145,0.94,6.82643428,0,0,0,0,6.25,45.38852578,1.5,10.89324619,3.14,22.80319535,1.63,11.83732752,4.33,31.44517066,4.38,31.80827887,0,0,0.05,0.36310821,0,0,5.83,42.30769231,5.18,37.59071118,3.08083347,7.79781461,599914.513802756,4265.24168607249
141,141,002702,1,110010027021,141,19.15,19.15,3.39,17.70234987,0.69,3.60313316,6.66,34.77806789,15.07,78.69451697,4.47,23.34203655,1.74,9.08616188,2.2,11.48825065,0,0,0,0,3.39,17.70234987,0.58,3.02872063,4.37,22.81984334,3.8,19.84334204,11.12,58.06788512,11.38,59.42558747,0,0,0.26,1.35770235,0,0,3.19,16.66666667,3.02,15.7784744,1.0356832,1.92387547,833879.920260275,3871.91226044949
142,142,002702,2,110010027022,142,47.82,47.82,18.53,38.74947721,3.07,6.41990799,14.4,30.11292346,26.22,54.83061481,5.44,11.37599331,1.04,2.17482225,5.33,11.14596403,0,0,0,0,18.53,38.74947721,2.89,6.04349645,9.23,19.30154747,6.34,13.25805102,19.84,41.48891677,20.06,41.94897532,0,0,0.22,0.46005855,0,0,14.88,31.11018189,15.94,33.32636421,7.63929531,5.423113,2083260.59285056,8338.00054394252
143,143,002702,3,110010027023,143,57.96,57.35,35.28,61.51700087,2.87,5.0043592,10.02,17.47166521,19.2,33.47863993,5.09,8.87532694,0.56,0.97646033,3.53,6.15518745,0.62,1.06115384,0,0,35.28,61.51700087,2.87,5.0043592,6.96,12.13600697,4.09,7.13164778,15.11,26.34699215,15.11,26.34699215,0,0,0,0,0.62,1.06,30,53.26704545,29.8,52.78072972,8.24995542,8.73627115,2524550.0980411,9919.56775343184
144,144,002801,1,110010028011,144,16.45,16.45,1.71,10.39513678,1.28,7.78115502,5.61,34.10334347,13.46,81.82370821,4.22,25.65349544,1.6,9.72644377,2.04,12.40121581,0,0,0,0,1.71,10.39513678,1.27,7.72036474,4.82,29.30091185,3.54,21.51975684,9.81,59.63525836,9.93,60.36474164,0,0,0.12,0.72948328,0,0,1.44,8.75379939,1.46,8.87537994,1.64133739,1.51975684,716537.647213842,3769.77172671389
145,145,002801,2,110010028012,145,26.03,26.03,4.54,17.44141375,1.88,7.22243565,8.76,33.65347676,19.61,75.3361506,5.7,21.89781022,1.5,5.76258164,3.64,13.98386477,0,0,0,0,4.54,17.44141375,1.88,7.22243565,7.02,26.96888206,5.14,19.74644641,14.47,55.58970419,14.47,55.58970419,0,0,0,0,0,0,5.57,21.39838648,4.12,15.8278909,-3.95697272,1.61352286,1133700.02647298,4209.52202148886
146,146,002802,1,110010028021,146,22,22,2.15,9.77272727,0.81,3.68181818,8.48,38.54545455,19.04,86.54545455,5.67,25.77272727,2.2,10,2.69,12.22727273,0,0,0,0,2.15,9.77272727,0.79,3.59090909,5.5,25,4.71,21.40909091,14.14,64.27272727,14.35,65.22727273,0,0,0.21,0.95454545,0,0,1.51,6.86363636,1.86,8.45454545,2.90909091,1.31818182,958280.814309612,4020.39574302191
147,147,002802,2,110010028022,147,34.35,34.35,3.78,11.00436681,2.23,6.49199418,14.21,41.36826783,28.34,82.50363901,6.08,17.70014556,2.7,7.86026201,5.34,15.54585153,0,0,0,0,3.78,11.00436681,1.26,3.66812227,7.05,20.52401747,5.79,16.8558952,20.22,58.86462882,23.52,68.47161572,0,0,3.3,9.6069869,0,0,2.67,7.77518928,3.31,9.63890507,3.22917753,1.36546175,1496035.09278152,5065.11400962968
148,148,002900,1,110010029001,148,32.59,32.59,4.85,14.8818656,2.88,8.83706658,10.87,33.35378951,24.86,76.28106781,5.9,18.1037128,1.63,5.00153421,6.45,19.79134704,0,0,0,0,4.85,14.8818656,2.86,8.77569807,10.8,33.13899969,7.94,24.36330163,16.77,51.4575023,16.94,51.9791347,0,0,0.17,0.5216324,0,0,4.03,12.36575637,4.93,15.12733967,2.51610924,-0.24547407,1419652.01198849,5189.63162002234
149,149,002900,2,110010029002,149,42.12,42.12,5.72,13.58024691,3.29,7.81101614,14.84,35.23266857,33.11,78.60873694,7.92,18.8034188,2.63,6.24406458,7.72,18.328585,0,0,0,0,5.72,13.58024691,3.29,7.81101614,13.65,32.40740741,10.36,24.59639126,22.76,54.03608737,22.76,54.03608737,0,0,0,0,0,0,5.4,12.82051282,5.17,12.27445394,0.75973409,1.30579297,1834616.20634275,6159.04534360934
150,150,003000,1,110010030001,150,28.38,28.38,5.53,19.48555321,1.84,6.48343904,9.29,32.73431994,21,73.99577167,4.3,15.15151515,1.77,6.23678647,5.65,19.90838619,0,0,0,0,5.53,19.48555321,1.79,6.30725863,7.76,27.34319944,5.97,21.0359408,13.59,47.8858351,15.09,53.17124736,0,0,1.5,5.28541226,0,0,4.08,14.37632135,4.68,16.49048626,5.10923185,2.99506695,1236272.07894316,4556.71664509894
151,151,003000,2,110010030002,151,23.98,23.98,4.64,19.34945788,2.04,8.50708924,7.79,32.4854045,17.31,72.1851543,4.19,17.47289408,1.79,7.46455379,3.54,14.76230192,0,0,0,0,4.64,19.34945788,2.04,8.50708924,7.25,30.23352794,5.22,21.76814012,11.98,49.95829858,12.09,50.41701418,0,0,0.11,0.4587156,0,0,2.82,11.75979983,4.05,16.88907423,7.58965805,2.46038365,1044751.31991645,4568.25089609769
152,152,003100,1,110010031001,152,72.85,72.85,11.85,16.26630062,5.7,7.8242965,23.06,31.65408373,54.92,75.38778312,16.32,22.40219629,4.3,5.90253946,11.24,15.42896362,0,0,0.39,0.5353466,11.85,16.26630062,4.62,6.34179822,19.16,26.30061771,14.54,19.95881949,39.11,53.68565546,41.84,57.43308167,0.02,0.02745367,2.7,3.70624571,0,0,9.52,13.06794784,11.14,15.29169526,3.19835278,0.97460535,3172932.33528558,8445.70277933627
153,153,003200,1,110010032001,153,24.59,24.59,4.61,18.74745832,2.3,9.35339569,8.04,32.69621797,17.68,71.89914599,4.36,17.73078487,1.37,5.57137048,3.92,15.94143961,0,0,0,0,4.61,18.74745832,2.11,8.58072387,6.4,26.02684018,4.28,17.40544937,12.19,49.57299715,13.58,55.2257015,0,0,1.39,5.65270435,0,0,3.71,15.0997151,3.8,15.46601547,3.64774322,3.28144285,1070269.3742324,4423.09091571364
154,154,003200,2,110010032002,154,23.87,23.87,3.54,14.83033096,3.02,12.65186426,7.12,29.82823628,17.31,72.51780478,5.32,22.28739003,1.44,6.032677,3.44,14.41139506,0,0,0,0,3.54,14.83033096,3.02,12.65186426,7.83,32.80268119,4.81,20.15081693,12.43,52.07373272,12.5,52.36698785,0,0,0.07,0.29325513,0,0,3.15,13.18543324,3.47,14.52490582,1.64489772,0.30542514,1040250.66334922,4427.13817333864
155,155,003200,3,110010032003,155,31.25,31.25,4.99,15.968,3.57,11.424,9.38,30.016,22.7,72.64,6.63,21.216,1.81,5.792,4.88,15.616,0,0,0,0,4.99,15.968,3.56,11.392,10.1,32.32,6.54,20.928,16.01,51.232,16.16,51.712,0,0,0.15,0.48,0,0,4.01,12.832,5.06,16.192,3.136,-0.224,1361329.13221724,4765.89930932772
