OBJECTID_1,OBJECTID,TRACT,BLKGRP,GEOID,GID,TOTAL_AC,LAND_AC,T_CAN_AC,T_CAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_IA_AC,UN_IA_PCT,TO_UN_AC,TO_UN_PCT,UN_SL_AC,UN_SL_PCT,UN_OT_AC,UN_OT_PCT,WATER_AC,WATER_PCT,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,SHAPEAREA,SHAPELEN
224,224,007406,1,110010074061,224,43.15,43.15,11.24,26.04866744,7.76,17.98377752,7.8,18.0764774,22.86,52.97798378,8.15,18.88760139,2.66,6.16454229,4.24,9.82618772,0,0,1.3,3.01274623,11.24,26.04866744,7.67,17.77520278,13.26,30.73001159,5.59,12.95480881,15.95,36.96407879,18.65,43.22132097,1.18,2.73464658,1.52,3.5225956,0,0,14.08,32.63035921,7.74,17.93742758,-6.58169177,8.11123986,1879465.83547133,5341.64401073966
225,225,007406,2,110010074062,225,48.21,48.21,28.12,58.32814769,4.15,8.60817258,4.3,8.91931135,15.91,33.00145198,9,18.66832607,1.47,3.04915993,1.14,2.36465464,0,0,0.03,0.06222775,28.12,58.32814769,4.07,8.4422319,6.45,13.37896702,2.37,4.91599253,13.3,27.58763742,13.65,28.31362788,0,0,0.34,0.70524787,0,0,24.7,51.23418378,25.45,52.78987762,7.09396391,5.53827007,2099912.1343032,9201.81446149763
226,226,007407,1,110010074071,226,84.04,84.04,47.34,56.3303189,12.01,14.2908139,6.94,8.25797239,23.7,28.20085673,11.16,13.27939077,2.71,3.22465493,2.89,3.43883865,0,0,1,1.18990957,47.34,56.3303189,11.03,13.12470252,16.01,19.05045217,4.98,5.92574964,18.08,21.51356497,20.69,24.61922894,1,1.18990957,1.6,1.90385531,0,0,47.6,56.63969538,46.9,55.80675869,-0.30937649,0.52356021,3660793.56641289,8928.09361672338
227,227,007407,2,110010074072,227,66.85,66.85,22.83,34.15108452,9.24,13.82198953,11.73,17.54674645,34.72,51.93717277,14.17,21.19670905,3.21,4.80179506,5.62,8.40688108,0,0,0.07,0.10471204,22.83,34.15108452,9.22,13.7920718,17.93,26.82124159,8.71,13.02916978,25.9,38.7434555,26.1,39.04263276,0.07,0.10471204,0.13,0.19446522,0,0,21.3,31.86237846,21.56,32.2513089,2.28870606,1.89977562,2911903.3999027,8306.57386503776
228,228,007408,1,110010074081,228,94.49,94.49,38.17,40.39580908,15.67,16.58376548,10.62,11.23928458,39.8,42.12085935,18.83,19.92803471,4.09,4.32850037,6.25,6.61445656,0,0,0.85,0.89956609,38.17,40.39580908,15.01,15.88527887,24.44,25.86517092,9.42,9.96930892,29.46,31.17790242,31.89,33.74960313,0.85,0.89956609,1.58,1.67213462,0,0,34.49,36.50121706,37.04,39.19991534,3.89459202,1.19589375,4116011.78109299,12832.0340620808
229,229,007409,1,110010074091,229,20.81,20.81,8.73,41.9509851,3.74,17.97212878,3.29,15.80970687,8.34,40.07688611,2.86,13.7433926,0.77,3.70014416,1.42,6.82364248,0,0,0,0,8.73,41.9509851,3.74,17.97212878,5.93,28.49591543,2.19,10.52378664,6.15,29.55309947,6.15,29.55309947,0,0,0,0,0,0,7.85,37.70413064,7.78,37.36791547,4.24685446,4.58306964,906596.17350371,4263.25704552995
230,230,004100,3,110010041003,230,101.9,100.23,46.14,46.03412152,7.5,7.48278958,16.96,16.92108151,46.57,46.46313479,17.2,17.16053078,3.48,3.47201437,8.93,8.90950813,1.67,1.64075155,0.01,0.00997705,46.14,46.03412152,7.15,7.13359274,19.27,19.2257807,12.12,12.09218797,34.1,34.02174998,34.81,34.73012072,0.01,0.00997705,0.7,0.69839369,1.67,1.64,42.77,42.92022077,42.54,42.54,3.11390075,3.49412152,4438542.99758153,11089.4894890891
231,231,004201,1,110010042011,231,22.26,22.26,4.56,20.4851752,0.9,4.04312668,7.15,32.12039533,16.79,75.42677448,5.83,26.19047619,1.34,6.0197664,2.48,11.1410602,0,0,0,0,4.56,20.4851752,0.9,4.04312668,4.72,21.20395328,3.82,17.16082659,12.97,58.26594789,12.97,58.26594789,0,0,0,0,0,0,3.73,16.76404494,5.11,22.96629213,3.72113026,-2.48111693,969396.734430111,4621.60522083043
232,232,004201,2,110010042012,232,28.28,28.28,5.14,18.17538897,0.77,2.72277228,10.68,37.76520509,22.37,79.10183876,5.92,20.93352192,1.5,5.30410184,4.27,15.0990099,0,0,0,0,5.14,18.17538897,0.75,2.65205092,6.36,22.4893918,5.61,19.83734088,16.61,58.73408769,16.79,59.37057992,0,0,0.18,0.63649222,0,0,4.89,17.29137199,5.76,20.36775106,0.88401697,-2.19236209,1231903.22215274,4652.17903460803
233,233,004202,1,110010042021,233,27.48,27.48,5.09,18.52256186,0.67,2.43813683,9.96,36.24454148,21.72,79.03930131,6.87,25,1.82,6.62299854,3.07,11.17176128,0,0,0,0,5.09,18.52256186,0.67,2.43813683,5.55,20.19650655,4.88,17.75836972,16.83,61.24454148,16.83,61.24454148,0,0,0,0,0,0,4.87,17.72197962,6.32,22.9985444,0.80058224,-4.47598253,1196800.18172011,5192.3832258156
234,234,004202,2,110010042022,234,24.02,24.02,4.27,17.77685262,0.59,2.45628643,8.61,35.84512906,19.16,79.76686095,5.74,23.89675271,1.67,6.95253955,3.14,13.07243963,0,0,0,0,4.27,17.77685262,0.59,2.45628643,5.38,22.39800167,4.79,19.94171524,14.34,59.70024979,14.37,59.82514571,0,0,0.03,0.12489592,0,0,3.29,13.69691923,4.57,19.02581182,4.07993339,-1.2489592,1046261.31131848,4772.77224632563
235,235,004300,1,110010043001,235,30.32,30.32,4.45,14.676781,0.97,3.19920844,10.22,33.70712401,24.88,82.05804749,8.31,27.40765172,2.62,8.64116095,3.74,12.33509235,0,0,0.02,0.06596306,4.45,14.676781,0.94,3.10026385,7.26,23.94459103,6.32,20.84432718,18.53,61.11477573,18.62,61.4116095,0.02,0.06596306,0.07,0.23087071,0,0,3.66,12.06726014,5.26,17.34256512,2.60952086,-2.66578411,1320940.8189772,5110.36774030041
236,236,004300,2,110010043002,236,28.15,28.15,5.75,20.42628774,1.05,3.73001776,10.29,36.55417407,21.35,75.84369449,6.12,21.74067496,1.31,4.65364121,3.63,12.89520426,0,0,0,0,5.75,20.42628774,1.05,3.73001776,5.99,21.27886323,4.94,17.54884547,16.41,58.29484902,16.41,58.29484902,0,0,0,0,0,0,5.95,21.13676732,6.78,24.08525755,-0.71047957,-3.6589698,1226038.65581616,4708.501238043
237,237,004400,1,110010044001,237,61.01,61.01,7.06,11.57187346,2.28,3.73709228,23.15,37.94459925,51.47,84.36321914,16.72,27.40534339,4.72,7.73643665,6.87,11.26044911,0,0,0.19,0.31142436,7.06,11.57187346,1.81,2.96672677,13.06,21.40632683,11.25,18.43960007,39.85,65.31716112,40.89,67.02179971,0.11,0.18029831,0.92,1.50794952,0,0,4.97,8.14620554,7.15,11.71939026,3.42566792,-0.1475168,2657300.62796225,6584.18036107768
238,238,004400,2,110010044002,238,67.91,67.91,9.85,14.50449124,3.21,4.72684435,22.31,32.85230452,54.76,80.63613606,18.39,27.07995877,4.88,7.18598145,9.17,13.50316595,0,0,0.09,0.13252835,9.85,14.50449124,3.12,4.59431601,16.86,24.82697688,13.74,20.23266087,40.63,59.82918569,41.2,60.66853188,0.09,0.13252835,0.48,0.70681785,0,0,8.13,11.96996466,11.97,17.62367491,2.53452657,-3.11918367,2958118.01857793,7627.20539598289
239,239,004600,1,110010046001,239,34.42,34.42,5.68,16.5020337,1.8,5.22951772,11.4,33.12027891,26.26,76.29285299,7.47,21.70249855,2.38,6.91458454,5.02,14.58454387,0,0,0.67,1.94654271,5.68,16.5020337,1.8,5.22951772,9.01,26.17664149,7.21,20.94712377,18.87,54.82277746,19.73,57.32132481,0.67,1.94654271,0.19,0.55200465,0,0,3.76,10.92388146,6.7,19.46542708,5.57815224,-2.96339338,1499270.14209097,5358.88366056749
240,240,004600,2,110010046002,240,73.55,73.55,14.94,20.31271244,7.56,10.27872196,17.65,23.99728076,50.74,68.98708362,15.63,21.25084976,5.57,7.57307954,11.89,16.16587356,0,0,0.31,0.42148199,14.94,20.31271244,6.54,8.89191027,19.52,26.53976886,12.97,17.63426241,33.06,44.94901428,39.1,53.16111489,0.08,0.10876954,5.95,8.08973487,0,0,13.48,18.33016046,18.16,24.69404406,1.98255198,-4.38133162,3203650.17669015,8417.33811936781
241,241,004701,1,110010047011,241,23.14,23.14,3.61,15.60069144,1.79,7.7355229,4.03,17.41573034,17.03,73.59550562,9.01,38.93690579,2.59,11.19273984,1.41,6.09334486,0,0,0.71,3.06828003,3.61,15.60069144,1.73,7.47623163,5.71,24.67588591,3.98,17.19965428,13.03,56.30942092,13.82,59.72342264,0.68,2.9386344,0.1,0.43215212,0,0,2.43,10.50583658,3.65,15.78037181,5.09485487,-0.17968037,1007692.35670785,4048.97621495533
242,242,004701,2,110010047012,242,56.24,56.24,6.34,11.27311522,6.21,11.04196302,11.17,19.86130868,42.61,75.76458037,19.94,35.45519203,6.05,10.75746799,5.45,9.69061166,0,0,1.09,1.93812233,6.34,11.27311522,4.98,8.85490754,15.5,27.56045519,10.52,18.70554765,31.1,55.29871977,34.4,61.16642959,0.91,1.61806543,2.39,4.24964438,0,0,5.34,9.49333333,7.66,13.61777778,1.77978189,-2.34466256,2449857.74335771,9570.75831897506
243,243,004702,1,110010047021,243,80.18,80.18,8.38,10.45148416,2.15,2.6814667,22.78,28.41107508,69.49,86.66749813,31.01,38.67548017,8.03,10.01496633,7.68,9.57844849,0,0,0.16,0.19955101,8.38,10.45148416,1.93,2.40708406,15.19,18.94487403,13.26,16.53778997,53.79,67.08655525,56.61,70.60364181,0.16,0.19955101,2.66,3.31753555,0,0,6.08,7.58199277,9.65,12.03391944,2.86949139,-1.58243528,3492901.21042458,9680.94528799601
244,244,004801,1,110010048011,244,78.45,78.45,15.74,20.06373486,5.27,6.71765456,21.87,27.87762906,57.14,72.8362014,19.04,24.27023582,5.55,7.07456979,10.69,13.6265137,0,0,0.29,0.36966221,15.74,20.06373486,3.96,5.04780115,17.29,22.03951562,13.32,16.9789675,39.7,50.6054812,45.42,57.89674952,0.14,0.17845762,5.58,7.11281071,0,0,12.43,15.84448693,17.9,22.81708094,4.21924793,-2.75334608,3417096.97899538,8067.47965890507
245,245,004802,1,110010048021,245,34.46,34.46,8.53,24.7533372,3.01,8.73476494,9.11,26.43644806,22.93,66.54091701,7.43,21.56123041,2.25,6.52930934,4.12,11.95589089,0,0,0,0,8.53,24.7533372,2.82,8.18340104,9.07,26.32037145,6.25,18.1369704,16.52,47.93964016,16.87,48.9553105,0,0,0.35,1.01567034,0,0,7.3,21.1778358,9.58,27.79228314,3.5755014,-3.03894594,1501321.29530489,5061.89709635828
246,246,004802,2,110010048022,246,36.73,36.73,4.99,13.58562483,2.45,6.67029676,9.61,26.16389872,29.29,79.74407841,11.18,30.43833379,3.92,10.67247482,4.57,12.44214539,0,0,0,0,4.99,13.58562483,2.44,6.64307106,10.72,29.18595154,8.28,22.54288048,20.78,56.57500681,21.02,57.22842363,0,0,0.24,0.65341683,0,0,3.95,10.75708061,6.29,17.12962963,2.82854422,-3.5440048,1599728.44725047,5521.61707843685
247,247,004901,1,110010049011,247,21.18,21.18,4.06,19.16902738,1.38,6.51558074,5.37,25.35410765,15.74,74.31539188,5.65,26.67610954,1.97,9.30122757,2.75,12.98394712,0,0,0,0,4.06,19.16902738,1.36,6.42115203,5.94,28.04532578,4.58,21.62417375,11.03,52.07743154,11.18,52.78564684,0,0,0.15,0.7082153,0,0,3.45,16.28895184,4.52,21.34088763,2.88007554,-2.17186025,922519.543608868,4513.16340928405
248,248,004901,2,110010049012,248,46.01,46.01,7.38,16.03999131,3.34,7.25929146,14.31,31.10193436,34.99,76.04868507,10.55,22.92979787,4.49,9.7587481,5.64,12.25820474,0,0,0.3,0.65203217,7.38,16.03999131,2.27,4.93371006,10.71,23.27754836,8.44,18.3438383,24.61,53.48837209,27.92,60.68246033,0,0,3.31,7.19408824,0,0,6.17,13.41304348,8.47,18.41304348,2.62694783,-2.37305217,2003739.52861814,6158.05308429798
249,249,004902,1,110010049021,249,16.24,16.24,1.87,11.51477833,0.7,4.31034483,4.87,29.98768473,13.67,84.17487685,5.61,34.54433498,1.37,8.43596059,1.81,11.1453202,0,0,0,0,1.87,11.51477833,0.7,4.31034483,3.85,23.70689655,3.15,19.39655172,10.48,64.5320197,10.52,64.77832512,0,0,0.04,0.24630542,0,0,1.66,10.21538462,2.42,14.89230769,1.29939371,-3.37752937,707614.761919535,3885.26051904536
250,250,004902,2,110010049022,250,48.97,48.97,2.81,5.73820707,0.86,1.75617725,26.05,53.19583418,45.3,92.50561568,11.53,23.54502757,3.74,7.63732898,3.98,8.12742495,0,0,0,0,2.81,5.73820707,0.73,1.4907086,8.21,16.76536655,7.49,15.29507862,37.57,76.72044109,37.94,77.47600572,0,0,0.37,0.75556463,0,0,2.58,5.26960784,3.58,7.3120915,0.46859922,-1.57388444,2132527.66866875,5760.46570844109
251,251,005001,1,110010050011,251,25.83,25.83,4.86,18.81533101,2.34,9.05923345,6.31,24.42895858,18.4,71.23499806,7.59,29.3844367,1.93,7.47193186,2.56,9.91095625,0,0,0.22,0.8517228,4.86,18.81533101,1.05,4.06504065,4.62,17.88617886,3.56,13.78242354,12.66,49.01277584,16.35,63.29849013,0.09,0.34843206,3.6,13.93728223,0,0,3.39,13.1242741,4.94,19.12504839,5.69105691,-0.30971738,1124915.57759933,4774.10531731676
252,252,005001,2,110010050012,252,24.76,24.76,5.35,21.60743134,1.16,4.68497577,8.11,32.75444265,18.26,73.74798061,5.79,23.38449111,1.51,6.09854604,2.85,11.51050081,0,0,0,0,5.35,21.60743134,1.1,4.44264943,5.43,21.93053312,4.33,17.48788368,13.86,55.97738288,13.99,56.50242326,0,0,0.13,0.52504039,0,0,4.31,17.40008074,6.14,24.78805006,4.2073506,-3.18061872,1078778.6321461,5002.52938362865
253,253,005002,1,110010050021,253,9.81,9.81,1.31,13.35372069,0.34,3.46585117,3.63,37.0030581,8.15,83.07849134,2.54,25.89194699,0.8,8.15494393,1.18,12.0285423,0,0,0,0,1.31,13.35372069,0.34,3.46585117,2.32,23.64933741,1.98,20.18348624,6.18,62.9969419,6.18,62.9969419,0,0,0,0,0,0,1.05,10.70336391,1.52,15.49439348,2.65035678,-2.14067278,427343.164308049,2631.21157737086
254,254,005002,2,110010050022,254,22.64,22.64,4.02,17.75618375,0.69,3.04770318,7.78,34.3639576,17.92,79.15194346,6.29,27.78268551,1.86,8.2155477,1.99,8.78975265,0,0,0,0,4.02,17.75618375,0.68,3.00353357,4.46,19.69964664,3.78,16.69611307,14.02,61.92579505,14.16,62.54416961,0,0,0.14,0.61837456,0,0,2.95,13.03003534,4.95,21.8639576,4.72614841,-4.10777385,986052.673683303,4635.43190538592
255,255,005002,3,110010050023,255,17.55,17.55,4.73,26.95156695,1.02,5.81196581,4.1,23.36182336,11.8,67.23646724,4.63,26.38176638,1.4,7.97720798,1.66,9.45868946,0,0,0,0,4.73,26.95156695,0.53,3.01994302,3.34,19.03133903,2.81,16.01139601,8.67,49.4017094,9.48,54.01709402,0,0,0.81,4.61538462,0,0,4.19,23.88825542,5.49,31.28205128,3.06331154,-4.33048433,764482.210699372,4125.36166316484
256,256,005002,4,110010050024,256,7.7,7.7,1.09,14.15584416,0.14,1.81818182,2.6,33.76623377,6.47,84.02597403,2.56,33.24675325,0.63,8.18181818,0.67,8.7012987,0,0,0,0,1.09,14.15584416,0.14,1.81818182,1.44,18.7012987,1.3,16.88311688,5.15,66.88311688,5.16,67.01298701,0,0,0.01,0.12987013,0,0,0.87,11.2987013,1.22,15.84415584,2.85714286,-1.68831169,335347.477633893,2449.7500063077
257,257,005201,1,110010052011,257,13.6,13.6,0.81,5.95588235,0.9,6.61764706,4.93,36.25,11.89,87.42647059,4.54,33.38235294,1.26,9.26470588,1.16,8.52941176,0,0,0,0,0.81,5.95588235,0.25,1.83823529,2.49,18.30882353,2.25,16.54411765,9.39,69.04411765,10.29,75.66176471,0,0,0.91,6.69117647,0,0,0.85,6.25,1.28,9.41176471,-0.29411765,-3.45588235,592132.324700545,3616.12308851396
258,258,005201,2,110010052012,258,33.38,33.38,5.97,17.88496105,1.49,4.46375075,9.91,29.68843619,25.92,77.6512882,10.3,30.85680048,2.41,7.21989215,3.3,9.88615938,0,0,0,0,5.97,17.88496105,1.49,4.46375075,7.2,21.56980228,5.71,17.10605153,20.13,60.3055722,20.21,60.54523667,0,0,0.08,0.23966447,0,0,4.83,14.46974236,6.8,20.37147993,3.41521869,-2.48651887,1454049.52504718,6421.27919811504
259,259,005201,3,110010052013,259,9.49,9.49,1.18,12.4341412,0.07,0.73761855,4.16,43.83561644,8.23,86.72286617,2.64,27.81875659,0.79,8.32455216,0.64,6.74394099,0,0,0,0,1.18,12.4341412,0.07,0.73761855,1.5,15.8061117,1.43,15.06849315,6.8,71.65437302,6.8,71.65437302,0,0,0,0,0,0,0.86,9.07172996,1.24,13.08016878,3.36241124,-0.64602758,413282.798144452,3182.16725477063
260,260,005201,4,110010052014,260,27.48,27.48,4.25,15.4657933,0.77,2.80203785,11.43,41.59388646,22.45,81.69577875,6.26,22.78020378,1.87,6.80494905,2.89,10.51673945,0,0,0,0,4.25,15.4657933,0.77,2.80203785,5.53,20.12372635,4.76,17.3216885,17.69,64.37409025,17.69,64.37409025,0,0,0,0,0,0,3,10.91703057,4.86,17.68558952,4.54876274,-2.21979622,1196767.65267104,4716.7677656415
261,261,005301,1,110010053011,261,12.18,12.18,2.39,19.62233169,0.34,2.79146141,4.49,36.863711,9.45,77.5862069,2.49,20.44334975,0.75,6.15763547,1.72,14.12151067,0,0,0,0,2.39,19.62233169,0.34,2.79146141,2.81,23.07060755,2.47,20.27914614,6.98,57.30706076,6.98,57.30706076,0,0,0,0,0,0,2.11,17.32348112,2.74,22.49589491,2.29885057,-2.87356322,530653.200245132,3175.86896357441
262,262,005301,2,110010053012,262,21.62,21.62,3.91,18.08510638,0.6,2.77520814,7.38,34.13506013,17.1,79.09343201,4.58,21.18408881,1.79,8.27937095,3.36,15.54116559,0,0,0,0,3.91,18.08510638,0.58,2.6827012,4.31,19.93524514,3.74,17.29879741,11.89,54.99537465,13.39,61.933395,0,0,1.5,6.93802035,0,0,3.01,13.9287367,4.21,19.48172143,4.15636969,-1.39661504,941248.193559774,4736.59265123888
263,263,005301,3,110010053013,263,20.09,20.09,2.42,12.04579393,0.65,3.23544052,7.81,38.87506222,17.02,84.71876556,5.77,28.7207566,2.09,10.40318566,1.35,6.71976108,0,0,0,0,2.42,12.04579393,0.65,3.23544052,4.07,20.25883524,3.42,17.02339472,13.34,66.40119462,13.59,67.64559482,0,0,0.25,1.2444002,0,0,2.24,11.14982578,3.13,15.57989049,0.89596814,-3.53409657,875114.706720664,4958.50104467503
264,264,005301,4,110010053014,264,16.88,16.88,2.73,16.17298578,0.42,2.48815166,6.35,37.61848341,13.73,81.33886256,3.9,23.1042654,1.23,7.28672986,2.25,13.32938389,0,0,0,0,2.73,16.17298578,0.42,2.48815166,3.73,22.0971564,3.31,19.60900474,10.25,60.72274882,10.42,61.72985782,0,0,0.17,1.007109,0,0,2.57,15.2161042,3.11,18.41326229,0.95688158,-2.2402765,735422.815717969,3818.71848308948
265,265,005500,1,110010055001,265,38.31,38.31,7.38,19.26389977,1,2.61028452,11.94,31.16679718,29.93,78.12581571,11.46,29.91386061,3.26,8.50952754,3.27,8.53563038,0,0,0,0,7.38,19.26389977,0.78,2.03602193,6.85,17.88044897,6.07,15.84442704,23.29,60.79352649,24.08,62.85565127,0,0,0.79,2.06212477,0,0,6.03,15.74823714,8.63,22.52675542,3.51566263,-3.26285565,1668716.10161788,6108.8845938279
266,266,005500,2,110010055002,266,55.02,54.39,16.92,31.10865968,6.27,11.52785439,14.19,26.08935466,30.59,56.24195624,8.82,16.21621622,4,7.35429307,3.59,6.60047803,0.63,1.14429425,0.61,1.12152969,16.92,31.10865968,4.7,8.64129436,11.19,20.57363486,6.49,11.9323405,23,42.28718514,26.28,48.31770546,0.06,0.1103144,3.22,5.92020592,0.63,1.14,14.55,27.29319077,15.71,29.06030337,3.81546891,2.04835631,2396739.09801499,7753.75339994743
267,267,005500,3,110010055003,267,40.61,40.61,5.2,12.8047279,1.04,2.56094558,15.62,38.46343265,34.37,84.63432652,9.6,23.63949766,4.67,11.49963063,4.48,11.03176558,0,0,0,0,5.2,12.8047279,0.5,1.23122384,8.92,21.96503324,8.41,20.70918493,25.21,62.07830584,26.49,65.23023886,0,0,1.28,3.15193302,0,0,4.25,10.4679803,6,14.77832512,2.3367476,-1.97359722,1768563.54726572,6221.65539215596
268,268,005500,4,110010055004,268,12.32,12.32,1.93,15.66558442,0.33,2.67857143,4.86,39.44805195,10.05,81.57467532,2.8,22.72727273,0.68,5.51948052,1.71,13.87987013,0,0,0,0,1.93,15.66558442,0.33,2.67857143,2.65,21.50974026,2.32,18.83116883,7.66,62.17532468,7.74,62.82467532,0,0,0.07,0.56818182,0,0,1.63,13.23051948,2.26,18.34415584,2.43506494,-2.67857143,536531.99504417,2976.81615908885
269,269,005500,5,110010055005,269,11.28,11.28,1.77,15.69148936,0.19,1.68439716,4.38,38.82978723,9.32,82.62411348,2.97,26.32978723,0.92,8.15602837,1.05,9.30851064,0,0,0,0,1.77,15.69148936,0.18,1.59574468,2.15,19.06028369,1.97,17.46453901,7.35,65.15957447,7.36,65.24822695,0,0,0.01,0.08865248,0,0,1.44,12.76595745,2.2,19.5035461,2.92553191,-3.81205674,491233.440464893,2895.2936809024
270,270,005600,1,110010056001,270,23.93,23.85,6.82,28.59538784,1.69,7.08595388,5.08,21.29979036,15.34,64.31865828,7.68,32.20125786,1.19,4.98951782,1.39,5.82809224,0.08,0.32938553,0,0,6.82,28.59538784,1.69,7.08595388,4.27,17.90356394,2.58,10.81761006,12.76,53.50104822,12.76,53.50104822,0,0,0,0,0.08,0.33,4.71,19.8482933,6.22,26.09060403,8.74709454,2.50478381,1042263.3599985,5953.6219003293
271,271,005600,2,110010056002,271,56.67,55.81,13.12,23.50833184,7.95,14.244759,9.16,16.41282924,34.74,62.24690916,17,30.46049095,3.82,6.8446515,4.76,8.52893747,0.85,1.50272986,0,0,13.12,23.50833184,7.88,14.11933345,16.23,29.08080989,8.36,14.97939437,25.82,46.26411037,26.46,47.41085827,0,0,0.64,1.14674789,0.85,1.5,9.87,17.92589902,13.4,24.06609195,5.58243282,-0.55776011,2468197.29491571,12093.5904391993
272,272,008802,3,110010088023,272,44.66,44.66,11.43,25.59337215,5.3,11.8674429,11.32,25.34706673,27.93,62.53918495,7.78,17.42051052,1.99,4.45588894,6.84,15.31571876,0,0,0,0,11.43,25.59337215,5.21,11.66592029,13.37,29.93730408,8.16,18.27138379,19.1,42.76757725,19.86,44.46932378,0,0,0.77,1.72413793,0,0,8.63,19.32377967,10.09,22.59292432,6.26959248,3.00044783,1945337.29218854,5740.5697502952
194,194,007409,2,110010074092,194,38.97,38.97,8.37,21.47806005,11.34,29.09930716,6.28,16.11496023,19.25,49.39697203,6.64,17.03874775,2.57,6.59481653,3.77,9.67410829,0,0,0.01,0.02566076,8.37,21.47806005,11.31,29.02232487,17.3,44.39312292,5.99,15.37079805,12.91,33.12804722,13.3,34.12881704,0.01,0.02566076,0.37,0.94944829,0,0,6.3,16.17043121,7.13,18.30082136,5.30762883,3.17723869,1697335.7589052,5850.57654796786
195,195,007409,3,110010074093,195,38.51,38.47,14.04,36.49597089,9.91,25.76033273,4.79,12.45126072,14.36,37.32778789,5.62,14.60878607,1.94,5.04289056,2.01,5.22485053,0.04,0.10652498,0.16,0.4159085,14.04,36.49597089,9.77,25.39641279,13.33,34.65037692,3.56,9.25396413,10.4,27.03405251,11.1,28.8536522,0.11,0.28593709,0.59,1.53366259,0.04,0.11,12.18,31.63636364,13.93,36.18181818,4.85960725,0.3141527,1677343.79709785,6648.77574776496
196,196,007502,1,110010075021,196,66.65,66.65,17.98,26.97674419,14.46,21.69542386,11.9,17.85446362,34.18,51.28282071,12.94,19.41485371,4.79,7.1867967,4.55,6.82670668,0,0,0.03,0.04501125,17.98,26.97674419,14.4,21.60540135,23.4,35.10877719,9,13.50337584,24.84,37.26931733,25.27,37.91447862,0.03,0.04501125,0.39,0.58514629,0,0,16.74,25.11627907,18,27.00675169,1.86046512,-0.0300075,2903378.8319232,8372.12539193773
197,197,007502,2,110010075022,197,85.5,85.5,29.61,34.63157895,15.02,17.56725146,12.01,14.04678363,40.85,47.77777778,17.78,20.79532164,3.05,3.56725146,8.01,9.36842105,0,0,0.02,0.02339181,29.61,34.63157895,14.9,17.42690058,24,28.07017544,9.1,10.64327485,29.79,34.84210526,31.88,37.28654971,0,0,2.1,2.45614035,0,0,26.25,30.70175439,29.87,34.93567251,3.92982456,-0.30409357,3724240.41639432,11353.3310996981
198,198,007503,1,110010075031,198,68.83,68.83,16.49,23.95757664,7.78,11.30321081,14.95,21.72018015,44.44,64.56486997,20.03,29.10068284,3.92,5.69519105,5.54,8.04881592,0,0,0.11,0.15981403,16.49,23.95757664,6.73,9.77771321,15.57,22.62095017,8.84,12.84323696,34.97,50.80633445,36.76,53.40694465,0.11,0.15981403,1.68,2.44079616,0,0,14.02,20.36902513,13.63,19.80241174,3.5885515,4.1551649,2997996.81961784,8427.361620392
199,199,007503,2,110010075032,199,54.67,54.67,23.34,42.69251875,10.42,19.05981343,7.48,13.68209256,20.74,37.93671118,8.46,15.47466618,2.17,3.96927017,2.63,4.81068228,0,0,0.17,0.31095665,23.34,42.69251875,7.85,14.35888056,12.28,22.462045,4.43,8.10316444,15.39,28.15072252,19.05,34.84543625,0.17,0.31095665,3.49,6.38375709,0,0,20.4,37.32162459,20.96,38.34613977,5.37089416,4.34637898,2381324.12794067,6277.60891174631
200,200,007504,1,110010075041,200,196.83,196.83,124.8,63.40496875,28.67,14.56586902,14.12,7.1737032,43.15,21.92247117,18.56,9.42945689,3.78,1.92043896,6.68,3.3937916,0,0,0.22,0.11177158,124.8,63.40496875,23.37,11.87319006,32.97,16.75049535,9.6,4.87730529,32.68,16.60316009,39.07,19.84961642,0.1,0.05080526,6.28,3.19057054,0,0,122.16,62.0605568,119.81,60.86669376,1.34441196,2.53827499,8573863.98379297,14447.8067335202
201,201,007601,1,110010076011,201,28.45,28.45,6.65,23.37434095,4.06,14.27065026,5.71,20.07029877,17.73,62.3198594,7.4,26.01054482,1.6,5.62390158,3.02,10.61511424,0,0,0,0,6.65,23.37434095,3.75,13.18101933,7.94,27.9086116,4.19,14.72759227,13.05,45.86994728,13.86,48.71704745,0,0,0.81,2.84710018,0,0,5.41,19.01581722,6.35,22.3198594,4.35852373,1.05448155,1239180.26985734,4733.52153537545
284,284,007601,3,110010076013,284,42.17,42.17,14.12,33.48351909,7.91,18.75741048,8.15,19.32653545,20.14,47.75907043,6.59,15.62722314,1.65,3.91273417,3.75,8.89257766,0,0,0,0,14.12,33.48351909,7.81,18.52027508,13.11,31.08845151,5.3,12.56817643,14.74,34.9537586,14.94,35.4280294,0,0,0.2,0.47427081,0,0,11.69,27.72112876,11.5,27.2705715,5.76239032,6.21294759,1837053.96444697,5515.90121290623
