OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,GID,TOTAL_AC,LAND_AC,T_CAN_AC,T_CAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_IA_AC,UN_IA_PCT,TO_UN_AC,TO_UN_PCT,UN_SL_AC,UN_SL_PCT,UN_OT_AC,UN_OT_PCT,WATER_AC,WATER_PCT,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,SHAPEAREA,SHAPELEN
1881,11,001,005301,2004,110010053012004,1881,5.62,5.62,1.12,19.92882562,0.19,3.38078292,2.07,36.83274021,4.31,76.69039146,1.08,19.21708185,0.29,5.16014235,0.88,15.65836299,0,0,0,0,1.12,19.92882562,0.19,3.38078292,1.35,24.02135231,1.16,20.6405694,3.15,56.04982206,3.15,56.04982206,0,0,0,0,0,0,0.77,13.70106762,1.32,23.48754448,6.22775801,-3.55871886,244932.06443189,2351.3729008462
1882,11,001,001200,4008,110010012004008,1882,0.12,0.12,0,0,0,0,0,0,0.11,91.66666667,0.1,83.33333333,0.01,8.33333333,0,0,0,0,0,0,0,0,0,0,0.01,8.33333333,0.01,8.33333333,0.07,58.33333333,0.1,83.33333333,0,0,0.04,33.33333333,0,0,0.02,16.66666667,0.01,8.33333333,-16.66666667,-8.33333333,5214.90921562426,315.515549031182
1883,11,001,011100,3028,110010111003028,1883,22.94,22.94,11.97,52.17959895,9.98,43.50479512,0,0,0.89,3.87968614,0.8,3.48735833,0,0,0.08,0.34873583,0,0,0.1,0.43591979,11.97,52.17959895,9.98,43.50479512,10.06,43.85353095,0.08,0.34873583,0.8,3.48735833,0.9,3.92327812,0.1,0.43591979,0,0,0,0,9.87,43.02528335,9.72,42.37140366,9.15431561,9.80819529,999186.587646702,3892.85695060367
1884,11,001,009700,1016,110010097001016,1884,5.68,5.68,1.3,22.88732394,1.38,24.29577465,0.89,15.66901408,3,52.81690141,1.38,24.29577465,0.28,4.92957746,0.44,7.74647887,0,0,0,0,1.3,22.88732394,1.34,23.5915493,2.07,36.44366197,0.72,12.67605634,2.28,40.14084507,2.32,40.84507042,0,0,0.04,0.70422535,0,0,0.65,11.44366197,1,17.6056338,11.44366197,5.28169014,247351.030883579,2064.50492929448
1885,11,001,009601,1018,110010096011018,1885,6.64,6.64,3.15,47.43975904,1.28,19.27710843,0.86,12.95180723,2.21,33.28313253,0.61,9.18674699,0.06,0.90361446,0.68,10.24096386,0,0,0,0,3.15,47.43975904,1.27,19.12650602,2,30.12048193,0.73,10.9939759,1.48,22.28915663,1.48,22.28915663,0,0,0.01,0.15060241,0,0,2.62,39.45783133,3.02,45.48192771,7.98192771,1.95783133,289278.082157049,2326.75400537547
1886,11,001,010600,2005,110010106002005,1886,7.36,7.36,1.4,19.02173913,1.41,19.1576087,2.3,31.25,4.55,61.82065217,1.06,14.40217391,0.86,11.68478261,0.33,4.48369565,0,0,0,0,1.4,19.02173913,1.41,19.1576087,2.6,35.32608696,1.19,16.16847826,3.36,45.65217391,3.36,45.65217391,0,0,0,0,0,0,0.03,0.4076087,1.15,15.625,18.61413043,3.39673913,320483.918573833,2339.87381243341
1887,11,001,007709,1000,110010077091000,1887,6.04,6.04,5.13,84.93377483,0.31,5.13245033,0.16,2.64900662,0.6,9.93377483,0.33,5.46357616,0.04,0.66225166,0.07,1.1589404,0,0,0,0,5.13,84.93377483,0.31,5.13245033,0.42,6.95364238,0.12,1.98675497,0.49,8.11258278,0.49,8.11258278,0,0,0,0,0,0,4.9,81.12582781,5.02,83.11258278,3.80794702,1.82119205,263116.093135295,2205.58563195876
1888,11,001,000300,2004,110010003002004,1888,10.16,10.16,3.9,38.38582677,2.49,24.50787402,1.97,19.38976378,3.74,36.81102362,0.94,9.2519685,0.54,5.31496063,0.28,2.75590551,0,0,0.02,0.19685039,3.9,38.38582677,2.49,24.50787402,3.31,32.57874016,0.83,8.16929134,2.92,28.74015748,2.94,28.93700787,0.02,0.19685039,0,0,0,0,3.29,32.4137931,3.05,30.04926108,5.97203367,8.33656569,442325.702080226,2836.06434558566
1889,11,001,006202,1116,110010062021116,1889,0.95,0.95,0.2,21.05263158,0,0,0,0,0.74,77.89473684,0.64,67.36842105,0.1,10.52631579,0,0,0,0,0,0,0.2,21.05263158,0,0,0.05,5.26315789,0.05,5.26315789,0.4,42.10526316,0.69,72.63157895,0,0,0.29,30.52631579,0,0,0.13,13.68421053,0.33,34.73684211,7.36842105,-13.68421053,41260.8905635417,846.806734928608
1890,11,001,001401,1010,110010014011010,1890,5.7,5.7,3.51,61.57894737,0.74,12.98245614,0.76,13.33333333,1.45,25.43859649,0.41,7.19298246,0.05,0.87719298,0.22,3.85964912,0,0,0,0,3.51,61.57894737,0.74,12.98245614,1.01,17.71929825,0.27,4.73684211,1.17,20.52631579,1.18,20.70175439,0,0,0,0,0,0,2.92,51.22807018,2.59,45.43859649,10.35087719,16.14035088,248366.12532594,2176.083352195
1891,11,001,002502,2003,110010025022003,1891,0.55,0.55,0.15,27.27272727,0.11,20,0,0,0.29,52.72727273,0.23,41.81818182,0.05,9.09090909,0.02,3.63636364,0,0,0,0,0.15,27.27272727,0.01,1.81818182,0.07,12.72727273,0.05,9.09090909,0.23,41.81818182,0.34,61.81818182,0,0,0.11,20,0,0,0.09,16.36363636,0.1,18.18181818,10.90909091,9.09090909,24070.9687925009,782.881392442771
1892,11,001,003800,2004,110010038002004,1892,9.43,9.43,1.73,18.3457052,0.68,7.21102863,2.09,22.16330859,7.02,74.44326617,1.25,13.25556734,0.89,9.43796394,2.79,29.5864263,0,0,0,0,1.73,18.3457052,0.45,4.77200424,2.08,22.05726405,1.63,17.28525981,3.33,35.31283139,5.63,59.70307529,0,0,2.29,24.28419936,0,0,1.61,17.07317073,1.68,17.8154825,1.27253446,0.53022269,410652.56053378,3054.64281344932
1893,11,001,005002,4000,110010050024000,1893,2.58,2.58,0.31,12.01550388,0.07,2.71317829,0.96,37.20930233,2.21,85.65891473,0.81,31.39534884,0.24,9.30232558,0.21,8.13953488,0,0,0,0,0.31,12.01550388,0.07,2.71317829,0.51,19.76744186,0.44,17.05426357,1.77,68.60465116,1.77,68.60465116,0,0,0,0,0,0,0.17,6.58914729,0.35,13.56589147,5.42635659,-1.5503876,112453.411621454,1642.07933715657
1894,11,001,009807,1007,110010098071007,1894,6.14,6.14,2.81,45.76547231,1.34,21.82410423,0.64,10.42345277,1.98,32.247557,0.73,11.88925081,0.23,3.74592834,0.39,6.35179153,0,0,0,0,2.81,45.76547231,1.34,21.82410423,1.96,31.9218241,0.62,10.09771987,1.36,22.14983713,1.36,22.14983713,0,0,0,0,0,0,1.89,30.78175896,2.84,46.25407166,14.98371336,-0.48859935,267279.482073045,2407.62605219913
1895,11,001,005600,2023,110010056002023,1895,0.17,0.17,0,0,0,0,0,0,0.17,100,0.17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,88.23529412,0.17,100,0,0,0.02,11.76470588,0,0,0,0,0,0,0,0,7379.83602630191,486.101146675737
1896,11,001,001702,1021,110010017021021,1896,2.58,2.58,0.94,36.43410853,0.46,17.82945736,0.55,21.31782946,1.18,45.73643411,0.44,17.05426357,0.06,2.3255814,0.13,5.03875969,0,0,0,0,0.94,36.43410853,0.46,17.82945736,0.65,25.19379845,0.19,7.36434109,0.99,38.37209302,0.99,38.37209302,0,0,0,0,0,0,0.61,23.64341085,0.82,31.78294574,12.79069767,4.65116279,112209.110243057,1499.03711190716
1897,11,001,007901,3000,110010079013000,1897,1.91,1.91,0.43,22.51308901,0.23,12.04188482,0.63,32.98429319,1.26,65.96858639,0.35,18.32460733,0.07,3.66492147,0.21,10.9947644,0,0,0,0,0.43,22.51308901,0.23,12.04188482,0.51,26.70157068,0.28,14.65968586,0.98,51.30890052,0.98,51.30890052,0,0,0,0,0,0,0.22,11.45833333,0.32,16.66666667,11.05475567,5.84642234,83389.3373106013,1244.37653048754
1898,11,001,006700,1001,110010067001001,1898,7.21,7.21,2.28,31.62274619,0.66,9.15395284,2.18,30.23578363,4.21,58.39112344,0.92,12.76005548,0.41,5.68654646,0.69,9.57004161,0,0,0.07,0.97087379,2.28,31.62274619,0.66,9.15395284,1.76,24.41054092,1.11,15.39528433,3.1,42.99583911,3.17,43.9667129,0.07,0.97087379,0,0,0,0,1.7,23.57836338,2.27,31.48404993,8.0443828,0.13869626,314117.850720836,2339.68940864588
1899,11,001,007806,2008,110010078062008,1899,4.15,4.15,0.89,21.44578313,1.26,30.36144578,0.58,13.97590361,2,48.19277108,0.76,18.31325301,0.17,4.09638554,0.49,11.80722892,0,0,0,0,0.89,21.44578313,1.26,30.36144578,1.92,46.26506024,0.66,15.90361446,1.34,32.28915663,1.34,32.28915663,0,0,0,0,0,0,0.71,17.10843373,0.85,20.48192771,4.3373494,0.96385542,180788.058277508,1718.4002601284
1900,11,001,006202,1127,110010062021127,1900,0.36,0.36,0.07,19.44444444,0.11,30.55555556,0,0,0.17,47.22222222,0.13,36.11111111,0.04,11.11111111,0.01,2.77777778,0,0,0.01,2.77777778,0.07,19.44444444,0.11,30.55555556,0.16,44.44444444,0.05,13.88888889,0.13,36.11111111,0.13,36.11111111,0.01,2.77777778,0,0,0,0,0,0,0.04,11.11111111,19.44444444,8.33333333,15779.5256548526,576.339092484706
1901,11,001,007806,2013,110010078062013,1901,5.35,5.35,1.88,35.14018692,0.66,12.3364486,0.6,11.21495327,2.81,52.52336449,1.45,27.10280374,0.22,4.11214953,0.54,10.09345794,0,0,0,0,1.88,35.14018692,0.66,12.3364486,1.42,26.54205607,0.76,14.20560748,2.05,38.31775701,2.05,38.31775701,0,0,0,0,0,0,1.45,27.10280374,1.94,36.26168224,8.03738318,-1.12149533,232921.536307801,2190.91749211288
1902,11,001,002002,1011,110010020021011,1902,2.82,2.82,0.74,26.24113475,0.57,20.21276596,0.57,20.21276596,1.5,53.19148936,0.49,17.37588652,0.11,3.90070922,0.33,11.70212766,0,0,0,0,0.74,26.24113475,0.57,20.21276596,1.01,35.81560284,0.44,15.60283688,1.06,37.58865248,1.06,37.58865248,0,0,0,0,0,0,0.74,26.24113475,0.89,31.56028369,0,-5.31914894,122836.818275082,1459.38243622618
1903,11,001,010700,1030,110010107001030,1903,6.03,6.03,0.16,2.65339967,0,0,3.42,56.71641791,5.87,97.34660033,1.68,27.86069652,0.71,11.77446103,0.06,0.99502488,0,0,0,0,0.16,2.65339967,0,0,0.77,12.7694859,0.77,12.7694859,5.1,84.57711443,5.1,84.57711443,0,0,0,0,0,0,0.23,3.81426202,0.21,3.48258706,-1.16086235,-0.8291874,262491.486166806,2103.92623787484
1904,11,001,005800,1031,110010058001031,1904,2.41,2.41,0,0,0,0,1.28,53.1120332,2.41,100,0.73,30.29045643,0.4,16.59751037,0,0,0,0,0,0,0,0,0,0,0.4,16.59751037,0.4,16.59751037,2.02,83.81742739,2.02,83.81742739,0,0,0,0,0,0,0,0,0.01,0.41493776,0,-0.41493776,104951.511109758,1301.47649755
1905,11,001,000600,3008,110010006003008,1905,2.96,2.96,0.62,20.94594595,0.47,15.87837838,0.89,30.06756757,1.87,63.17567568,0.48,16.21621622,0.35,11.82432432,0.15,5.06756757,0,0,0,0,0.62,20.94594595,0.47,15.87837838,0.97,32.77027027,0.5,16.89189189,1.37,46.28378378,1.37,46.28378378,0,0,0,0,0,0,0.6,20.33898305,0.45,15.25423729,0.6069629,5.69170866,128636.32935152,1512.45979107874
1906,11,001,001901,2000,110010019012000,1906,3.58,3.58,0.64,17.87709497,0.75,20.94972067,0.91,25.41899441,2.2,61.45251397,0.59,16.48044693,0.16,4.46927374,0.54,15.08379888,0,0,0,0,0.64,17.87709497,0.75,20.94972067,1.45,40.5027933,0.7,19.55307263,1.5,41.89944134,1.5,41.89944134,0,0,0,0,0,0,0.7,19.55307263,0.87,24.30167598,-1.67597765,-6.42458101,156122.887232943,1879.8149540062
1907,11,001,000801,4002,110010008014002,1907,6.17,6.17,3.55,57.53646677,1.07,17.34197731,0.73,11.83144246,1.55,25.12155592,0.59,9.5623987,0.02,0.32414911,0.21,3.40356564,0,0,0,0,3.55,57.53646677,1.06,17.17990276,1.27,20.5834684,0.21,3.40356564,1.32,21.39384117,1.35,21.88006483,0,0,0.03,0.48622366,0,0,3.14,50.89141005,2.62,42.46353323,6.64505673,15.07293355,268687.35904364,2159.99789189088
1908,11,001,011000,2008,110010110002008,1908,3.95,3.95,1.54,38.98734177,0.68,17.21518987,0.81,20.50632911,1.73,43.79746835,0.62,15.69620253,0.19,4.81012658,0.11,2.78481013,0,0,0,0,1.54,38.98734177,0.68,17.21518987,0.98,24.81012658,0.3,7.59493671,1.43,36.20253165,1.43,36.20253165,0,0,0,0,0,0,0.86,21.7721519,1.63,41.26582278,17.21518987,-2.27848101,172324.882444171,2246.81189491032
1909,11,001,007703,4003,110010077034003,1909,11.43,11.43,4.17,36.48293963,1.13,9.88626422,1.92,16.79790026,6.07,53.10586177,2.56,22.39720035,0.62,5.42432196,0.96,8.39895013,0,0,0.06,0.52493438,4.17,36.48293963,1.13,9.88626422,2.71,23.70953631,1.59,13.91076115,4.48,39.19510061,4.54,39.720035,0.06,0.52493438,0,0,0,0,2.91,25.43706294,4.07,35.57692308,11.0458767,0.90601656,498037.563198903,3458.36498829045
1910,11,001,010500,2025,110010105002025,1910,0.63,0.63,0,0,0,0,0,0,0.63,100,0.62,98.41269841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,98.41269841,0.62,98.41269841,0,0,0,0,0,0,0,0,0,0,0,0,27305.7953269772,1545.18463097298
1911,11,001,007803,2006,110010078032006,1911,5.01,5.01,2.17,43.31337325,0.93,18.56287425,0.72,14.37125749,1.91,38.1237525,0.64,12.7744511,0.1,1.99600798,0.44,8.78243513,0,0,0,0,2.17,43.31337325,0.93,18.56287425,1.48,29.54091816,0.54,10.77844311,1.36,27.14570858,1.36,27.14570858,0,0,0,0,0,0,1.74,34.73053892,2.14,42.71457086,8.58283433,0.5988024,218381.972000757,2200.73900596193
1912,11,001,009604,1001,110010096041001,1912,5.25,5.25,0.7,13.33333333,0.91,17.33333333,1.33,25.33333333,3.65,69.52380952,1.15,21.9047619,0.15,2.85714286,1.02,19.42857143,0,0,0,0,0.7,13.33333333,0.91,17.33333333,2.08,39.61904762,1.17,22.28571429,2.48,47.23809524,2.48,47.23809524,0,0,0,0,0,0,0.83,15.80952381,0.73,13.9047619,-2.47619048,-0.57142857,228842.205391435,2270.01197134293
1913,11,001,006202,1220,110010062021220,1913,1.4,1.4,0.19,13.57142857,0,0,0,0,1.22,87.14285714,1.19,85,0.01,0.71428571,0.02,1.42857143,0,0,0,0,0.19,13.57142857,0,0,0.03,2.14285714,0.03,2.14285714,1.19,85,1.19,85,0,0,0,0,0,0,0.05,3.57142857,0.12,8.57142857,10,5,61185.7266769391,1976.74066208781
1914,11,001,003500,1006,110010035001006,1914,7.06,7.06,1.54,21.81303116,0.8,11.33144476,1.91,27.05382436,4.72,66.85552408,1.28,18.13031161,0.25,3.54107649,1.27,17.98866856,0,0,0,0,1.54,21.81303116,0.8,11.33144476,2.33,33.00283286,1.52,21.52974504,3.19,45.18413598,3.19,45.18413598,0,0,0,0,0,0,1.24,17.56373938,1.32,18.69688385,4.24929178,3.11614731,307545.818231366,2428.27107593185
1915,11,001,001100,1006,110010011001006,1915,5.17,5.17,2.86,55.31914894,0.61,11.79883946,1.06,20.50290135,1.7,32.88201161,0.37,7.15667311,0.04,0.77369439,0.23,4.44874275,0,0,0,0,2.86,55.31914894,0.61,11.79883946,0.88,17.0212766,0.27,5.22243714,1.43,27.65957447,1.43,27.65957447,0,0,0,0,0,0,2.33,45.06769826,2.71,52.41779497,10.25145068,2.90135397,225204.202201014,2073.58334277062
1916,11,001,009505,3000,110010095053000,1916,0.15,0.15,0,0,0,0,0,0,0.15,100,0.14,93.33333333,0.01,6.66666667,0,0,0,0,0,0,0,0,0,0,0.01,6.66666667,0.01,6.66666667,0.14,93.33333333,0.14,93.33333333,0,0,0,0,0,0,0,0,0.01,6.66666667,0,-6.66666667,6590.91342962595,341.493159390175
1917,11,001,007601,5019,110010076015019,1917,4.4,4.4,1.22,27.72727273,0.56,12.72727273,1.2,27.27272727,2.62,59.54545455,0.71,16.13636364,0.14,3.18181818,0.56,12.72727273,0,0,0,0,1.22,27.72727273,0.56,12.72727273,1.27,28.86363636,0.7,15.90909091,1.92,43.63636364,1.92,43.63636364,0,0,0,0,0,0,0.81,18.36734694,0.91,20.63492063,9.35992579,7.09235209,192044.913343964,2095.28644340536
1918,11,001,009505,1002,110010095051002,1918,2.31,2.31,0.74,32.03463203,0.67,29.004329,0.25,10.82251082,0.91,39.39393939,0.48,20.77922078,0.09,3.8961039,0.09,3.8961039,0,0,0,0,0.74,32.03463203,0.67,29.004329,0.84,36.36363636,0.18,7.79220779,0.73,31.6017316,0.73,31.6017316,0,0,0,0,0,0,0.86,37.22943723,0.83,35.93073593,-5.19480519,-3.8961039,100733.459384152,1466.65745688666
1919,11,001,009504,1000,110010095041000,1919,4.02,4.02,1.98,49.25373134,0.72,17.91044776,0.5,12.43781095,1.32,32.8358209,0.56,13.93034826,0.06,1.49253731,0.21,5.2238806,0,0,0,0,1.98,49.25373134,0.72,17.91044776,0.99,24.62686567,0.27,6.71641791,1.05,26.11940299,1.05,26.11940299,0,0,0,0,0,0,1.48,36.8159204,1.82,45.27363184,12.43781095,3.9800995,175051.536971934,1731.93434159564
1920,11,001,007601,5010,110010076015010,1920,1.68,1.68,0.09,5.35714286,0.59,35.11904762,0,0,0.99,58.92857143,0.91,54.16666667,0.04,2.38095238,0.04,2.38095238,0,0,0,0,0.09,5.35714286,0.59,35.11904762,0.67,39.88095238,0.08,4.76190476,0.91,54.16666667,0.91,54.16666667,0,0,0,0,0,0,0.02,1.19047619,0.06,3.57142857,4.16666667,1.78571429,73119.5059187617,1556.92991634219
1921,11,001,001402,2003,110010014022003,1921,6.09,6.09,4.08,66.99507389,0.83,13.62889984,0.57,9.35960591,1.18,19.37602627,0.44,7.22495895,0.03,0.49261084,0.14,2.29885057,0,0,0,0,4.08,66.99507389,0.83,13.62889984,1,16.42036125,0.17,2.79146141,1.01,16.58456486,1.01,16.58456486,0,0,0,0,0,0,3.54,58.12807882,2.55,41.87192118,8.86699507,25.12315271,265343.358784282,2284.33333741015
1922,11,001,004400,2010,110010044002010,1922,5.43,5.43,0.85,15.65377532,0.27,4.97237569,1.76,32.41252302,4.3,79.18968692,1.45,26.70349908,0.25,4.60405157,0.84,15.46961326,0,0,0,0,0.85,15.65377532,0.27,4.97237569,1.35,24.86187845,1.08,19.88950276,3.21,59.1160221,3.22,59.30018416,0,0,0.01,0.18416206,0,0,0.64,11.76470588,0.98,18.01470588,3.88906944,-2.36093056,236529.610303946,1956.3399501832
1923,11,001,007401,1007,110010074011007,1923,0.85,0.85,0,0,0.01,1.17647059,0,0,0.84,98.82352941,0.77,90.58823529,0.01,1.17647059,0.05,5.88235294,0,0,0,0,0,0,0.01,1.17647059,0.08,9.41176471,0.07,8.23529412,0.77,90.58823529,0.77,90.58823529,0,0,0,0,0,0,0.05,5.88235294,0,0,-5.88235294,0,37042.0785620888,1112.76710083083
1924,11,001,006202,1232,110010062021232,1924,3.71,3.71,1.1,29.64959569,1.65,44.47439353,0,0,0.91,24.52830189,0.78,21.02425876,0,0,0.13,3.50404313,0,0,0.05,1.34770889,1.1,29.64959569,1.65,44.47439353,1.78,47.97843666,0.13,3.50404313,0.78,21.02425876,0.83,22.37196766,0.05,1.34770889,0,0,0,0,0.61,16.44204852,0.89,23.98921833,13.20754717,5.66037736,161557.916761696,3085.17196291209
1925,11,001,000901,1000,110010009011000,1925,3.26,3.26,1.93,59.20245399,0.49,15.03067485,0.4,12.26993865,0.84,25.76687117,0.28,8.58895706,0.06,1.8404908,0.11,3.37423313,0,0,0,0,1.93,59.20245399,0.49,15.03067485,0.63,19.32515337,0.14,4.29447853,0.68,20.85889571,0.7,21.47239264,0,0,0.02,0.61349693,0,0,2.19,67.17791411,1.58,48.46625767,-7.97546012,10.73619632,141768.346114246,1592.62787030795
1926,11,001,010900,2043,110010109002043,1926,6.38,5.92,5.03,84.96621622,0.08,1.35135135,0,0,0.8,13.51351351,0.71,11.99324324,0,0,0.09,1.52027027,0.46,7.21589589,0,0,5.03,84.96621622,0.08,1.35135135,0.17,2.87162162,0.09,1.52027027,0.71,11.99324324,0.71,11.99324324,0,0,0,0,0.46,7.22,5.4,87.52025932,4.92,77.48031496,-2.5540431,7.48590126,277810.291813031,3270.43096205293
1927,11,001,007404,2000,110010074042000,1927,2.57,2.57,0.17,6.61478599,0.69,26.84824903,0.5,19.45525292,1.71,66.53696498,0.68,26.45914397,0.12,4.6692607,0.41,15.95330739,0,0,0,0,0.17,6.61478599,0.69,26.84824903,1.22,47.47081712,0.53,20.62256809,1.18,45.91439689,1.18,45.91439689,0,0,0,0,0,0,0.3,11.62790698,0.09,3.48837209,-5.01312098,3.1264139,112276.063237645,1361.48236568435
1928,11,001,006600,1021,110010066001021,1928,4.23,4.23,0.81,19.14893617,0.09,2.12765957,1.53,36.17021277,3.33,78.72340426,1.12,26.47754137,0.47,11.11111111,0.21,4.96453901,0,0,0,0,0.81,19.14893617,0.09,2.12765957,0.78,18.43971631,0.69,16.31205674,2.65,62.64775414,2.65,62.64775414,0,0,0,0,0,0,0.66,15.56603774,1.01,23.82075472,3.58289843,-4.67181855,184449.839589545,1941.57347936981
1929,11,001,008002,1005,110010080021005,1929,3.67,3.67,1.17,31.88010899,0.33,8.99182561,1,27.2479564,2.17,59.1280654,0.63,17.16621253,0.08,2.17983651,0.46,12.53405995,0,0,0,0,1.17,31.88010899,0.33,8.99182561,0.87,23.70572207,0.54,14.71389646,1.63,44.41416894,1.63,44.41416894,0,0,0,0,0,0,0.6,16.34877384,0.88,23.97820163,15.53133515,7.90190736,159801.103517749,1601.21675367891
1755,11,001,000801,3031,110010008013031,1755,15.73,15.73,13.22,84.0432295,0.88,5.59440559,0.66,4.1958042,1.63,10.36236491,0.67,4.25937699,0.05,0.31786395,0.25,1.58931977,0,0,0,0,13.22,84.0432295,0.86,5.46726001,1.11,7.05657978,0.25,1.58931977,1.33,8.45518118,1.4,8.90019072,0,0,0.07,0.44500954,0,0,13.01,82.70820089,11.35,72.15511761,1.33502861,11.88811189,685048.408772764,3588.07700732063
1756,11,001,001804,2014,110010018042014,1756,1.55,1.55,0.11,7.09677419,0.14,9.03225806,0.48,30.96774194,1.3,83.87096774,0.46,29.67741935,0.11,7.09677419,0.24,15.48387097,0,0,0,0,0.11,7.09677419,0.14,9.03225806,0.5,32.25806452,0.36,23.22580645,0.94,60.64516129,0.94,60.64516129,0,0,0,0,0,0,0.15,9.67741935,0.18,11.61290323,-2.58064516,-4.51612903,67683.3512194349,1125.43466777387
1757,11,001,000902,2039,110010009022039,1757,2.24,2.24,1.25,55.80357143,0.3,13.39285714,0.33,14.73214286,0.69,30.80357143,0.25,11.16071429,0.02,0.89285714,0.09,4.01785714,0,0,0,0,1.25,55.80357143,0.29,12.94642857,0.38,16.96428571,0.08,3.57142857,0.58,25.89285714,0.61,27.23214286,0,0,0.03,1.33928571,0,0,1.38,61.60714286,0.96,42.85714286,-5.80357143,12.94642857,97574.9620052674,1439.8280163797
1758,11,001,007100,2002,110010071002002,1758,0.89,0.89,0.26,29.21348315,0,0,0,0,0.63,70.78651685,0.59,66.29213483,0.04,4.49438202,0,0,0,0,0,0,0.26,29.21348315,0,0,0.04,4.49438202,0.04,4.49438202,0.43,48.31460674,0.6,67.41573034,0,0,0.17,19.1011236,0,0,0.11,12.35955056,0.17,19.1011236,16.85393258,10.11235955,38691.6775537593,815.405899758468
1759,11,001,004100,3004,110010041003004,1759,1.31,1.31,0.51,38.93129771,0.52,39.69465649,0,0,0.28,21.3740458,0.26,19.84732824,0,0,0.02,1.52671756,0,0,0,0,0.51,38.93129771,0.52,39.69465649,0.54,41.22137405,0.02,1.52671756,0.26,19.84732824,0.26,19.84732824,0,0,0,0,0,0,0.71,54.19847328,0.67,51.14503817,-15.26717557,-12.21374046,57063.6061706532,1811.28179066433
1760,11,001,000902,2000,110010009022000,1760,3.45,3.45,0.88,25.50724638,1.3,37.68115942,0.14,4.05797101,1.27,36.8115942,0.59,17.10144928,0.04,1.15942029,0.5,14.49275362,0,0,0,0,0.88,25.50724638,1.3,37.68115942,1.84,53.33333333,0.54,15.65217391,0.73,21.15942029,0.73,21.15942029,0,0,0,0,0,0,0.8,30.76923077,0.67,19.47674419,-5.26198439,6.03050219,150031.939311671,1750.74144407617
1761,11,001,008903,1004,110010089031004,1761,1.72,1.72,0.18,10.46511628,0.08,4.65116279,0.36,20.93023256,1.41,81.97674419,0.67,38.95348837,0.13,7.55813953,0.26,15.11627907,0,0,0.05,2.90697674,0.18,10.46511628,0.08,4.65116279,0.47,27.3255814,0.38,22.09302326,1.03,59.88372093,1.08,62.79069767,0.05,2.90697674,0,0,0,0,0.16,9.30232558,0.24,13.95348837,1.1627907,-3.48837209,75118.2777686909,1124.84013930882
1762,11,001,004801,1010,110010048011010,1762,1.51,1.51,0.41,27.15231788,0.05,3.31125828,0.24,15.89403974,1.05,69.53642384,0.59,39.07284768,0.06,3.97350993,0.15,9.93377483,0,0,0,0,0.41,27.15231788,0.05,3.31125828,0.27,17.8807947,0.22,14.56953642,0.84,55.62913907,0.84,55.62913907,0,0,0,0,0,0,0.32,21.19205298,0.43,28.47682119,5.9602649,-1.32450331,65704.5653026136,1053.77138194539
1763,11,001,002900,2010,110010029002010,1763,2.88,2.88,0.62,21.52777778,0.15,5.20833333,1.02,35.41666667,2.1,72.91666667,0.44,15.27777778,0.18,6.25,0.47,16.31944444,0,0,0,0,0.62,21.52777778,0.15,5.20833333,0.8,27.77777778,0.65,22.56944444,1.45,50.34722222,1.45,50.34722222,0,0,0,0,0,0,0.59,20.48611111,0.65,22.56944444,1.04166667,-1.04166667,125510.467371457,1470.13559198593
1764,11,001,001100,1001,110010011001001,1764,3.67,3.67,1.92,52.31607629,0.33,8.99182561,0.71,19.34604905,1.43,38.96457766,0.35,9.53678474,0.17,4.63215259,0.19,5.17711172,0,0,0,0,1.92,52.31607629,0.32,8.71934605,0.66,17.98365123,0.34,9.26430518,1.06,28.88283379,1.09,29.70027248,0,0,0.03,0.81743869,0,0,1.37,37.32970027,1.83,49.86376022,14.98637602,2.45231608,159875.983604704,2039.26447963544
1765,11,001,007100,2006,110010071002006,1765,4.2,4.2,1.08,25.71428571,0.21,5,0.93,22.14285714,2.88,68.57142857,1.3,30.95238095,0.27,6.42857143,0.37,8.80952381,0,0,0.03,0.71428571,1.08,25.71428571,0.21,5,0.84,20,0.63,15,2.15,51.19047619,2.28,54.28571429,0.03,0.71428571,0.1,2.38095238,0,0,1.07,25.47619048,0.93,22.14285714,0.23809524,3.57142857,183012.912018083,1774.90549340745
1766,11,001,009505,2021,110010095052021,1766,1.58,1.58,0.56,35.44303797,0.41,25.94936709,0.19,12.02531646,0.61,38.60759494,0.3,18.98734177,0.05,3.16455696,0.06,3.79746835,0,0,0,0,0.56,35.44303797,0.41,25.94936709,0.53,33.5443038,0.12,7.59493671,0.49,31.01265823,0.49,31.01265823,0,0,0,0,0,0,0.4,25.47770701,0.47,29.93630573,9.96533097,5.50673224,68505.6049650561,1107.0421842463
