OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,GID,TOTAL_AC,LAND_AC,T_CAN_AC,T_CAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_IA_AC,UN_IA_PCT,TO_UN_AC,TO_UN_PCT,UN_SL_AC,UN_SL_PCT,UN_OT_AC,UN_OT_PCT,WATER_AC,WATER_PCT,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,SHAPEAREA,SHAPELEN
1,11,001,000100,4034,110010001004034,1,0.11,0.08,0.08,100,0,0,0,0,0,0,0,0,0,0,0,0,0.03,27.11111111,0,0,0.08,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,27.11,0.01,100,0.05,100,0,0,4800.60370523867,648.498381948352
2,11,001,006202,1227,110010062021227,2,23.95,0.04,0.01,25,0,0,0,0,0.04,100,0.01,25,0,0,0.03,75,23.91,99.81946852,0,0,0.01,25,0,0,0.03,75,0.03,75,0.01,25,0.01,25,0,0,0,0,23.91,99.82,0,0,0,0,25,25,1043324.0544619,5185.51623150098
3,11,001,002600,2013,110010026002013,3,8.25,7.54,7.49,99.33687003,0.03,0.39787798,0,0,0.03,0.39787798,0.02,0.26525199,0,0,0,0,0.7,8.50515464,0,0,7.49,99.33687003,0.03,0.39787798,0.04,0.53050398,0.01,0.13262599,0.02,0.26525199,0.02,0.26525199,0,0,0,0,0.7,8.51,5.4,84.375,7.43,97.89196311,14.96187003,1.44490692,359080.030213641,6143.76816114811
4,11,001,000100,4046,110010001004046,4,11.91,0.24,0.13,54.16666667,0.01,4.16666667,0,0,0.1,41.66666667,0,0,0.04,16.66666667,0.07,29.16666667,11.67,97.99796685,0,0,0.13,54.16666667,0.01,4.16666667,0.11,45.83333333,0.1,41.66666667,0,0,0,0,0,0,0,0,11.67,97.99,0.04,100,0.14,100,-45.83333333,-45.83333333,518801.302932701,4075.08367838584
5,11,001,000100,4049,110010001004049,5,23.16,0.49,0.4,81.63265306,0.03,6.12244898,0,0,0.06,12.24489796,0,0,0.05,10.20408163,0.01,2.04081633,22.67,97.8718184,0,0,0.4,81.63265306,0.03,6.12244898,0.09,18.36734694,0.06,12.24489796,0,0,0,0,0,0,0,0,22.67,97.87,0.06,100,0.45,100,-18.36734694,-18.36734694,1009015.79446277,5869.58298532919
6,11,001,007808,3005,110010078083005,6,0.43,0.38,0.35,92.10526316,0,0,0,0,0.02,5.26315789,0.01,2.63157895,0.01,2.63157895,0,0,0.05,12.55760369,0,0,0.35,92.10526316,0,0,0.01,2.63157895,0.01,2.63157895,0.01,2.63157895,0.01,2.63157895,0,0,0,0,0.05,12.56,0.4,100,0.21,87.5,-7.89473684,4.60526316,18674.2207637841,2474.46398043905
7,11,001,002302,1011,110010023021011,7,9.93,8.52,4.61,54.10798122,3.26,38.2629108,0,0,0.65,7.62910798,0.61,7.15962441,0.02,0.23474178,0.02,0.23474178,1.41,14.22847188,0,0,4.61,54.10798122,3.26,38.2629108,3.29,38.61502347,0.04,0.46948357,0.62,7.27699531,0.62,7.27699531,0,0,0,0,1.41,14.23,4.69,55.70071259,5.61,65.15679443,-1.59273137,-11.0488132,432469.417292304,2608.33748168853
8,11,001,009604,1007,110010096041007,8,16.25,1.75,1.69,96.57142857,0.01,0.57142857,0,0,0.05,2.85714286,0.01,0.57142857,0,0,0.04,2.28571429,14.5,89.2322667,0,0,1.69,96.57142857,0.01,0.57142857,0.06,3.42857143,0.04,2.28571429,0.01,0.57142857,0.01,0.57142857,0,0,0,0,14.5,89.23,1.02,11.05092091,1.63,77.61904762,85.52050766,18.95238095,707782.160372885,5886.28444351534
9,11,001,010200,2032,110010102002032,9,0.88,0.01,0.01,100,0,0,0,0,0,0,0,0,0,0,0,0,0.87,98.54545455,0,0,0.01,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,98.55,0,0,0.01,100,100,0,38497.3231926927,1245.66139410857
10,11,001,011100,3024,110010111003024,10,26.32,26.31,12.02,45.68605093,7.22,27.44203725,1.63,6.19536298,6.88,26.14975295,3.12,11.85860889,0.81,3.07867731,1.32,5.01710376,0,0.00563391,0.18,0.68415051,12.02,45.68605093,7.22,27.44203725,9.36,35.57582668,2.13,8.09578107,4.75,18.05397187,4.93,18.73812239,0.18,0.68415051,0,0,0,0.01,9.05,34.62127008,9.81,37.28620296,11.06478085,8.39984797,1146222.60141719,4396.61753142471
11,11,001,000100,4020,110010001004020,11,0.5,0.15,0.12,80,0.01,6.66666667,0,0,0.02,13.33333333,0,0,0,0,0.01,6.66666667,0.36,71.09144543,0,0,0.12,80,0.01,6.66666667,0.02,13.33333333,0.02,13.33333333,0,0,0,0,0,0,0,0,0.36,71.09,0.13,92.85714286,0.17,85,-12.85714286,-5,21974.2982270987,1019.86045954006
12,11,001,002600,1015,110010026001015,12,1.26,0.72,0.69,95.83333333,0.01,1.38888889,0,0,0.03,4.16666667,0.01,1.38888889,0.01,1.38888889,0,0,0.55,43.09435437,0,0,0.69,95.83333333,0.01,1.38888889,0.02,2.77777778,0.01,1.38888889,0.01,1.38888889,0.01,1.38888889,0,0,0,0,0.55,43.09,0.38,100,0.71,100,-4.16666667,-4.16666667,55230.9937011164,2001.46106189864
23,11,001,009700,1011,110010097001011,23,4.48,4.48,1.13,25.22321429,1.01,22.54464286,0.69,15.40178571,2.35,52.45535714,1.09,24.33035714,0.18,4.01785714,0.38,8.48214286,0,0,0,0,1.13,25.22321429,1.01,22.54464286,1.57,35.04464286,0.56,12.5,1.78,39.73214286,1.78,39.73214286,0,0,0,0,0,0,0.25,5.60538117,0.55,12.27678571,19.61783312,12.94642857,195090.053279919,2043.8131018761
24,11,001,000802,1000,110010008021000,24,34.28,34.27,13.95,40.70615699,8.41,24.54041436,3.52,10.27137438,11.88,34.66588853,5.74,16.74934345,1.28,3.73504523,1.33,3.88094543,0.01,0.03243874,0.02,0.05836008,13.95,40.70615699,8.35,24.36533411,10.83,31.60198424,2.47,7.20747009,9.26,27.02071783,9.49,27.69185877,0.02,0.05836008,0.21,0.61278086,0.01,0.03,11.55,33.77192982,11.09,32.3606653,6.93422716,8.34549168,1492938.75850046,6604.14803477085
25,11,001,007703,2007,110010077032007,25,27.89,27.89,21.02,75.36751524,2.11,7.56543564,0.98,3.51380423,4.75,17.03119398,2.46,8.82036572,0.31,1.1115095,0.99,3.54965938,0,0,0.01,0.03585515,21.02,75.36751524,2.11,7.56543564,3.42,12.26245966,1.31,4.69702402,3.45,12.3700251,3.46,12.40588024,0.01,0.03585515,0,0,0,0,19.65,70.45536034,21.18,75.88677893,4.91215489,-0.51926369,1215430.80477968,5754.07957082735
26,11,001,007304,1010,110010073041010,26,0.16,0.09,0.07,77.77777778,0.01,11.11111111,0,0,0,0,0,0,0,0,0,0,0.07,43.95770393,0.01,11.11111111,0.07,77.77777778,0.01,11.11111111,0.01,11.11111111,0,0,0,0,0.01,11.11111111,0.01,11.11111111,0,0,0.07,43.96,0.08,100,0.13,100,-22.22222222,-22.22222222,7081.62399103967,677.626992902295
27,11,001,005600,2010,110010056002010,27,0.88,0.54,0.53,98.14814815,0,0,0,0,0.01,1.85185185,0,0,0.01,1.85185185,0,0,0.34,38.90603086,0,0,0.53,98.14814815,0,0,0.01,1.85185185,0.01,1.85185185,0,0,0,0,0,0,0,0,0.34,38.91,0.12,100,0.51,100,-1.85185185,-1.85185185,38449.8863070771,2604.59541619974
28,11,001,005600,1010,110010056001010,28,0.07,0.05,0.05,100,0,0,0,0,0,0,0,0,0,0,0,0,0.03,36.86006826,0,0,0.05,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,36.86,0.01,100,0.04,80,0,20,3115.34222402705,401.590311449004
29,11,001,001803,1013,110010018031013,29,3.18,2.97,2.91,97.97979798,0.02,0.67340067,0,0,0.03,1.01010101,0.02,0.67340067,0.01,0.33670034,0,0,0.21,6.49976675,0,0,2.91,97.97979798,0.02,0.67340067,0.04,1.34680135,0.01,0.33670034,0.02,0.67340067,0.02,0.67340067,0,0,0,0,0.21,6.5,2.31,97.46835443,2.89,97.63513514,0.51144355,0.34466284,138315.371510199,3973.57291722666
30,11,001,011000,2001,110010110002001,30,22.66,2.95,0.75,25.42372881,0.06,2.03389831,0.92,31.18644068,2.13,72.20338983,0.27,9.15254237,0.39,13.22033898,0.55,18.6440678,19.71,86.98269375,0,0,0.75,25.42372881,0.06,2.03389831,1,33.89830508,0.94,31.86440678,1.19,40.33898305,1.19,40.33898305,0,0,0,0,19.71,86.98,0.24,20.86956522,0.66,48.17518248,4.5541636,-22.75145367,987002.439474653,5049.43382771166
31,11,001,000801,4008,110010008014008,31,42.77,41.62,34.64,83.22921672,3.61,8.67371456,0.05,0.12013455,3.03,7.28015377,2.06,4.94954349,0.82,1.97020663,0.1,0.2402691,1.15,2.67810712,0.34,0.81691494,34.64,83.22921672,3.61,8.67371456,4.53,10.88419029,0.92,2.21047573,2.11,5.06967804,2.45,5.88659298,0.34,0.81691494,0,0,1.15,2.68,35.85,85.01304245,30.57,72.99426934,-1.78382572,10.23494738,1862476.40582605,14148.3751104733
32,11,001,011100,3025,110010111003025,32,4.83,4.55,2.38,52.30769231,1.54,33.84615385,0,0,0.34,7.47252747,0.32,7.03296703,0,0,0.02,0.43956044,0.28,5.88957055,0.29,6.37362637,2.38,52.30769231,1.54,33.84615385,1.56,34.28571429,0.02,0.43956044,0.32,7.03296703,0.61,13.40659341,0.29,6.37362637,0,0,0.28,5.89,3.83,84.17582418,2.69,58.73362445,-31.86813187,-6.42593215,210874.594590461,2289.0825621369
33,11,001,011100,3034,110010111003034,33,0.19,0.19,0.18,94.73684211,0,0,0,0,0.01,5.26315789,0.01,5.26315789,0,0,0,0,0,0.9009009,0,0,0.18,94.73684211,0,0,0,0,0,0,0.01,5.26315789,0.01,5.26315789,0,0,0,0,0,0.9,0.09,64.28571429,0.19,100,30.45112782,-5.26315789,8334.05817649615,776.962925879723
34,11,001,000802,1015,110010008021015,34,4.49,0.52,0.52,100,0,0,0,0,0,0,0,0,0,0,0,0,3.97,88.38475499,0,0,0.52,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,88.38,0.33,89.18918919,0.63,95.45454545,10.81081081,4.54545455,195472.527320516,10412.9659877389
35,11,001,000801,4010,110010008014010,35,1.99,0.18,0.18,100,0,0,0,0,0,0,0,0,0,0,0,0,1.81,90.99479037,0,0,0.18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,90.99,0.09,100,0.19,95,0,5,86745.9628653559,3976.61772733869
46,11,001,000902,2008,110010009022008,46,2.91,1.94,1.89,97.42268041,0.02,1.03092784,0,0,0.03,1.54639175,0.03,1.54639175,0,0,0,0,0.98,33.5340514,0,0,1.89,97.42268041,0.02,1.03092784,0.02,1.03092784,0,0,0.03,1.54639175,0.03,1.54639175,0,0,0,0,0.98,33.53,1.48,98.01324503,1.44,77.83783784,-0.59056462,19.58484257,126880.61390348,5583.67268233367
47,11,001,007601,5000,110010076015000,47,33.42,0.21,0.2,95.23809524,0,0,0,0,0.01,4.76190476,0,0,0,0,0,0,33.21,99.35821127,0,0,0.2,95.23809524,0,0,0.01,4.76190476,0.01,4.76190476,0,0,0,0,0,0,0,0,33.21,99.36,0.01,100,0.08,50,-4.76190476,45.23809524,1455615.6006635,8807.12022756076
48,11,001,006202,1095,110010062021095,48,0.09,0.09,0,0,0,0,0.09,100,0.09,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0,0,0.09,100,0,0,0,0,0,0,0,0,3952.82194171357,284.266811807222
49,11,001,009601,1001,110010096011001,49,1.95,0.15,0.12,80,0.01,6.66666667,0,0,0.03,20,0,0,0,0,0.03,20,1.79,92.08824648,0,0,0.12,80,0.01,6.66666667,0.03,20,0.03,20,0,0,0,0,0,0,0,0,1.79,92.09,0.02,100,0.14,87.5,-20,-7.5,84898.5164720043,1708.32602302756
50,11,001,010900,2041,110010109002041,50,0.64,0.48,0,0,0,0,0,0,0.48,100,0.48,100,0,0,0,0,0.16,25.05800464,0,0,0,0,0,0,0,0,0,0,0.48,100,0.48,100,0,0,0,0,0.16,25.06,0,0,0.02,100,0,-100,27874.1492543313,915.003598139186
51,11,001,006202,1217,110010062021217,51,0.08,0.04,0,0,0,0,0,0,0.04,100,0.04,100,0,0,0,0,0.04,48.17073171,0,0,0,0,0,0,0,0,0,0,0.04,100,0.04,100,0,0,0,0,0.04,48.17,0,0,0,0,0,0,3554.22303552756,473.427687221576
36,11,001,000902,2012,110010009022012,36,45.6,2.59,2.16,83.3976834,0.34,13.12741313,0,0,0.06,2.31660232,0,0,0,0,0.06,2.31660232,43,94.31121661,0.03,1.15830116,2.16,83.3976834,0.34,13.12741313,0.4,15.44401544,0.06,2.31660232,0,0,0.03,1.15830116,0.03,1.15830116,0,0,43,94.31,0.95,81.89655172,1.35,97.12230216,1.50113167,-13.72461876,1985929.19303436,17576.1775687665
37,11,001,007301,1009,110010073011009,37,60.19,0.12,0,0,0.01,8.33333333,0,0,0.11,91.66666667,0,0,0,0,0.11,91.66666667,60.07,99.80253948,0,0,0,0,0.01,8.33333333,0.12,100,0.11,91.66666667,0,0,0,0,0,0,0,0,60.07,99.8,0,0,0.01,16.66666667,0,-16.66666667,2621809.99653662,8669.06817388237
38,11,001,007200,2060,110010072002060,38,8.09,0.09,0,0,0,0,0,0,0.09,100,0,0,0.09,100,0,0,8,98.82751672,0,0,0,0,0,0,0.09,100,0.09,100,0,0,0,0,0,0,0,0,8,98.83,0,0,0.01,100,0,-100,352460.249941523,3891.15100147408
39,11,001,007301,1033,110010073011033,39,283.54,0.81,0.48,59.25925926,0.13,16.04938272,0,0,0.2,24.69135802,0,0,0,0,0.2,24.69135802,282.73,99.71275637,0.01,1.2345679,0.48,59.25925926,0.13,16.04938272,0.32,39.50617284,0.2,24.69135802,0,0,0.01,1.2345679,0.01,1.2345679,0,0,282.73,99.71,0,0,0.1,55.55555556,59.25925926,3.7037037,12350221.0426014,14871.4142933092
40,11,001,000202,4020,110010002024020,40,29.82,0.32,0.25,78.125,0,0,0,0,0.06,18.75,0,0,0.01,3.125,0.06,18.75,29.5,98.92266384,0,0,0.25,78.125,0,0,0.07,21.875,0.06,18.75,0,0,0,0,0,0,0,0,29.5,98.92,0.17,100,0.51,96.22641509,-21.875,-18.10141509,1298593.97735316,5544.25163502905
41,11,001,007301,1010,110010073011010,41,784.51,4.92,0.61,12.39837398,0.2,4.06504065,0,0,4.1,83.33333333,0,0,0.01,0.20325203,4.09,83.1300813,779.58,99.37249175,0.01,0.20325203,0.61,12.39837398,0.2,4.06504065,4.3,87.39837398,4.1,83.33333333,0,0,0.01,0.20325203,0.01,0.20325203,0,0,779.58,99.37,0.04,80,0.19,50,-67.60162602,-37.60162602,34170058.0783557,36282.2426452263
42,11,001,009801,1000,110010098011000,42,1.38,0.58,0.49,84.48275862,0.05,8.62068966,0,0,0.04,6.89655172,0.03,5.17241379,0.01,1.72413793,0,0,0.8,57.80719013,0,0,0.49,84.48275862,0.05,8.62068966,0.06,10.34482759,0.01,1.72413793,0.03,5.17241379,0.03,5.17241379,0,0,0,0,0.8,57.81,0.11,55,0.6,93.75,29.48275862,-9.26724138,60371.3185134913,5105.48885957413
43,11,001,009810,1003,110010098101003,43,1.7,1.17,1.02,87.17948718,0.09,7.69230769,0,0,0.06,5.12820513,0.04,3.41880342,0.02,1.70940171,0.01,0.85470085,0.53,31.31357164,0,0,1.02,87.17948718,0.09,7.69230769,0.11,9.4017094,0.02,1.70940171,0.04,3.41880342,0.04,3.41880342,0,0,0,0,0.53,31.31,0.04,100,1.33,97.79411765,-12.82051282,-10.61463047,74233.9996418879,6155.05698214696
44,11,001,006202,1226,110010062021226,44,2.05,0.01,0,0,0,0,0,0,0.01,100,0.01,100,0,0,0,0,2.04,99.45887446,0,0,0,0,0,0,0,0,0,0,0.01,100,0.01,100,0,0,0,0,2.04,99.46,0,0,0,0,0,0,89501.9883034294,4252.1837329295
45,11,001,009602,2005,110010096022005,45,78.3,61.42,44.38,72.25659394,14.94,24.32432432,0.14,0.22793878,2.08,3.38651905,0.23,0.37447086,0.67,1.09084989,1.04,1.69325952,16.88,21.56215483,0.02,0.03256268,44.38,72.25659394,14.54,23.67307066,16.24,26.44089873,1.7,2.76782807,0.37,0.60240964,0.8,1.30250733,0.02,0.03256268,0.4,0.65125366,16.88,21.56,18.95,31.31713766,38.96,63.03187187,40.93945628,9.22472208,3410792.32221503,14344.7047423405
13,11,001,006202,1225,110010062021225,13,0.89,0.83,0,0,0,0,0,0,0.83,100,0.83,100,0,0,0,0,0.06,6.76691729,0,0,0,0,0,0,0,0,0,0,0.83,100,0.83,100,0,0,0,0,0.06,6.77,0,0,0,0,0,0,38612.5114514894,2054.85880384048
14,11,001,000902,2011,110010009022011,14,10.78,4.37,2.72,62.24256293,0.92,21.05263158,0,0,0.21,4.80549199,0,0,0.18,4.11899314,0.03,0.68649886,6.41,59.46082252,0.52,11.8993135,2.72,62.24256293,0.92,21.05263158,1.13,25.85812357,0.21,4.80549199,0,0,0.52,11.8993135,0.52,11.8993135,0,0,6.41,59.46,0.01,0.4784689,1.37,33.57843137,61.76409403,28.66413156,469559.436859493,3977.36763183773
15,11,001,011100,3055,110010111003055,15,21.53,5.5,4.43,80.54545455,0.76,13.81818182,0,0,0.27,4.90909091,0,0,0.04,0.72727273,0.23,4.18181818,16.03,74.43958541,0.05,0.90909091,4.43,80.54545455,0.75,13.63636364,1,18.18181818,0.26,4.72727273,0,0,0.18,3.27272727,0.05,0.90909091,0.14,2.54545455,15.92,73.94,4.77,97.54601227,4.8,95.04950495,-17.00055772,-14.50405041,937848.135317996,6150.2457407593
16,11,001,010900,2042,110010109002042,16,1.25,0.53,0,0,0,0,0,0,0.53,100,0.53,100,0,0,0,0,0.72,57.3864763,0,0,0,0,0,0,0,0,0,0,0.53,100,0.53,100,0,0,0,0,0.72,57.39,0,0,0,0,0,0,54242.1373798608,1131.63312203065
17,11,001,007708,2020,110010077082020,17,30.87,0.89,0.78,87.64044944,0.08,8.98876404,0,0,0.02,2.24719101,0,0,0,0,0.02,2.24719101,29.97,97.10191338,0,0,0.78,87.64044944,0.08,8.98876404,0.11,12.35955056,0.02,2.24719101,0,0,0,0,0,0,0,0,29.97,97.1,0.04,40,1.2,98.36065574,47.64044944,-10.7202063,1344435.57414928,9102.169459672
18,11,001,007200,2065,110010072002065,18,6.87,0.04,0,0,0,0,0,0,0.03,75,0,0,0,0,0.03,75,6.83,99.48186529,0,0,0,0,0,0,0.03,75,0.03,75,0,0,0,0,0,0,0,0,6.83,99.48,0,0,0.01,50,0,-50,299093.239974404,2337.926945521
19,11,001,006202,1191,110010062021191,19,4.43,0.15,0.15,100,0,0,0,0,0,0,0,0,0,0,0,0,4.28,96.64919715,0,0,0.15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,96.65,0.08,88.88888889,0.25,96.15384615,11.11111111,3.84615385,193114.840216605,2430.29814971557
20,11,001,003900,2005,110010039002005,20,2.29,1.9,1.86,97.89473684,0.01,0.52631579,0,0,0.03,1.57894737,0.02,1.05263158,0.01,0.52631579,0,0,0.39,17.20905172,0,0,1.86,97.89473684,0.01,0.52631579,0.02,1.05263158,0.01,0.52631579,0.02,1.05263158,0.02,1.05263158,0,0,0,0,0.39,17.21,1.03,100,1.46,98.64864865,-2.10526316,-0.75391181,99930.7140532226,7346.77306520862
21,11,001,000902,2013,110010009022013,21,95.72,93.91,85.36,90.89553828,6.9,7.34746033,0,0,1.2,1.27781919,0.64,0.68150357,0.44,0.4685337,0.11,0.11713343,1.81,1.89180956,0.45,0.4791822,85.36,90.89553828,6.9,7.34746033,7.45,7.93312746,0.55,0.58566713,0.65,0.69215206,1.09,1.16068576,0.45,0.4791822,0,0,1.81,1.89,86.85,91.56562994,71.46,78.84806356,-0.67009166,12.04747473,4169465.72377242,16472.2576718134
22,11,001,007301,1008,110010073011008,22,28.48,0.02,0,0,0,0,0,0,0.02,100,0,0,0,0,0.02,100,28.46,99.93144503,0,0,0,0,0,0,0.02,100,0.02,100,0,0,0,0,0,0,0,0,28.46,99.93,0,0,0,0,0,0,1240342.36688828,5889.94849897631
59,11,001,007304,1000,110010073041000,59,1.43,1.25,1.09,87.2,0.08,6.4,0,0,0.03,2.4,0.02,1.6,0.01,0.8,0.01,0.8,0.17,12.19934245,0.05,4,1.09,87.2,0.08,6.4,0.09,7.2,0.01,0.8,0.02,1.6,0.07,5.6,0.05,4,0,0,0.17,12.2,0.82,96.47058824,1.13,96.58119658,-9.27058824,-9.38119658,62067.9776254424,4203.88861897713
60,11,001,005600,1011,110010056001011,60,0.09,0.04,0.04,100,0,0,0,0,0,0,0,0,0,0,0,0,0.05,53.75722543,0,0,0.04,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,53.76,0.01,100,0.03,100,0,0,3740.4209396692,400.393151858761
61,11,001,009000,1005,110010090001005,61,2.01,0.11,0.09,81.81818182,0,0,0,0,0.01,9.09090909,0.01,9.09090909,0,0,0,0,1.9,94.701254,0,0,0.09,81.81818182,0,0,0,0,0,0,0.01,9.09090909,0.01,9.09090909,0,0,0,0,1.9,94.7,0.16,94.11764706,0.14,100,-12.29946524,-18.18181818,87563.1603205046,1520.88499458702
62,11,001,006804,1015,110010068041015,62,16.05,0.32,0.31,96.875,0,0,0,0,0,0,0,0,0,0,0,0,15.73,98.01561033,0,0,0.31,96.875,0,0,0.01,3.125,0,0,0,0,0,0,0,0,0,0,15.73,98.02,0.15,100,0.61,95.3125,-3.125,1.5625,699218.399738434,5257.79855502334
63,11,001,010900,2025,110010109002025,63,33.47,1.36,1.13,83.08823529,0.01,0.73529412,0,0,0.23,16.91176471,0.22,16.17647059,0,0,0,0,32.11,95.93609969,0,0,1.13,83.08823529,0.01,0.73529412,0.01,0.73529412,0,0,0.22,16.17647059,0.22,16.17647059,0,0,0,0,32.11,95.94,0.35,100,2.03,97.59615385,-16.91176471,-14.50791855,1457982.02105396,5375.87813931255
64,11,001,010200,2031,110010102002031,64,5.56,0.06,0,0,0,0,0.01,16.66666667,0.06,100,0,0,0.01,16.66666667,0.05,83.33333333,5.5,98.91198153,0,0,0,0,0,0,0.05,83.33333333,0.05,83.33333333,0.01,16.66666667,0.01,16.66666667,0,0,0,0,5.5,98.91,0,0,0,0,0,0,242395.603091903,2708.08606474398
65,11,001,001302,1001,110010013021001,65,65.9,65.9,32.35,49.08952959,8.36,12.68588771,10.18,15.44764795,25.19,38.2245827,8.63,13.09559939,3.39,5.14415781,2.99,4.53717754,0,0.00374956,0,0,32.35,49.08952959,7.59,11.51745068,13.72,20.81942337,6.13,9.30197269,18.81,28.54324734,19.82,30.07587253,0,0,1.02,1.5477997,0,0,30.78,46.75679781,31.48,47.76209983,2.33273178,1.32742976,2870860.99114728,10310.7547080576
66,11,001,009508,3000,110010095083000,66,6.81,6.81,1.66,24.37591777,1.59,23.34801762,1.35,19.82378855,3.55,52.12922173,1.52,22.32011747,0.27,3.96475771,0.41,6.020558,0,0,0,0,1.66,24.37591777,1.59,23.34801762,2.27,33.33333333,0.68,9.98531571,2.87,42.14390602,2.87,42.14390602,0,0,0,0,0,0,1.28,18.82352941,1.29,18.97058824,5.55238836,5.40532953,296373.158002098,2314.59819677947
67,11,001,007408,1000,110010074081000,67,16.37,16.37,3.61,22.05253513,2.74,16.73793525,2.92,17.83750764,10.02,61.20952963,5.36,32.74282224,0.84,5.13133781,0.91,5.5589493,0,0,0,0,3.61,22.05253513,2.62,16.00488699,4.3,26.26756261,1.68,10.26267563,8.27,50.51924252,8.46,51.67990226,0,0,0.19,1.16065974,0,0,2.92,17.83750764,3.23,19.73121564,4.21502749,2.32131949,712881.890280084,3429.71258471028
68,11,001,007301,1003,110010073011003,68,57.25,0.23,0.06,26.08695652,0.15,65.2173913,0,0,0.02,8.69565217,0,0,0,0,0.01,4.34782609,57.02,99.60290741,0,0,0.06,26.08695652,0.15,65.2173913,0.16,69.56521739,0.01,4.34782609,0,0,0,0,0,0,0,0,57.02,99.6,0.02,100,0.02,18.18181818,-73.91304348,7.90513834,2493705.16546189,9575.45888058281
69,11,001,006202,1086,110010062021086,69,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,100,0,0,0,0,0,0,5676.72911728295,352.478330666136
70,11,001,007808,3003,110010078083003,70,0.09,0.08,0.07,87.5,0,0,0,0,0.01,12.5,0.01,12.5,0,0,0,0,0.01,8.46994536,0,0,0.07,87.5,0,0,0.01,12.5,0,0,0.01,12.5,0.01,12.5,0,0,0,0,0.01,8.47,0.07,100,0.06,100,-12.5,-12.5,3969.89849834859,580.364022727423
71,11,001,001600,4014,110010016004014,71,1.82,1.51,1.4,92.71523179,0.06,3.97350993,0,0,0.03,1.98675497,0.01,0.66225166,0,0,0.02,1.32450331,0.31,17.10133116,0.02,1.32450331,1.4,92.71523179,0.06,3.97350993,0.08,5.29801325,0.02,1.32450331,0.01,0.66225166,0.03,1.98675497,0.02,1.32450331,0,0,0.31,17.1,0.98,100,1.52,100,-7.28476821,-7.28476821,79317.911951385,6245.56158083647
72,11,001,000202,4015,110010002024015,72,0.18,0.03,0.02,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0.15,83.26359833,0,0,0.02,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,83.26,0,0,0.02,66.66666667,66.66666667,0,7724.00771138598,469.925462982197
73,11,001,000600,3000,110010006003000,73,6.18,6.18,3.67,59.38511327,0.85,13.75404531,0.69,11.16504854,1.66,26.86084142,0.34,5.50161812,0.1,1.61812298,0.52,8.41423948,0,0,0,0,3.67,59.38511327,0.72,11.65048544,1.22,19.74110032,0.5,8.09061489,1.04,16.82847896,1.29,20.87378641,0,0,0.25,4.04530744,0,0,3.35,54.29497569,2.8,45.30744337,5.09013758,14.0776699,269136.693709774,2120.4146536075
103,11,001,000802,1002,110010008021002,103,60.71,43.03,22.24,51.68487102,13.06,30.35091796,0.74,1.71973042,7.72,17.94097142,3.07,7.13455729,0.11,0.2556356,3.8,8.83104811,17.68,29.12699996,0,0,22.24,51.68487102,13.06,30.35091796,16.97,39.43760167,3.91,9.08668371,3.81,8.85428771,3.81,8.85428771,0,0,0,0,17.68,29.13,24.01,56.33505397,18.15,42.43628712,-4.65018295,9.2485839,2644337.34038963,13835.8565539911
104,11,001,000802,1019,110010008021019,104,109.93,3.8,3.72,97.89473684,0.06,1.57894737,0,0,0.02,0.52631579,0,0,0,0,0.02,0.52631579,106.14,96.54521342,0,0,3.72,97.89473684,0.06,1.57894737,0.08,2.10526316,0.02,0.52631579,0,0,0,0,0,0,0,0,106.14,96.55,2.09,100,3.57,98.34710744,-2.10526316,-0.4523706,4788564.03367611,16012.7635093634
105,11,001,006804,1000,110010068041000,105,14.72,0.95,0.92,96.84210526,0,0,0,0,0.03,3.15789474,0.02,2.10526316,0,0,0,0,13.77,93.53896758,0,0,0.92,96.84210526,0,0,0.01,1.05263158,0.01,1.05263158,0.02,2.10526316,0.02,2.10526316,0,0,0,0,13.77,93.54,1.18,100,1.08,99.08256881,-3.15789474,-2.24046354,641212.172114012,5876.18920646285
