"user_id","screen_name"
"755876450415349760","BeingBlackAS"
"14238795","mochamomma"
"1147052215","LynnKepp"
"49715784","DrTTownsend"
"25596381","MsMYC"
"2587873423","MmeBlouwolff"
"847214027939958789","carwithian_a"
"438538090","chat_mf"
"854507748494635008","__ejaaay"
"849410754084253697","isha_sarr"
"21153034","srikanta07"
"363387625","UnionizedEd"
"2887576569","thepaigehibbard"
"182543291","Michaellarabee"
"4906545736","mshcmusic"
"703596972","ValeriaBrownEdu"
"2301886909","bryantxrepair"
"1876804597","DCDD_Bands"
"3348497063","MrCoachTurner"
"803367538965049344","ablangert0925"
"801740204642078721","Alezine1Alezine"
"2815645942","RM_SGA_Advisor"
"190226317","EnergyClub"
"1006475892","RichardITait"
"2488710464","BEssencia"
"2955131928","arlingtonTxRR"
"14956673","MomGenerations"
"900500445378080768","MissSlovensky"
"471222037","lemonade_lenses"
"845802735349915648","lwl8691"
"727182434081476608","westinalexandra"
"2543401441","HQFullstack"
"783155657524424704","karenlerner1962"
"14051651","DCBlogging"
"3680270541","DoctorsTelemed"
"256921101","hiburo"
"2767930252","IncaYellowSauce"
"3222900459","GallivanteDsgn"
"1918035792","PlayWorkDash"
"219854441","block3studio"
"4283427629","TuratlasEN"
"4579049535","wholistic0303"
"362074693","DC_ASSEMBLERS"
"3033194164","3lenaBoone"
"425264868","WashWinterShow"
"2800844795","TheSparkleWand"
"3927514277","BattleEvents"
"3337538667","WePersistPAC"
"541252966","Tidbitsofexperi"
"3372738693","IMFilmFest"
"3277837842","alu_talat"
"3298726318","NomNomGourmet"
"16337229","teachmy"
"53784171","DCFoodTours"
"235362301","US_GIFT_GIANT"
"430623761","TheodoresFurnit"
"829552003","FunnyIsFamily"
"234594578","kerrizane"
"1963665745","qejarowazumy"
"587948981","Momopolize"
"32507190","tammy_goddard"
"293238259","WHNanniesDC"
"17027422","danielle_reyes"
"20351695","DagmarBleasdale"
"544257292","ASAPSitters"
"24770294","clairemoux"
"224461230","ShopAtZoe"
"3230847110","test123456890"
"21799361","asweetpotatopie"
"3072069468","ArlingtonVaRR"
"268165294","fcmatteo"
"126141468","Certifikid"
"2301206984","hashtagluvprops"
"443044607","MyMommyHasStyle"
"2914497968","kakumei_studio"
"44635408","stephhrabe"
"1039899829","Spaceboy_Q45"
"211018733","BelliesBabiesVA"
"252347154","ArlRooftop"
"2534507325","FoxHuntPool"
"123911133","lostdogcafe"
"843774050","cawhomes"
"33088779","shanlee7"
"2425472418","AngelaPoliskey"
"533418992","MossBuildDesign"
"2243193224","LindseyAcker1"
"18022775","SallyMacVA"
"44117894","TheDCLadies"
"280837358","ilovearlingtonv"
"2315373510","BarbaraELavine"
"18190645","wand3r3r"
"53438731","AmazingFarmFun"
"254765498","kdunndc"
"1969357388","dcomBinghamton"
"908866382","SEECstories"
"1186679149","SpottedRBows"
"578461746","SproutAtSaffron"
"1551061850","PlayseumUP"
"31628150","losingitwithML"
"1029105769","MParentRelief"
"14119238","loriemarrero"
"1372885826","Paulenetrkx"
"23869651","Silvs9"
"1281753110","takeaplayday"
"120938818","jadesphotos"
"1244459726","TlingitSamantha"
"769978164","ArlingtonMag"
"17443235","tots2tweens"
"108350710","PirouetteBlog"
