,census_bg,Total.Area.in.acres,Total.Land.Area.in.acres,Tree.Canopy.in.acres,Tree.Canopy.area.in.percent,Vegetation.in.acres,Vegetation.Percentage,Building.area.in.acres,Building.area.in.percent,Total.Impervious.Area.in.acres,Total.Impervious.Area.in.percent,Road.Acres,Road.Area.in.percent,Sidewalk.Area.in.acres,Sidewalk.Area.in.percent,Other.Impervious.Area.in.acres,Other.Impervious.Area.in.percent,Surface.Water.Area.in.acres,Surface.Water.Area.in.percent,Soil.area.in.acres,Soil.area.in.percent,Urban.Tree.Canopy.area.in.acres,Urban.Tree.Canopy.area.percent,Possible.Vegetation.Planting.Area.in.acres,Possible.Vegetation.Planting.Area.in.percent,Total.Possible.Planting.Area.in.acres,Total.Possible.Planting.Area.in.percent,Impervious.Possible.Planting.Area.in.acres,Impervious.Possible.Planting.Area.in.percent,Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.acres,Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.percent,Total.Unsuitable.Planting.Area.in.acres,Total.Unsuitable.Planting.Area.in.percent,Unsuitable.Soil.and.Vegetation.Area.in.acres,Unsuitable.Soil.and.Vegetation.Area.in.percent,Unsuitable.Other.Land.Area.in.acres,Unsuitable.Other.Land.Area.in.percent,SHAPEAREA,SHAPELEN,Geographic.Area.Name,Income.in.the.past.12.months.below.poverty.level,Median.household.income.in.the.past.12.months,Total.Population,Total.Population.of.one.race,Total.White.Population,Total.African.American.Population,Total.American.Indian.Population,Total.Asian.Population,Total.Native.Hawaiian.Population,Total.Population.of.Other.Races,PovertyPerCapita,UTC_quart,income_quart,UTCacres_quart,Total.Possible.Planting.Area.in.percent2,Possible.Vegetation.Planting.Area.in.percent2,priority_CBGs,geometry
285,110010076015,171.41,132.72,20.87,15.72483424,50.03,37.69590115,10.6,7.986739,60.59,45.65250151,32.72,24.65340567,4.58,3.45087402,12.69,9.56148282,38.69,22.57162793,1.22,0.91922845,20.87,15.72483424,47.71,35.94786016,60.36,45.47920434,12.65,9.53134418,43.32,32.64014467,51.48,38.78842676,1.22,0.91922845,6.95,5.23658831,7466084.3569869995,13831.083810484199,"Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia",26,27976,871.0,811.0,51.0,733.0,8.0,4.0,0.0,15.0,0.0298507462686567,0.4,0.4,Q3,0.4547920434,0.3594786016,0.5765252303571429,"POLYGON ((-76.98435227742725 38.86666177799347, -76.98433827304258 38.86668078386695, -76.98432127315967 38.86669778046057, -76.98430228004091 38.86671377684993, -76.98428127085845 38.86672778210565, -76.98425327861847 38.86674277734159, -76.98387027532794 38.86692978475491, -76.98354527069942 38.86709078279872, -76.98305627395743 38.86733477777864, -76.98267528038392 38.86752378141341, -76.9822282731966 38.86774478065703, -76.98222927145569 38.86808578519199, -76.98222627218402 38.86823778364494, -76.98222327633603 38.86851478279154, -76.98222327256704 38.86885377825424, -76.98222327767975 38.8689257824708, -76.98222727428195 38.8693037849285, -76.9822262765161 38.86946978272137, -76.9822262806684 38.87074877839688, -76.98222727898717 38.87127477937986, -76.98222626996362 38.87130077748503, -76.98221727660271 38.87132078378492, -76.98218526993034 38.87134377736659, -76.9813682785077 38.87176078409358, -76.98092527508601 38.87197777910202, -76.98078827493271 38.87204577910906, -76.98067827831407 38.87209978436475, -76.97904427844757 38.8729187809009, -76.97873628001462 38.87307778660415, -76.9779952788175 38.87343477845882, -76.97795527409559 38.87345177877842, -76.97780827890921 38.87351378279876, -76.97769826937335 38.87355778590585, -76.97747626872702 38.87364278261963, -76.97736427730361 38.87368478516365, -76.97730827641769 38.87370378202482, -76.97720527539961 38.87373978656667, -76.9771242764045 38.87376677791865, -76.9770462738967 38.87379277887916, -76.97688527947949 38.87384277979092, -76.97672226879297 38.8738907802133, -76.97664027870572 38.87391678010727, -76.97655727510489 38.87394077987497, -76.97636327429863 38.87399378224228, -76.97627227319339 38.8740167802557, -76.97603127539092 38.87407478118455, -76.97584927439001 38.87411578596828, -76.97575827432206 38.87413478385076, -76.97555527761151 38.87417178408584, -76.97535127879073 38.87420678389131, -76.9751582754381 38.87423678601682, -76.97509627160282 38.87424978094343, -76.97505027777831 38.87425377986552, -76.97502727475067 38.87425678375519, -76.9734782687641 38.87451178539626, -76.97340527301739 38.87451778640882, -76.97320927624847 38.87453578544037, -76.97295027061381 38.87454077945252, -76.97299927345726 38.87456478016318, -76.97304827708896 38.87458678098842, -76.97325027330248 38.87467378552049, -76.97347727325854 38.87477178563129, -76.97404426814454 38.87500278029987, -76.97412027133032 38.87503078626515, -76.97452227783795 38.87519878221983, -76.97475027299997 38.87529478019898, -76.97482326824999 38.87532478491964, -76.97501427495845 38.87541078408675, -76.97562527669747 38.8756837866228, -76.97621727319203 38.87597578079249, -76.97628527839652 38.87600978330825, -76.97662926911417 38.87618178693921, -76.97817527565422 38.87696078096004, -76.98383427119715 38.87515077902471, -76.98919727713515 38.87189077999471, -76.99051727455671 38.87147677824559, -76.99039127279586 38.87132677799875, -76.99010428129638 38.87097377767408, -76.98976827861864 38.87057378449064, -76.9896192833573 38.87039578324234, -76.98956528262285 38.87033078277418, -76.98947927531012 38.8702297818067, -76.98939127246855 38.87014377959107, -76.98923427777163 38.86999278431733, -76.98891827438173 38.86961278011994, -76.98878428197177 38.86946377726584, -76.98856527920707 38.86919578290048, -76.98852027819758 38.86914178208361, -76.98847927532296 38.86909078144355, -76.98840427357227 38.86900277988211, -76.98839027582653 38.86898477969017, -76.98832627663558 38.86891077823818, -76.98830328162558 38.86887877806794, -76.98828927306263 38.86885677812871, -76.98826327317285 38.86880877871398, -76.98825128151691 38.86878477910571, -76.9882402810246 38.86875977966252, -76.98821027726103 38.86867478229399, -76.98819427730491 38.86857077858846, -76.98818827431641 38.86849778283707, -76.9881872764396 38.86846978459833, -76.9881922748765 38.86841577968633, -76.98897928067677 38.86795777893725, -76.98895528286948 38.8679277786628, -76.98892027249984 38.8678757788, -76.98890527374246 38.86784877916896, -76.98872427267655 38.86754278214473, -76.98871027545276 38.86752278211941, -76.9886282822366 38.86742478066563, -76.9883572721422 38.86736778476902, -76.98805027658547 38.86730978463275, -76.98770827528621 38.86724978014232, -76.98716027525272 38.86715078179393, -76.987058278265 38.86713078086979, -76.98635827531623 38.86700578155197, -76.98523827212126 38.86680078505029, -76.98513027236183 38.86678278154936, -76.98452628143156 38.86667078256581, -76.98436327456889 38.86664178079025, -76.98435227742725 38.86666177799347))"
216,110010088042,170.37,170.37,28.55,16.75764513,58.66,34.43094442,21.67,12.71937548,82.94,48.68227974,45.69,26.81810178,5.13,3.0110935000000003,10.45,6.13370899,0.0,0.0,0.22,0.12913072,28.55,16.75764513,58.62,34.4074661,71.32,41.86183013,12.7,7.45436403,67.35,39.53160768,70.49,41.37465516,0.22,0.12913072,2.92,1.71391677,7421016.76940342,12697.1200455048,"Block Group 2, Census Tract 88.04, District of Columbia, District of Columbia",50,31652,1419.0,1317.0,241.0,963.0,13.0,23.0,1.0,76.0,0.0352360817477097,0.4,0.4,Q3,0.4186183013,0.344074661,0.5581046293928571,"POLYGON ((-76.9808222764011 38.90405679084625, -76.98064427648707 38.90433378638823, -76.98058727918534 38.90441278920026, -76.98052627576251 38.90451178985985, -76.9802472810492 38.90495079212887, -76.9802042724982 38.90501178941296, -76.98014827329612 38.90510479114981, -76.98000727216764 38.90531478782891, -76.97997728118882 38.90536978768987, -76.97994028048817 38.90542478633936, -76.97989728066113 38.90549379193143, -76.97983428223542 38.9055877922324, -76.97977627915394 38.90566978523019, -76.97971327813843 38.90577178487837, -76.9792542777455 38.90649478656924, -76.97923128115113 38.90651978966352, -76.97908927743565 38.90674879262138, -76.97900627884916 38.90686378733646, -76.97897327759119 38.90691778645686, -76.97893427748996 38.90698379261557, -76.9788502726592 38.90710778637428, -76.97878927314284 38.90717778820521, -76.97875727343893 38.90723578715021, -76.97874728185684 38.9072597925828, -76.9787182747564 38.90729578466478, -76.97870027698754 38.90733578746183, -76.97867528115944 38.90737478905213, -76.97850527667585 38.90765479141908, -76.97838927275984 38.90782779336156, -76.97825227790632 38.90802278966328, -76.97810728221425 38.90825079088282, -76.97783528137735 38.90868378885157, -76.9776402778997 38.90898879231832, -76.97743127127299 38.90930779170808, -76.97741027486775 38.9093467937865, -76.97738027151506 38.9093927936019, -76.97735527329485 38.9094347856657, -76.97733327308902 38.90947578738749, -76.97731427376856 38.90950679042437, -76.97730128015431 38.90954178532166, -76.97728327943177 38.90958678751525, -76.97725527091082 38.90966779411259, -76.97723528190484 38.9097287857227, -76.97706828192685 38.9102037900918, -76.97690727399139 38.91068278606187, -76.97676027141121 38.91113078684859, -76.97660127866747 38.91156978568043, -76.97643127525937 38.91207078645177, -76.97629528127825 38.91247479202726, -76.97627128080593 38.91252779222998, -76.97625527574213 38.91256578615759, -76.97623427927 38.91263478577404, -76.97619927884118 38.91268779273108, -76.97616727957048 38.91273079202376, -76.97615027528528 38.91275678662317, -76.97612927850273 38.91279178874425, -76.9761042796916 38.91282978982016, -76.97607827570782 38.91287379023888, -76.9758202769975 38.91320579353483, -76.97577328103613 38.91326878812408, -76.97572827195165 38.91332079293296, -76.97570427860704 38.91335079472363, -76.97565827337644 38.91341578932217, -76.97558127909492 38.91350079395873, -76.97552927751087 38.91356678717709, -76.97548128031299 38.91362279096454, -76.9753562721877 38.91377678923616, -76.97530427929809 38.91384979083998, -76.97524827370702 38.91392279156984, -76.97519928025764 38.91399079413279, -76.97514127233211 38.91405178627042, -76.97507027294685 38.9141357919103, -76.97530528097035 38.91415378641779, -76.97648328031926 38.91527579252848, -76.97707228204246 38.91583778646224, -76.97761127639679 38.91634978956152, -76.97785227773055 38.91658779061712, -76.97790427616872 38.91664378725215, -76.97798427932649 38.91674979440018, -76.9780452763838 38.91686678808841, -76.97806427841421 38.91694479481117, -76.97816427875664 38.91723279191478, -76.97840628051081 38.91700079124417, -76.97889527215069 38.91657579535526, -76.97917328273117 38.91633479123261, -76.97925028237373 38.91626679200911, -76.97966427643387 38.91589279370468, -76.98017828264982 38.91543878987346, -76.98027628326425 38.91535079501863, -76.98110127805583 38.9146187878474, -76.98175127539379 38.91404578976104, -76.98206327899194 38.913767786713, -76.9822092747625 38.91363879161224, -76.98229028191973 38.91356779118617, -76.98265527492542 38.91324178911451, -76.98298227501462 38.91295278661523, -76.98332727443341 38.91264978679528, -76.98342928077798 38.91255779012072, -76.9835012785461 38.91249478696949, -76.98366227332741 38.91235079325405, -76.98414827422225 38.91192079299882, -76.98473727558535 38.91139779305838, -76.98482228008898 38.91131979188877, -76.98541328082324 38.91078178985335, -76.98548428245302 38.91072379397455, -76.98567327678022 38.91057279242635, -76.98577527692892 38.91048179359493, -76.98587528333887 38.91038478586695, -76.98592128330799 38.9103477851427, -76.98601727360732 38.91026779356819, -76.98611428026562 38.91017779376445, -76.98622927398085 38.91008378728665, -76.98625227906474 38.9100677911764, -76.98630427586619 38.91002179166889, -76.98640127954037 38.90994379073707, -76.98647628245766 38.90987478651559, -76.98688328073986 38.90951678724264, -76.98695327774352 38.90945379071385, -76.98689427376463 38.90942578617506, -76.98662627566823 38.90930979138429, -76.98656827464376 38.90928378664752, -76.98649828353788 38.90925378980013, -76.98622928287821 38.90914179368458, -76.98584227643465 38.908974786759, -76.98628728218284 38.90833578773797, -76.98618427385402 38.90829378769988, -76.98451828275766 38.90758579298785, -76.98402927522467 38.90737378776583, -76.98386127307623 38.90730478775866, -76.98350928131522 38.90715478564101, -76.98342927551199 38.90712078582246, -76.98328728307911 38.9070587881593, -76.98309627293854 38.90697678470714, -76.98301627810669 38.90694679332156, -76.98343028386363 38.90630379171972, -76.98186527214241 38.90562978872275, -76.98212728129779 38.90522078686873, -76.98217528339798 38.90514779051615, -76.98220027678134 38.90510778823423, -76.98227827735947 38.9049877908213, -76.98239227345232 38.9048117848469, -76.98250527651034 38.90463978732415, -76.98223727848142 38.90453179078788, -76.98196127994765 38.90442479232701, -76.98171327208901 38.9043267879327, -76.98101827946333 38.90405278710968, -76.98086428137748 38.90399378429705, -76.9808222764011 38.90405679084625))"
300,110010076051,32.16,32.16,6.26,19.46517413,9.05,28.14054726,6.19,19.24751244,16.86,52.42537313,5.58,17.35074627,1.04,3.23383085,4.05,12.59328358,0.0,0.0,0.0,0.0,6.26,19.46517413,9.05,28.14054726,14.14,43.96766169,5.09,15.82711443,11.77,36.59825871,11.77,36.59825871,0.0,0.0,0.0,0.0,1400958.29525121,4832.2016686796205,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",25,52279,747.0,702.0,31.0,653.0,4.0,4.0,0.0,10.0,0.0334672021419009,0.4,0.4,Q1,0.4396766169,0.28140547260000004,0.5432436033928573,"POLYGON ((-76.97541360470272 38.86452800953048, -76.97517251750887 38.86499935991086, -76.97486163575917 38.86566380813592, -76.97480527019962 38.86575255589515, -76.97461726911675 38.86597177998201, -76.97448478843867 38.86611248055193, -76.97437626023479 38.86619675752387, -76.97422258012884 38.86632821050546, -76.97459916443094 38.86656168299537, -76.97480333653385 38.86666042339971, -76.97496926908292 38.86710878075194, -76.97496927038529 38.86740077941854, -76.97496727851792 38.86749478176765, -76.97496727876801 38.86755977745721, -76.97496627761984 38.86758878432762, -76.97496427546818 38.86777778036831, -76.97496527337982 38.86825078520994, -76.97572626790702 38.86825178364943, -76.97710227384508 38.8682457826918, -76.97735726841098 38.8682437784933, -76.97799327342706 38.86824078316566, -76.97889827192851 38.86824077903904, -76.97900927390954 38.86823978109308, -76.97900827895889 38.86727378196396, -76.97900827423152 38.86705477845825, -76.97901127369593 38.86661178130266, -76.97901027286994 38.86652777767218, -76.97900827459321 38.8662307789374, -76.97900827935909 38.86582277887063, -76.97901627410216 38.86567278120287, -76.97891527186358 38.86565478221532, -76.97861927331725 38.86559377746493, -76.9784932701844 38.86556578320035, -76.97844926947396 38.86555178502088, -76.97836027655559 38.86552577928793, -76.97818427402342 38.86546977726103, -76.97809727594051 38.86543978097217, -76.97805327538551 38.86542578264318, -76.97794326954957 38.86538678250677, -76.97787127347578 38.86535877974136, -76.9778002690236 38.86532877725185, -76.97769626986845 38.86527977868322, -76.97724627831052 38.86506277824326, -76.97675027539525 38.86482477730062, -76.97672127746654 38.86481178138824, -76.97664427343392 38.8647737775235, -76.97622927601137 38.86457477895348, -76.97561397377407 38.86427755451303, -76.97541360470272 38.86452800953048))"
171,110010033011,61.71,61.71,9.37,15.18392481,23.67,38.35683034,10.04,16.26964836,28.67,46.45924486,9.21,14.92464755,1.36,2.20385675,8.07,13.07729703,0.0,0.0,0.0,0.0,9.37,15.18392481,23.67,38.35683034,33.09,53.62177929,9.42,15.26494895,19.25,31.194295899999997,19.25,31.194295899999997,0.0,0.0,0.0,0.0,2687890.34880226,7865.433820472571,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",0,126292,1265.0,1156.0,570.0,490.0,11.0,50.0,0.0,35.0,0.0,0.4,0.2,Q2,0.5362177929,0.38356830340000003,0.5427807486785715,"POLYGON ((-77.00904429051212 38.91813279233509, -77.00904428482229 38.91917879454554, -77.00904428141443 38.92024278618275, -77.00904429042822 38.92131379509468, -77.00904529066965 38.92238079501301, -77.00904128268679 38.92260278743564, -77.00904028353729 38.92345379472691, -77.00904028221885 38.92444379117839, -77.00904128374877 38.92452079422038, -77.00904129292059 38.92504778991909, -77.00904029000296 38.92514179180527, -77.00904228319129 38.92521779483713, -77.00904228185267 38.92575278985431, -77.00903529286414 38.92584079265161, -77.0090352915978 38.92592179544408, -77.00903828901693 38.92618679288428, -77.00903828561181 38.9265237940183, -77.00904628525046 38.92667479079957, -77.0092362912202 38.92664679610355, -77.00957728935724 38.92659879035717, -77.01014329313483 38.92652079362981, -77.01115829194731 38.92638579255839, -77.01140629256054 38.9263547890106, -77.01199128986771 38.92629778886887, -77.01214428947662 38.92628979169849, -77.01214328393422 38.9258027931551, -77.01214629065835 38.92470078719263, -77.01214629245499 38.92416979176247, -77.01214828809641 38.92363178759835, -77.01214829213922 38.92338478842564, -77.01214728285252 38.92307879384383, -77.01214929083966 38.92254578918853, -77.01214828286132 38.92238279268912, -77.01214828832921 38.92200879410581, -77.01215028696215 38.92148878835852, -77.01215029173638 38.92131379263242, -77.01215228970811 38.92065478834255, -77.0121512849299 38.92023979284765, -77.01215128964004 38.9191847915177, -77.01215429319342 38.91840478697336, -77.01215328718955 38.91811779067815, -77.01204729292924 38.91811679272275, -77.01162428501969 38.9181157906091, -77.01153329276127 38.9181147906939, -77.01073829083367 38.91811379447766, -77.00976328836963 38.91811478986658, -77.00937428565616 38.91811278584488, -77.0091782911571 38.91811279239874, -77.00904429051212 38.91813279233509))"
423,110010099031,40.46,40.46,5.08,12.55561048,10.48,25.90212556,6.53,16.13939694,24.81,61.31982205,8.76,21.65101335,2.08,5.14087988,7.44,18.38853188,0.0,0.0,0.1,0.24715769,5.08,12.55561048,10.48,25.90212556,19.94,49.28324271,9.46,23.38111715,15.29,37.79041028,15.45,38.18586258,0.1,0.24715769,0.06,0.14829461,1762699.96787923,5924.01223047433,"Block Group 1, Census Tract 99.03, District of Columbia, District of Columbia",29,60875,1011.0,992.0,16.0,958.0,0.0,3.0,1.0,14.0,0.0286844708209693,0.4,0.3,Q1,0.4928324271,0.2590212556,0.5185191723928573,"POLYGON ((-76.91379525117144 38.88976879121159, -76.91403725102998 38.88976878938752, -76.91417125986976 38.88976778890813, -76.91461225283143 38.88976878773436, -76.91472325467427 38.88976778781812, -76.91556025486403 38.88976779230833, -76.91616725669486 38.88976578825108, -76.916680257168 38.88976578595422, -76.91724325746907 38.8897677896739, -76.91762025738518 38.88976678597855, -76.91778226183463 38.88976779194898, -76.91844626007266 38.8897677889875, -76.91883725189878 38.88975779176038, -76.91928426170485 38.88975878613684, -76.91939826036568 38.88975778384874, -76.9197522624803 38.88975878428651, -76.92070425244783 38.88975778588526, -76.92068525540559 38.88961379204713, -76.92037126107661 38.88837479086433, -76.92036025310449 38.88833378621165, -76.92034326078156 38.888263788502, -76.92033625765366 38.88823878546459, -76.92023125194319 38.88780678886953, -76.92014025860345 38.88744078813912, -76.92010225334525 38.88729978994925, -76.91987925390605 38.88641978826363, -76.91981026272568 38.88613978731867, -76.91980725949674 38.88611478698601, -76.91980726229328 38.88609178857867, -76.91980926021145 38.88606778260176, -76.91981326250713 38.88604478693996, -76.91981925879666 38.88602178363837, -76.91953125610934 38.88595378846777, -76.9194222524325 38.88592578732442, -76.91906525375357 38.88583978967125, -76.91871025220263 38.8857517834447, -76.91856825736731 38.88571778597759, -76.91845625305587 38.88580478290247, -76.91839526182606 38.88585179110946, -76.91810925543923 38.8860747827196, -76.91805225518375 38.88611878474256, -76.91799525485797 38.88616278673737, -76.91793825331182 38.88620778863407, -76.91788125284462 38.8862517905726, -76.91783626123228 38.88628678353683, -76.9177922607999 38.88632178618955, -76.91775225293645 38.88635278290529, -76.9177112537927 38.88638378791723, -76.91768925294447 38.88640178918685, -76.9176682560007 38.8864187912291, -76.91759625752583 38.88647479063248, -76.9175242600938 38.88652979006095, -76.91745325263182 38.88658579007498, -76.9173812538196 38.88664178934419, -76.91713226194926 38.88683578870295, -76.91702226083211 38.8869217857286, -76.91691025273504 38.887008790161, -76.91688925660225 38.88702478312316, -76.91657725936798 38.88726878702425, -76.91621826123409 38.8875477899854, -76.91612325608403 38.88762178873485, -76.91602125996314 38.88770079104145, -76.91583625576106 38.88784478301485, -76.91554825084852 38.88806778486432, -76.91527325293522 38.88828478684023, -76.91490725365274 38.88856878931181, -76.91451326085934 38.88887578655677, -76.91446925839871 38.88890978801221, -76.91444025222265 38.88893379212404, -76.91441025596666 38.8889567865644, -76.91438025968043 38.88897979000524, -76.91435324992705 38.88900178668945, -76.91432625288407 38.88902278344622, -76.91429825301589 38.88904378846933, -76.91427125594092 38.88906478521329, -76.91423625348928 38.88909078473366, -76.91420126133612 38.88911778418137, -76.91416625763003 38.88914478361001, -76.91413125509004 38.88917079210694, -76.91379125709858 38.88943978417543, -76.91374425342127 38.88947679193919, -76.91356224963877 38.88961979156625, -76.91338825062279 38.88975778818265, -76.91352925911188 38.88976378413314, -76.91367025971707 38.88976678912518, -76.91379525117144 38.88976879121159))"
224,110010074042,62.89,62.85,14.67,23.34128878,22.95,36.51551313,6.44,10.24661893,24.83,39.50676213,11.03,17.54972156,2.57,4.08910103,4.79,7.621320599999999,0.04,0.06168886,0.41,0.65234686,14.67,23.34128878,22.95,36.51551313,30.3,48.21002387,7.36,11.71042164,17.47,27.79634049,17.88,28.44868735,0.41,0.65234686,0.0,0.0,2739779.64868865,8518.39579948914,"Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia",9,90694,1114.0,1068.0,25.0,994.0,3.0,6.0,1.0,39.0,0.00807899461400359,0.3,0.3,Q3,0.4821002387,0.36515513130000005,0.516876917857143,"POLYGON ((-76.98099779997612 38.84996628098202, -76.98100627519453 38.85041277655481, -76.9810142708854 38.85075677402535, -76.9812342690188 38.85077178161398, -76.98168126885338 38.85080577837527, -76.98224526883614 38.85083977325838, -76.98232427401007 38.8508427760466, -76.98236427209295 38.85084378203153, -76.98246027039443 38.85084377847549, -76.98260327280649 38.85083777322648, -76.98272127720801 38.85082777336822, -76.98278027411862 38.85082077352062, -76.98285427158595 38.85080877616479, -76.98300227868049 38.85078178150477, -76.98307527452215 38.85076677504517, -76.98314728006225 38.85074977753246, -76.98329128045758 38.85071177361784, -76.9834322750779 38.85066877842497, -76.98355789006418 38.85062564577019, -76.98364927644782 38.8505907779366, -76.98372127311757 38.85056078089381, -76.98381827197537 38.8505157792184, -76.98386027938665 38.85049477735789, -76.98400727247393 38.85041277576584, -76.98405727700926 38.85038177556402, -76.98412027870731 38.85033977780732, -76.98422227165439 38.85026577831429, -76.98442302335383 38.85010128417782, -76.98453527516641 38.84999677419847, -76.98457127180005 38.84996078124371, -76.98483027978645 38.84968377869148, -76.98501027363578 38.84949877762529, -76.98519827606845 38.84929877824123, -76.9852262732053 38.84928177385493, -76.98526027100922 38.8492707788482, -76.98528327707477 38.84926777293178, -76.98534927352583 38.84927578072534, -76.98565127972697 38.84945877961832, -76.98591927090111 38.84963077432415, -76.98614827426712 38.84976977489113, -76.9863402797701 38.84988878095962, -76.98636627625122 38.84991177353129, -76.98638427454934 38.84995177309509, -76.98647527763757 38.8498607804335, -76.98504927564686 38.84897177994885, -76.98880727650449 38.84510377751605, -76.98910027184924 38.84471877528557, -76.98922553197808 38.84456871521919, -76.98850669034798 38.84467902715161, -76.98824996425138 38.84472657519701, -76.98813492977891 38.84474490475797, -76.9876936426468 38.84485141096823, -76.98752742347814 38.8448934087176, -76.98747607969746 38.84490638439068, -76.98742210941974 38.84491980117202, -76.98735323248496 38.84493693680245, -76.98720527320283 38.8449667746683, -76.9871372704017 38.84499077470203, -76.98709028059514 38.84500477764755, -76.98535827974356 38.84546777849899, -76.98509527705635 38.84553977673963, -76.98499527146215 38.84556678025386, -76.98455127545034 38.84568977769324, -76.98442827491503 38.84572477717425, -76.98424027784661 38.84577677571195, -76.98353527591495 38.84597977378065, -76.98343526888232 38.84600777589368, -76.98293126959813 38.84614877552116, -76.98280327905066 38.84618577243238, -76.98268027655907 38.84622177901438, -76.98252127325146 38.8462667795171, -76.98199027676861 38.84642077922322, -76.98198226992939 38.84642377779932, -76.98147526871129 38.84656877942561, -76.98133427053604 38.84660777253345, -76.98127527434053 38.84662478003448, -76.98098327705966 38.8467077726614, -76.98082127650252 38.84675277936559, -76.98066126836402 38.84679877710338, -76.98060427626433 38.84681577558835, -76.98042427857079 38.84687177805764, -76.98041827602842 38.84687477686232, -76.98031026969673 38.84691077444926, -76.98035227205034 38.84702977403847, -76.98045127417788 38.84731577265431, -76.98055973000172 38.84761939325838, -76.98063427474925 38.84782977977189, -76.98074739229524 38.8481532915856, -76.98086908988046 38.84848909219077, -76.98094527166212 38.84870177589593, -76.98096427557132 38.84875977533009, -76.98097026945386 38.84878977441086, -76.98097427066006 38.84881877322969, -76.98097627865207 38.8488487806687, -76.98098233428622 38.84916596879921, -76.98099779997612 38.84996628098202))"
