"","X","census_bg","Total.Area.in.acres","Total.Land.Area.in.acres","Tree.Canopy.in.acres","Tree.Canopy.area.in.percent","Vegetation.in.acres","Vegetation.Percentage","Building.area.in.acres","Building.area.in.percent","Total.Impervious.Area.in.acres","Total.Impervious.Area.in.percent","Road.Acres","Road.Area.in.percent","Sidewalk.Area.in.acres","Sidewalk.Area.in.percent","Other.Impervious.Area.in.acres","Other.Impervious.Area.in.percent","Surface.Water.Area.in.acres","Surface.Water.Area.in.percent","Soil.area.in.acres","Soil.area.in.percent","Urban.Tree.Canopy.area.in.acres","Urban.Tree.Canopy.area.percent","Possible.Vegetation.Planting.Area.in.acres","Possible.Vegetation.Planting.Area.in.percent","Total.Possible.Planting.Area.in.acres","Total.Possible.Planting.Area.in.percent","Impervious.Possible.Planting.Area.in.acres","Impervious.Possible.Planting.Area.in.percent","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.acres","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.percent","Total.Unsuitable.Planting.Area.in.acres","Total.Unsuitable.Planting.Area.in.percent","Unsuitable.Soil.and.Vegetation.Area.in.acres","Unsuitable.Soil.and.Vegetation.Area.in.percent","Unsuitable.Other.Land.Area.in.acres","Unsuitable.Other.Land.Area.in.percent","SHAPEAREA","SHAPELEN","Geographic.Area.Name","Income.in.the.past.12.months.below.poverty.level","Median.household.income.in.the.past.12.months","Total.Population","Total.Population.of.one.race","Total.White.Population","Total.African.American.Population","Total.American.Indian.Population","Total.Asian.Population","Total.Native.Hawaiian.Population","Total.Population.of.Other.Races","PovertyPerCapita","UTC_quart","income_quart","UTCacres_quart"
"284",283,110010076013,42.17,42.17,14.12,33.48351909,7.91,18.75741048,8.15,19.32653545,20.14,47.75907043,6.59,15.62722314,1.65,3.91273417,3.75,8.89257766,0,0,0,0,14.12,33.48351909,7.81,18.52027508,13.11,31.08845151,5.3,12.56817643,14.74,34.9537586,14.94,35.4280294,0,0,0.2,0.47427081,1837053.96444697,5515.90121290623,"Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia",91,34552,1438,1382,66,1281,1,9,0,25,0.0632823365785814,"Q3","Q1","Q2"
"285",284,110010076014,30.38,30.38,7.81,25.70770244,4.21,13.85780119,7.36,24.22646478,18.36,60.43449638,6.77,22.28439763,1.33,4.37788018,2.9,9.54575379,0,0,0,0,7.81,25.70770244,4.21,13.85780119,7.93,26.10269914,3.72,12.24489796,14.13,46.51086241,14.64,48.18959842,0,0,0.52,1.7116524,1323409.54432525,5052.71432569147,"Block Group 4, Census Tract 76.01, District of Columbia, District of Columbia",43,40192,967,930,44,876,0,2,0,8,0.0444674250258532,"Q2","Q1","Q2"
"286",285,110010076015,171.41,132.72,20.87,15.72483424,50.03,37.69590115,10.6,7.986739,60.59,45.65250151,32.72,24.65340567,4.58,3.45087402,12.69,9.56148282,38.69,22.57162793,1.22,0.91922845,20.87,15.72483424,47.71,35.94786016,60.36,45.47920434,12.65,9.53134418,43.32,32.64014467,51.48,38.78842676,1.22,0.91922845,6.95,5.23658831,7466084.356987,13831.0838104842,"Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia",26,27976,871,811,51,733,8,4,0,15,0.0298507462686567,"Q1","Q1","Q3"
"287",286,110010076031,52.18,52.18,18.94,36.29743197,11.22,21.50249138,8,15.33154465,22.02,42.20007666,7.64,14.64162514,2.76,5.28938291,3.63,6.95668839,0,0,0,0,18.94,36.29743197,11.19,21.44499808,17.41,33.36527405,6.23,11.9394404,15.63,29.95400537,15.82,30.31812955,0,0,0.19,0.36412419,2273018.6857221,6756.2645408123,"Block Group 1, Census Tract 76.03, District of Columbia, District of Columbia",79,52070,1386,1355,32,1299,0,3,0,21,0.056998556998557,"Q3","Q1","Q3"
"288",287,110010076032,80.77,80.77,33.07,40.94341959,16.32,20.20552185,10.07,12.46750031,31.38,38.85105856,14.62,18.10077999,2.72,3.36758698,3.97,4.91519128,0,0,0.01,0.01238083,33.07,40.94341959,16.23,20.09409434,22.1,27.36164417,5.87,7.26754983,24.69,30.5682803,25.61,31.70731707,0.01,0.01238083,0.91,1.12665594,3518430.40603537,7762.67741498145,"Block Group 2, Census Tract 76.03, District of Columbia, District of Columbia",0,51812,732,675,58,598,2,5,0,12,0,"Q4","Q1","Q4"
"289",288,110010076033,95.36,95.36,53.19,55.77810403,18.7,19.60989933,8.03,8.42072148,23.47,24.61199664,9.4,9.85738255,1.02,1.06963087,5.03,5.27474832,0,0,0,0,53.19,55.77810403,18.68,19.58892617,24.69,25.89135906,6.01,6.30243289,17.43,18.27810403,17.48,18.33053691,0,0,0.05,0.05243289,4153886.77819791,8684.09071570581,"Block Group 3, Census Tract 76.03, District of Columbia, District of Columbia",52,85817,726,672,90,565,2,4,0,11,0.0716253443526171,"Q4","Q2","Q4"
"290",289,110010076034,74.77,74.77,43.44,58.09816771,13.51,18.06874415,7.54,10.08425839,17.82,23.83308814,6.36,8.50608533,1.42,1.89915742,2.49,3.33021265,0,0,0.01,0.01337435,43.44,58.09816771,13.51,18.06874415,17.41,23.28473987,3.9,5.21599572,13.9,18.59034372,13.92,18.61709242,0.01,0.01337435,0.02,0.0267487,3256859.9733217,7398.82426740701,"Block Group 4, Census Tract 76.03, District of Columbia, District of Columbia",0,43971,1341,1283,77,1176,4,6,1,19,0,"Q4","Q1","Q4"
"291",290,110010076041,41.38,41.38,16.1,38.90768487,6.58,15.90140164,5.97,14.42725955,18.7,45.19091348,8.14,19.67133881,1.64,3.96326728,2.94,7.10488159,0,0,0,0,16.1,38.90768487,6.58,15.90140164,11.15,26.94538424,4.57,11.0439826,14.12,34.12276462,14.13,34.14693088,0,0,0.02,0.04833253,1802184.72023983,6807.51588942379,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",102,29655,1145,1079,20,1023,1,4,1,30,0.0890829694323144,"Q3","Q1","Q3"
"292",291,110010095082,61.73,61.73,12.69,20.55726551,19.53,31.63777742,12.09,19.58529078,29.5,47.78875749,10.15,16.44257249,1.27,2.05734651,5.99,9.70354771,0,0,0,0,12.69,20.55726551,19.53,31.63777742,26.8,43.41487121,7.26,11.76089422,22.24,36.02786328,22.24,36.02786328,0,0,0,0,2688784.04348837,7186.1526786858,"Block Group 2, Census Tract 95.08, District of Columbia, District of Columbia",23,105905,1541,1426,212,998,9,61,0,146,0.0149253731343284,"Q2","Q3","Q2"
"293",292,110010095083,56.67,56.67,14.5,25.58673019,17.18,30.31586377,6.54,11.54049762,25,44.11505206,11.66,20.57526028,1.41,2.48808894,5.39,9.51120522,0,0,0,0,14.5,25.58673019,17.18,30.31586377,23.98,42.31515793,6.8,11.99929416,18.2,32.1157579,18.2,32.1157579,0,0,0,0,2468904.66140934,8940.76386436556,"Block Group 3, Census Tract 95.08, District of Columbia, District of Columbia",12,37045,417,383,102,242,4,19,0,16,0.0287769784172662,"Q2","Q1","Q3"
"294",293,110010095091,44.08,44.08,11.52,26.13430127,13.7,31.07985481,7.18,16.28856624,18.86,42.78584392,7.36,16.6969147,0.75,1.70145191,3.57,8.09891107,0,0,0,0,11.52,26.13430127,13.7,31.07985481,18.02,40.88021779,4.32,9.80036298,14.54,32.98548094,14.54,32.98548094,0,0,0,0,1920111.84556328,6770.32541346276,"Block Group 1, Census Tract 95.09, District of Columbia, District of Columbia",12,103782,1026,956,97,785,5,14,0,55,0.0116959064327485,"Q2","Q3","Q2"
"295",294,110010095092,52.55,52.55,14.51,27.61179829,15.09,28.71550904,8.6,16.36536632,22.94,43.65366318,9.18,17.46907707,1.16,2.2074215,4,7.61179829,0,0,0,0,14.51,27.61179829,15.09,28.71550904,20.25,38.53472883,5.16,9.81921979,17.78,33.83444339,17.78,33.83444339,0,0,0,0,2288846.83433892,6948.34220187306,"Block Group 2, Census Tract 95.09, District of Columbia, District of Columbia",0,66836,1082,1000,159,764,9,15,0,53,0,"Q2","Q2","Q3"
"296",295,110010095093,62.93,62.93,12.1,19.22771333,13.02,20.68965517,11.89,18.89400922,37.82,60.09852217,17.52,27.84045765,1.03,1.63673923,7.38,11.72731607,0,0,0,0,12.1,19.22771333,13.02,20.68965517,21.42,34.0378198,8.41,13.3640553,29.41,46.73446687,29.41,46.73446687,0,0,0,0,2741184.14888944,7324.59158819794,"Block Group 3, Census Tract 95.09, District of Columbia, District of Columbia",0,74718,1086,987,198,722,6,42,0,19,0,"Q1","Q2","Q2"
"297",296,110010096011,514.85,479.61,194.73,40.60173891,143.73,29.96809908,22.66,4.72467213,131.77,27.47440629,54.59,11.38216468,10.41,2.17051354,44.12,9.19914097,35.24,6.84402635,9.38,1.95575572,194.73,40.60173891,135.49,28.25003649,185.99,38.77942495,50.49,10.52730343,77.24,16.10475178,98.9,20.62092117,9.22,1.92239528,12.43,2.59168908,22426783.5254969,22035.8804760903,"Block Group 1, Census Tract 96.01, District of Columbia, District of Columbia",187,35057,2086,2004,65,1880,5,1,0,53,0.0896452540747843,"Q4","Q1","Q4"
"298",297,110010096021,115.63,115.57,22.21,19.21779008,15.11,13.07432725,12.1,10.46984512,77.77,67.29254997,36.19,31.31435494,5.38,4.65518733,24.1,20.85316259,0.05,0.04701548,0.49,0.42398546,22.21,19.21779008,15.08,13.04836895,44.15,38.20195552,29.07,25.15358657,48.3,41.79285282,49.22,42.58890716,0.47,0.40667993,0.46,0.39802717,5036396.68899827,11654.0396048616,"Block Group 1, Census Tract 96.02, District of Columbia, District of Columbia",123,31161,0,0,0,0,0,0,0,0,0,"Q1","Q1","Q3"
"299",298,110010076042,202.15,202.15,120.3,59.51026466,23.39,11.57061588,14.42,7.13331684,58.45,28.91417264,28.46,14.07865446,4.09,2.02325006,11.48,5.67895127,0,0,0.01,0.00494682,120.3,59.51026466,22.81,11.28370022,37.87,18.73361365,15.06,7.44991343,42.88,21.21197131,43.99,21.76106851,0.01,0.00494682,1.09,0.53920356,8805883.63607633,16998.1471988781,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",0,110194,1130,1071,61,980,12,4,0,14,0,"Q4","Q3","Q4"
"300",299,110010076043,94.63,94.63,61.44,64.92655606,9.81,10.36669132,7.16,7.5663109,23.37,24.69618514,9.28,9.80661524,2.4,2.5361936,4.54,4.79763289,0,0,0,0,61.44,64.92655606,9.77,10.32442143,16.34,17.2672514,6.57,6.94282997,16.43,17.36235866,16.85,17.80619254,0,0,0.42,0.44383388,4121980.35236396,8535.13188355491,"Block Group 3, Census Tract 76.04, District of Columbia, District of Columbia",43,50188,614,605,13,590,1,1,0,0,0.0700325732899023,"Q4","Q1","Q4"
"301",300,110010076051,32.16,32.16,6.26,19.46517413,9.05,28.14054726,6.19,19.24751244,16.86,52.42537313,5.58,17.35074627,1.04,3.23383085,4.05,12.59328358,0,0,0,0,6.26,19.46517413,9.05,28.14054726,14.14,43.96766169,5.09,15.82711443,11.77,36.59825871,11.77,36.59825871,0,0,0,0,1400958.29525121,4832.20166867962,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",25,52279,747,702,31,653,4,4,0,10,0.0334672021419009,"Q1","Q1","Q1"
"302",301,110010076052,59.21,59.21,30.61,51.69734842,7.61,12.85255869,6.99,11.80543827,20.99,35.45009289,8.84,14.92991049,2.15,3.63114339,3,5.0667117,0,0,0,0,30.61,51.69734842,7.61,12.85255869,12.68,21.41530147,5.06,8.54585374,15.83,26.73534876,15.92,26.88735011,0,0,0.09,0.15200135,2579263.52048875,8180.50207676293,"Block Group 2, Census Tract 76.05, District of Columbia, District of Columbia",130,33590,729,691,19,650,12,3,0,7,0.178326474622771,"Q4","Q1","Q3"
"303",302,110010076053,20.75,20.75,6.42,30.93975904,2.38,11.46987952,4.45,21.44578313,11.95,57.59036145,4.87,23.46987952,0.82,3.95180723,1.82,8.77108434,0,0,0,0,6.42,30.93975904,2.22,10.69879518,4.82,23.22891566,2.6,12.53012048,9.32,44.91566265,9.51,45.8313253,0,0,0.19,0.91566265,903866.874602659,4198.7024047334,"Block Group 3, Census Tract 76.05, District of Columbia, District of Columbia",65,94605,1223,1194,11,1148,5,19,0,11,0.053147996729354,"Q3","Q2","Q1"
"304",303,110010077031,90.57,90.57,51.46,56.81793088,11.98,13.22733797,8.52,9.40708844,27.13,29.95473115,10.32,11.39450149,2.48,2.73821354,5.8,6.4038865,0,0,0,0,51.46,56.81793088,11.36,12.54278459,19.27,21.27636083,7.92,8.74461742,18.85,20.81263111,19.84,21.90570829,0,0,0.99,1.09307718,3945206.49660543,9780.40357405425,"Block Group 1, Census Tract 77.03, District of Columbia, District of Columbia",22,47092,984,940,32,783,8,2,1,114,0.0223577235772358,"Q4","Q1","Q4"
"305",304,110010077032,75.09,75.09,32.52,43.30803036,16.14,21.49420695,5.89,7.84392063,26.41,35.17112798,11.36,15.12851245,1.98,2.6368358,7.18,9.5618591,0,0,0.01,0.01331735,32.52,43.30803036,15.52,20.6685311,22.96,30.57664136,7.44,9.90811027,17.25,22.97243308,19.61,26.11532827,0.01,0.01331735,2.34,3.11626049,3270820.30249453,10259.1112939085,"Block Group 2, Census Tract 77.03, District of Columbia, District of Columbia",81,45483,1221,1169,15,1125,9,3,1,16,0.0663390663390663,"Q4","Q1","Q4"
"306",305,110010077033,64.63,64.63,16.12,24.94197741,15.95,24.67894167,10.39,16.07612564,31.93,49.40430141,11.57,17.90190314,4.4,6.80798391,5.56,8.60281603,0,0,0.64,0.9902522,16.12,24.94197741,15.84,24.50874207,25.27,39.0994894,9.43,14.59074733,21.97,33.99350147,23.24,35.95853319,0.59,0.91288875,0.68,1.05214297,2815142.52552072,7719.88100416653,"Block Group 3, Census Tract 77.03, District of Columbia, District of Columbia",297,16903,2272,2199,35,2116,6,0,3,39,0.130721830985915,"Q2","Q1","Q3"
"307",306,110010077034,19.59,19.59,6.46,32.97600817,2.75,14.03777437,2.87,14.6503318,10.32,52.67993874,4.58,23.37927514,0.97,4.95150587,1.9,9.69882593,0,0,0.06,0.30627871,6.46,32.97600817,2.73,13.93568147,5.57,28.43287392,2.85,14.5482389,7.45,38.02960694,7.56,38.59111792,0.06,0.30627871,0.05,0.25523226,853581.16297996,5621.61140405406,"Block Group 4, Census Tract 77.03, District of Columbia, District of Columbia",86,94605,750,708,4,679,5,3,0,17,0.114666666666667,"Q3","Q2","Q2"
"308",307,110010077071,93.01,93.01,31.16,33.501774,19.38,20.8364692,12.01,12.91259004,42.48,45.67250833,16.68,17.93355553,3.8,4.0855822,9.99,10.74078056,0,0,0,0,31.16,33.501774,18.18,19.54628535,30.64,32.94269433,12.46,13.39640899,28.69,30.84614558,31.21,33.55553166,0,0,2.52,2.70938609,4051479.99666029,10222.7037932583,"Block Group 1, Census Tract 77.07, District of Columbia, District of Columbia",152,30185,1458,1393,41,1297,9,6,1,39,0.104252400548697,"Q3","Q1","Q3"
"309",308,110010077072,115.24,115.24,42.47,36.85352308,21.63,18.76952447,14.17,12.29607775,51.15,44.38562999,17.44,15.13363415,3.57,3.09788268,15.97,13.8580354,0,0,0,0,42.47,36.85352308,21.54,18.69142659,37.55,32.58417216,16,13.88406803,31.59,27.41235682,35.23,30.5709823,0,0,3.64,3.15862548,5020134.56167765,9268.51269384263,"Block Group 2, Census Tract 77.07, District of Columbia, District of Columbia",69,67438,1046,1017,22,972,0,3,0,20,0.0659655831739962,"Q3","Q2","Q4"
"310",309,110010077081,31.86,31.86,9.91,31.10483365,4.35,13.65348399,4.94,15.50533584,17.47,54.83364721,5.1,16.00753296,1.44,4.51977401,6,18.83239171,0,0,0.12,0.37664783,9.91,31.10483365,4.35,13.65348399,11.78,36.9742624,7.43,23.32077841,10.03,31.48148148,10.16,31.88951664,0.12,0.37664783,0.01,0.03138732,1387681.03426004,5181.62868195755,"Block Group 1, Census Tract 77.08, District of Columbia, District of Columbia",201,17339,1174,1154,8,1120,15,3,0,8,0.171209540034072,"Q3","Q1","Q2"
"311",310,110010077082,179.75,149.62,76.68,51.24983291,19.27,12.87929421,7.43,4.96591365,52.35,34.98863788,22.3,14.90442454,2.47,1.65084882,20.15,13.46745088,30.13,16.76266964,1.32,0.882235,76.68,51.24983291,19.27,12.87929421,41.87,27.98422671,22.6,15.1049325,29.72,19.86365459,31.07,20.76594038,1.32,0.882235,0.02,0.0133672,7829624.77034825,14691.6503100835,"Block Group 2, Census Tract 77.08, District of Columbia, District of Columbia",46,33026,1400,1356,21,1302,6,7,1,19,0.0328571428571429,"Q4","Q1","Q4"
"312",311,110010077091,190.86,170.8,60.72,35.55035129,52.73,30.87236534,10.96,6.41686183,56.36,32.99765808,32.82,19.21545667,4.9,2.86885246,7.68,4.49648712,20.05,10.50770609,0.99,0.57962529,60.72,35.55035129,44.72,26.18266979,56.61,33.1440281,11.89,6.96135831,43.3,25.35128806,53.47,31.30562061,0.95,0.55620609,9.23,5.40398126,8313561.44264593,13338.8520440845,"Block Group 1, Census Tract 77.09, District of Columbia, District of Columbia",31,39722,1249,1215,58,1130,5,9,0,13,0.0248198558847078,"Q3","Q1","Q4"
"313",312,110010077092,37.62,37.62,11.95,31.76501861,6.24,16.58692185,5.86,15.57682084,19.38,51.51515152,8.14,21.6374269,2.11,5.60871877,3.28,8.71876661,0,0,0.05,0.13290803,11.95,31.76501861,6.08,16.16161616,11.03,29.3195109,4.95,13.15789474,13.99,37.18766614,14.64,38.91547049,0.05,0.13290803,0.6,1.59489633,1638614.19353412,5767.48807903399,"Block Group 2, Census Tract 77.09, District of Columbia, District of Columbia",57,25688,823,791,33,744,2,0,0,12,0.0692588092345079,"Q3","Q1","Q2"
"314",313,110010078031,119.1,118.84,61.02,51.34634803,11.26,9.47492427,12.33,10.37529451,45.35,38.160552,18.35,15.44092898,5.04,4.2409963,9.64,8.11174689,0.26,0.22178607,1.21,1.0181757,61.02,51.34634803,9.25,7.78357455,23.83,20.05217099,14.58,12.26859643,30.68,25.81622349,33.99,28.60148098,0.57,0.47963649,2.74,2.305621,5188028.06715314,11113.3734172799,"Block Group 1, Census Tract 78.03, District of Columbia, District of Columbia",94,31307,1560,1481,53,1362,1,3,0,62,0.0602564102564103,"Q4","Q1","Q4"
"315",314,110010078032,34.09,34.09,12.56,36.84364916,6.74,19.7711939,4.59,13.46435905,14.79,43.38515694,5.06,14.84306248,0.93,2.72807275,4.23,12.40833089,0,0,0,0,12.56,36.84364916,6.74,19.7711939,11.89,34.87826342,5.15,15.10706952,9.64,28.27808742,9.64,28.27808742,0,0,0,0,1485032.47786878,5000.7213680922,"Block Group 2, Census Tract 78.03, District of Columbia, District of Columbia",39,64115,748,712,19,650,1,3,0,39,0.0521390374331551,"Q3","Q2","Q2"
"316",315,110010078033,44.86,44.86,14.61,32.5679893,7.58,16.89701293,6.68,14.89077129,22.64,50.46812305,9.4,20.95407936,1.81,4.03477486,4.75,10.58849755,0,0,0.02,0.04458315,14.61,32.5679893,7.57,16.87472136,13.91,31.00757914,6.34,14.13285778,16.08,35.84485065,16.34,36.42443156,0.02,0.04458315,0.23,0.5127062,1954094.16254742,5660.9423813168,"Block Group 3, Census Tract 78.03, District of Columbia, District of Columbia",0,112643,952,890,42,816,5,5,1,21,0,"Q3","Q3","Q3"
"317",316,110010078034,49.71,49.71,17.48,35.16395092,8.09,16.27439147,8.38,16.8577751,24.03,48.34037417,8.1,16.29450815,1.62,3.25890163,5.93,11.9291893,0,0,0.1,0.20116677,17.48,35.16395092,8.09,16.27439147,15.65,31.48259907,7.56,15.2082076,16.48,33.15228324,16.58,33.35345001,0.1,0.20116677,0,0,2165155.93706903,6538.10174338961,"Block Group 4, Census Tract 78.03, District of Columbia, District of Columbia",96,35858,1330,1271,38,1175,1,5,0,52,0.0721804511278196,"Q3","Q1","Q3"
"318",317,110010078041,67.91,67.53,24.36,36.07285651,12.14,17.97719532,7.09,10.49903746,30.55,45.23915297,14.89,22.0494595,2.9,4.29438768,5.67,8.39626833,0.38,0.55383115,0.47,0.69598697,24.36,36.07285651,12.12,17.94757885,19.98,29.58685029,7.86,11.63927143,21.98,32.54849696,23.19,34.3402932,0.47,0.69598697,0.73,1.08100104,2958495.30258641,11780.1195208923,"Block Group 1, Census Tract 78.04, District of Columbia, District of Columbia",50,56211,1483,1438,25,1373,3,7,0,30,0.0337154416722859,"Q3","Q2","Q3"
"319",318,110010078042,87.88,87.83,23.7,26.98394626,24.68,28.09973813,10.84,12.34202437,39.45,44.91631561,13.36,15.21120346,5.94,6.76306501,9.3,10.58863714,0.05,0.0514587,0,0,23.7,26.98394626,21.98,25.02561767,35.58,40.51007628,13.6,15.48445861,24.21,27.56461346,28.55,32.50597746,0,0,4.34,4.941364,3828018.15921219,7951.58426601483,"Block Group 2, Census Tract 78.04, District of Columbia, District of Columbia",166,94605,1308,1254,19,1199,12,3,0,21,0.126911314984709,"Q2","Q2","Q3"
"320",319,110010078043,53.72,53.72,18.39,34.23306031,10.99,20.45793001,7.53,14.01712584,24.3,45.23454952,9.93,18.48473567,1.32,2.45718541,5.52,10.27550261,0,0,0.02,0.03723008,18.39,34.23306031,10.86,20.21593448,17.63,32.8183172,6.77,12.60238273,17.46,32.5018615,17.69,32.93000745,0.02,0.03723008,0.21,0.39091586,2339698.17670825,7430.91683171462,"Block Group 3, Census Tract 78.04, District of Columbia, District of Columbia",0,49185,708,678,31,628,6,4,0,9,0,"Q3","Q1","Q3"
"321",320,110010078061,73.2,73.2,22.62,30.90163934,15.32,20.92896175,10.69,14.60382514,35.26,48.16939891,13.71,18.7295082,2.46,3.36065574,8.39,11.46174863,0,0,0,0,22.62,30.90163934,13.52,18.46994536,23.64,32.29508197,10.12,13.82513661,24.39,33.31967213,26.94,36.80327869,0,0,2.56,3.49726776,3188806.65678777,8778.30722285892,"Block Group 1, Census Tract 78.06, District of Columbia, District of Columbia",15,53363,1404,1360,46,1240,9,1,2,62,0.0106837606837607,"Q3","Q1","Q3"
"322",321,110010078062,97.02,97.02,27.25,28.08699237,15.57,16.04823748,13.24,13.64667079,54.21,55.8750773,19.89,20.50092764,4.67,4.81344053,16.4,16.90373119,0,0,0,0,27.25,28.08699237,15.5,15.9760874,33.61,34.64234179,18.11,18.66625438,33.12,34.13729128,36.17,37.280973,0,0,3.05,3.14368172,4226243.75803588,10050.5016939676,"Block Group 2, Census Tract 78.06, District of Columbia, District of Columbia",33,31904,2053,1980,78,1824,14,8,2,54,0.0160740379931807,"Q2","Q1","Q3"
"323",322,110010078071,59.9,59.9,22.35,37.31218698,11.57,19.31552588,7.77,12.97161937,25.99,43.38898164,11.1,18.53088481,1.96,3.2721202,5.15,8.59766277,0,0,0,0,22.35,37.31218698,10.84,18.09682805,17.5,29.21535893,6.67,11.13522538,18.87,31.50250417,20.05,33.47245409,0,0,1.18,1.96994992,2609076.54439792,7602.97675608986,"Block Group 1, Census Tract 78.07, District of Columbia, District of Columbia",36,40588,1137,1093,32,1010,7,2,0,42,0.0316622691292876,"Q3","Q1","Q3"
"324",323,110010078072,69.53,69.52,17.05,24.52531646,13.93,20.03739931,11.06,15.90909091,38.54,55.43728423,12.76,18.35443038,4.62,6.64556962,10.1,14.52819333,0,0.00248793,0,0,17.05,24.52531646,12.5,17.98043728,22.66,32.59493671,10.16,14.61449942,23.82,34.26352129,29.81,42.87974684,0,0,5.99,8.61622555,3028529.37735994,8567.44322484008,"Block Group 2, Census Tract 78.07, District of Columbia, District of Columbia",47,46250,977,955,18,899,0,13,0,25,0.0481064483111566,"Q2","Q1","Q3"
"325",324,110010078081,76.2,75.97,24.37,32.07845202,16.91,22.25878636,10.38,13.66328814,34.68,45.64959853,12.79,16.835593,3.73,4.90983283,7.79,10.25404765,0.23,0.30125756,0.01,0.01316309,24.37,32.07845202,16.22,21.35053311,27.33,35.97472687,11.11,14.62419376,23.16,30.48571805,24.27,31.94682111,0.01,0.01316309,1.1,1.44793998,3319579.31758486,7597.30127696736,"Block Group 1, Census Tract 78.08, District of Columbia, District of Columbia",220,33000,1489,1436,27,1350,13,7,1,38,0.147750167897918,"Q3","Q1","Q3"
"326",325,110010078082,92.97,92.74,30.6,32.99547121,19.5,21.02652577,8.73,9.41341385,42.54,45.87017468,16.28,17.55445331,3.18,3.42894113,14.34,15.46258357,0.23,0.24559902,0.1,0.10782834,30.6,32.99547121,16.94,18.26612034,34.12,36.79102868,17.18,18.52490835,25.01,26.96786716,28.02,30.21350011,0.1,0.10782834,2.91,3.13780462,4049558.73034175,7874.2935851196,"Block Group 2, Census Tract 78.08, District of Columbia, District of Columbia",52,22411,1340,1316,15,1247,5,5,0,44,0.0388059701492537,"Q3","Q1","Q3"
"327",326,110010078083,65.67,65.6,24.22,36.92073171,14.81,22.57621951,7.19,10.96036585,26.22,39.9695122,10.54,16.06707317,2.59,3.94817073,5.9,8.99390244,0.07,0.11213082,0.35,0.53353659,24.22,36.92073171,12.52,19.08536585,20.36,31.03658537,7.85,11.96646341,17.73,27.02743902,21.02,32.04268293,0.35,0.53353659,2.94,4.48170732,2860312.28660649,7073.72732657837,"Block Group 3, Census Tract 78.08, District of Columbia, District of Columbia",0,107188,963,929,28,853,5,5,0,38,0,"Q3","Q3","Q3"
"328",327,110010078091,63.23,63.23,19.84,31.37751068,12.21,19.3104539,10.09,15.95761506,30.96,48.96409932,11.06,17.49169698,2.6,4.11197217,7.21,11.40281512,0,0,0.22,0.34793611,19.84,31.37751068,12.2,19.29463862,22,34.79361063,9.79,15.48315673,21.15,33.44931204,21.4,33.84469397,0.22,0.34793611,0.02,0.03163056,2754331.7219754,7033.97928176133,"Block Group 1, Census Tract 78.09, District of Columbia, District of Columbia",81,51800,1951,1876,25,1796,6,7,0,42,0.0415171706817017,"Q3","Q1","Q3"
"329",328,110010078092,69.01,69.01,20.42,29.58991451,12.97,18.79437763,11.6,16.80915809,35.62,51.61570787,12.92,18.72192436,2.66,3.85451384,8.45,12.24460223,0,0,0,0,20.42,29.58991451,12.97,18.79437763,24.08,34.8934937,11.11,16.09911607,24.52,35.53108245,24.52,35.53108245,0,0,0,0,3005974.07556238,8073.59958218382,"Block Group 2, Census Tract 78.09, District of Columbia, District of Columbia",81,94605,1204,1098,46,964,6,8,0,74,0.0672757475083056,"Q3","Q2","Q3"
"330",329,110010079011,21.91,21.91,3.23,14.74212688,2.03,9.26517572,4.75,21.67959836,16.63,75.90141488,5.83,26.6088544,1.72,7.85029667,4.33,19.76266545,0,0,0.02,0.09128252,3.23,14.74212688,1.25,5.70515746,4.16,18.98676403,2.91,13.28160657,9.73,44.40894569,14.52,66.27110908,0,0,4.79,21.8621634,954450.380106708,4141.59487007654,"Block Group 1, Census Tract 79.01, District of Columbia, District of Columbia",28,70909,813,768,138,600,4,17,0,9,0.034440344403444,"Q1","Q2","Q1"
