,census_bg,Total Area in acres,Total Land Area in acres,Tree Canopy in acres,Tree Canopy area in percent,Vegetation in acres,Vegetation Percentage,Building area in acres,Building area in percent,Total Impervious Area in acres,Total Impervious Area in percent,Road Acres,Road Area in percent,Sidewalk Area in acres,Sidewalk Area in percent,Other Impervious Area in acres,Other Impervious Area in percent,Surface Water Area in acres,Surface Water Area in percent,Soil area in acres,Soil area in percent,Urban Tree Canopy area in acres,Urban Tree Canopy area percent,Possible Vegetation Planting Area in acres,Possible Vegetation Planting Area in percent,Total Possible Planting Area in acres,Total Possible Planting Area in percent,Impervious Possible Planting Area in acres,Impervious Possible Planting Area in percent,Unsuitable Impervious Planting Buildings and Roads Area in acres,Unsuitable Impervious Planting Buildings and Roads Area in percent,Total Unsuitable Planting Area in acres,Total Unsuitable Planting Area in percent,Unsuitable Soil and Vegetation Area in acres,Unsuitable Soil and Vegetation Area in percent,Unsuitable Other Land Area in acres,Unsuitable Other Land Area in percent,SHAPEAREA,SHAPELEN,Geographic Area Name,Income in the past 12 months below poverty level,Median household income in the past 12 months,Total Population,Total Population of one race,Total White Population,Total African American Population,Total American Indian Population,Total Asian Population,Total Native Hawaiian Population,Total Population of Other Races
0,110010001004,287.26,166.02,92.93,55.97518371,5.89,3.54776533,31.54,18.99771112,67.01,40.36260691,17.43,10.49873509,9.74,5.86676304,8.3,4.99939766,121.25,42.20747438,0.17,0.10239730000000001,92.93,55.97518371,4.23,2.5478857999999995,20.56,12.38405011,16.33,9.83616432,48.41,29.15913745,52.56,31.65883628,0.17,0.10239730000000001,3.97,2.39127816,12511829.1961911,21554.2446298816,"Block Group 4, Census Tract 1, District of Columbia, District of Columbia",7,216513,,,,,,,,
1,110010002011,133.35,133.34,39.42,29.56352182,19.01,14.25678716,29.47,22.10139493,74.91,56.17969102,17.03,12.77186141,11.17,8.37708115,17.24,12.92935353,0.01,0.01000658,0.0,0.0,39.42,29.56352182,15.25,11.43692815,36.14,27.10364482,20.89,15.66671666,46.37,34.77576121,57.77,43.32533373,0.0,0.0,11.4,8.54957252,5807664.72050936,10661.9385897218,"Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia",0,94605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,110010002021,47.44,47.44,15.31,32.27234401,3.78,7.96795953,12.79,26.96037099,28.35,59.75969646,8.42,17.74873524,2.42,5.10118044,4.72,9.94940978,0.0,0.0,0.0,0.0,15.31,32.27234401,3.71,7.82040472,10.18,21.45868465,6.47,13.63827993,21.21,44.70910624,21.95,46.26897133,0.0,0.0,0.75,1.58094435,2066792.9654778,8808.711449988941,"Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia",0,250000,1179.0,1094.0,935.0,43.0,5.0,98.0,0.0,13.0
3,110010002022,33.48,33.48,11.52,34.40860215,2.86,8.54241338,8.84,26.40382318,19.01,56.78016726,4.51,13.47072879,1.92,5.73476703,3.74,11.17084827,0.0,0.0,0.1,0.29868578,11.52,34.40860215,2.75,8.21385902,7.6,22.70011947,4.85,14.48626045,13.34,39.84468339,14.36,42.89127838,0.0,0.0,1.02,3.04659498,1458942.50630197,4940.845639570251,"Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia",0,217056,775.0,719.0,646.0,13.0,1.0,47.0,0.0,12.0
4,110010002023,38.17,38.17,9.17,24.0241027,1.68,4.40136233,13.59,35.60387739,27.32,71.57453498,7.17,18.78438564,2.76,7.23080954,3.8,9.95546241,0.0,0.0,0.0,0.0,9.17,24.0241027,1.67,4.37516374,8.18,21.43044276,6.52,17.0814776,20.76,54.38826303,20.82,54.54545455,0.0,0.0,0.06,0.15719151,1662652.05562864,5300.31661129301,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",0,185465,926.0,848.0,757.0,24.0,3.0,50.0,0.0,14.0
5,110010006001,53.1,53.1,36.48,68.70056497,3.76,7.08097928,5.67,10.677966099999999,12.84,24.18079096,4.46,8.399246699999999,0.64,1.20527307,2.08,3.91713748,0.0,0.0,0.01,0.01883239,36.48,68.70056497,3.74,7.0433145,6.42,12.09039548,2.69,5.06591337,10.12,19.05838041,10.2,19.20903955,0.01,0.01883239,0.07,0.13182674,2312922.38241251,6943.86819859328,"Block Group 1, Census Tract 6, District of Columbia, District of Columbia",0,109716,1134.0,1025.0,860.0,98.0,0.0,48.0,0.0,19.0
6,110010002024,185.98,83.27,28.71,34.47820343,6.46,7.757896000000001,19.39,23.28569713,48.1,57.76390056,15.73,18.89035667,7.22,8.67058965,5.76,6.91725712,102.71,55.22558014,0.0,0.0,28.71,34.47820343,4.19,5.03182419,15.49,18.60213762,11.31,13.58232257,34.75,41.7317161,39.07,46.91965894,0.0,0.0,4.32,5.18794284,8099078.31399759,14648.3892160026,"Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia",0,108603,1792.0,1617.0,1235.0,113.0,2.0,204.0,0.0,63.0
7,110010003001,61.81,61.81,21.39,34.6060508,10.14,16.40511244,12.47,20.17472901,30.27,48.97265815,10.08,16.30804077,1.99,3.21954376,5.74,9.28652322,0.0,0.0,0.0,0.0,21.39,34.6060508,10.09,16.32421938,17.47,28.26403495,7.39,11.95599418,22.55,36.48276978,22.95,37.12991425,0.0,0.0,0.39,0.63096586,2691791.95638615,8557.080237573191,"Block Group 1, Census Tract 3, District of Columbia, District of Columbia",0,145294,1392.0,1248.0,1043.0,42.0,4.0,114.0,3.0,42.0
8,110010003002,29.41,29.41,11.62,39.51037062,5.4,18.36110167,6.35,21.59129548,12.36,42.02652159,3.65,12.41074464,1.09,3.70622237,1.27,4.3182591,0.0,0.0,0.04,0.13600816,11.62,39.51037062,5.4,18.36110167,7.76,26.38558314,2.36,8.02448147,10.0,34.00204012,10.04,34.13804828,0.04,0.13600816,0.0,0.0,1280874.52768932,4562.17920981008,"Block Group 2, Census Tract 3, District of Columbia, District of Columbia",0,104119,1426.0,1287.0,989.0,114.0,8.0,129.0,2.0,45.0
9,110010003003,120.95,120.52,75.95,63.01858613,14.49,12.02290076,15.06,12.49585131,29.92,24.82575506,8.6,7.1357451,1.26,1.04546963,5.0,4.14868901,0.42,0.350389,0.15,0.12446067,75.95,63.01858613,12.53,10.39661467,18.0,14.93528045,5.47,4.53866578,23.66,19.63159642,26.57,22.04613342,0.15,0.12446067,2.76,2.29007634,5268112.66092474,11267.381793563602,"Block Group 3, Census Tract 3, District of Columbia, District of Columbia",0,203750,1696.0,1495.0,1269.0,54.0,1.0,144.0,0.0,27.0
10,110010003004,40.47,40.47,12.68,31.33185075,5.09,12.57721769,11.05,27.30417593,22.7,56.09093155,6.31,15.59179639,1.11,2.74277242,4.23,10.45218681,0.0,0.0,0.0,0.0,12.68,31.33185075,5.09,12.57721769,10.43,25.77217692,5.34,13.19495923,17.36,42.89597233,17.36,42.89597233,0.0,0.0,0.0,0.0,1762572.01678019,5481.21891111555,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",27,214071,1647.0,1523.0,1344.0,50.0,3.0,101.0,1.0,24.0
11,110010004001,132.64,132.64,56.08,42.27985525,16.3,12.28890229,17.01,12.82418577,60.27,45.43878166,19.0,14.32448733,5.66,4.26718938,18.6,14.02291918,0.0,0.0,0.0,0.0,56.08,42.27985525,15.92,12.00241255,29.47,22.21803378,13.55,10.21562123,35.79,26.98281062,47.1,35.50965018,0.0,0.0,11.31,8.52683957,5777580.05808195,10042.0950392739,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",7,250000,646.0,602.0,543.0,21.0,3.0,25.0,0.0,10.0
12,110010004002,245.77,245.73,140.33,57.10739429,36.37,14.80079762,23.72,9.65287104,68.28,27.78659504,28.9,11.76087576,5.0,2.03475359,10.66,4.33809466,0.04,0.0156846,0.75,0.30521304,140.33,57.10739429,34.85,14.18223253,49.69,20.22138119,14.84,6.03914866,52.61,21.40967729,55.72,22.67529402,0.2,0.08139014,2.91,1.18422659,10704710.0247873,16120.8262879704,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",12,113438,997.0,896.0,699.0,63.0,7.0,97.0,0.0,30.0
13,110010001001,201.36,201.27,130.67,64.9227406,20.67,10.26978685,19.88,9.87727928,49.92,24.802504100000004,14.9,7.40299101,5.17,2.56868883,9.97,4.95354499,0.09,0.04565129,0.01,0.00496845,130.67,64.9227406,20.4,10.13563869,32.48,16.13752671,12.08,6.00188801,34.76,17.27033338,38.11,18.93476425,0.01,0.00496845,3.35,1.66443086,8770280.12922576,14237.0919740102,"Block Group 1, Census Tract 1, District of Columbia, District of Columbia",32,155938,,,,,,,,
14,110010001002,49.25,49.2,18.54,37.68292683,7.35,14.93902439,9.22,18.7398374,23.17,47.09349594,7.97,16.19918699,2.11,4.28861789,3.87,7.86585366,0.05,0.09282442,0.13,0.26422764,18.54,37.68292683,6.45,13.109756099999998,11.95,24.28861789,5.5,11.17886179,17.19,34.93902439,18.71,38.02845528,0.01,0.0203252,1.51,3.06910569,2145502.48906348,7114.87665574927,"Block Group 2, Census Tract 1, District of Columbia, District of Columbia",0,197773,,,,,,,,
15,110010001003,48.03,48.03,17.52,36.47720175,3.09,6.43347908,14.18,29.52321466,27.42,57.08931918,5.6,11.65937955,2.28,4.7470330999999995,5.37,11.18051218,0.0,0.0,0.0,0.0,17.52,36.47720175,3.04,6.32937747,10.47,21.7988757,7.44,15.49031855,19.78,41.18259421,20.04,41.72392255,0.0,0.0,0.26,0.54132834,2091738.71949319,6151.220402582379,"Block Group 3, Census Tract 1, District of Columbia, District of Columbia",0,237109,,,,,,,,
16,110010012001,47.62,47.62,28.03,58.86182276,5.03,10.56278874,6.73,14.13271735,14.56,30.57538849,4.93,10.35279294,0.85,1.7849643,2.05,4.3049139,0.0,0.0,0.0,0.0,28.03,58.86182276,4.96,10.41579168,7.79,16.35867283,2.83,5.94288114,11.66,24.48551029,11.8,24.77950441,0.0,0.0,0.14,0.29399412,2073980.80180474,7455.6001575275,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",0,88080,1998.0,1781.0,1340.0,238.0,4.0,152.0,0.0,47.0
17,110010012002,44.27,44.27,25.46,57.51072961,5.99,13.53060764,6.11,13.80167156,12.82,28.95866275,4.08,9.21617348,0.55,1.24237633,2.08,4.69844138,0.0,0.0,0.0,0.0,25.46,57.51072961,5.98,13.50801897,8.51,19.22295008,2.54,5.73751977,10.19,23.01784504,10.3,23.26632031,0.0,0.0,0.1,0.2258866,1928292.79220853,7429.22091535986,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",10,132281,1128.0,1015.0,815.0,93.0,4.0,68.0,0.0,35.0
18,110010012003,48.72,48.72,26.48,54.35139573,5.77,11.84318555,6.97,14.30623974,16.46,33.78489327,6.01,12.33579639,0.97,1.9909688,2.51,5.15188834,0.0,0.0,0.0,0.0,26.48,54.35139573,5.6,11.49425287,8.79,18.04187192,3.19,6.54761905,12.97,26.62151067,13.45,27.60673235,0.0,0.0,0.47,0.96469622,2122097.06021743,8349.61810165635,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",0,198750,761.0,661.0,560.0,37.0,1.0,49.0,0.0,14.0
19,110010012004,160.42,160.42,67.26,41.92744047,20.01,12.47350704,30.59,19.06869468,73.15,45.59905249,22.85,14.24385987,9.66,6.02169306,10.06,6.27103852,0.0,0.0,0.0,0.0,67.26,41.92744047,18.87,11.76287246,38.0,23.68781947,19.13,11.92494701,53.31,33.23151727,55.16,34.38474006,0.0,0.0,1.85,1.15322279,6987030.45472099,12647.7534776562,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",0,240074,1484.0,1326.0,1114.0,45.0,4.0,117.0,2.0,44.0
20,110010013011,517.06,516.89,464.92,89.94563640000001,21.91,4.2388129,9.87,1.90949719,30.03,5.80974675,13.24,2.56147343,0.86,0.16637969,6.06,1.17239645,0.17,0.03192406,0.03,0.00580394,464.92,89.94563640000001,20.66,3.99698195,26.39,5.10553503,5.73,1.10855308,23.11,4.47097061,25.58,4.94882857,0.03,0.00580394,2.44,0.47205402,22521595.5913295,28509.6421860327,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",57,103750,1622.0,1475.0,937.0,275.0,0.0,226.0,0.0,37.0
21,110010005011,155.3,155.2,102.01,65.72809278,8.42,5.42525773,14.52,9.3556701,44.65,28.7693299,17.62,11.35309278,4.05,2.60953608,8.47,5.45747423,0.1,0.06603286,0.12,0.07731959,102.01,65.72809278,8.4,5.41237113,20.77,13.38273196,12.38,7.97680412,32.14,20.70876289,32.42,20.88917526,0.12,0.07731959,0.16,0.10309278,6764381.98113561,14451.2095589845,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",0,106875,1660.0,1476.0,1160.0,114.0,11.0,134.0,0.0,57.0
22,110010005012,78.1,77.9,32.31,41.4762516,10.87,13.95378691,16.34,20.97560976,34.64,44.46726573,10.98,14.09499358,3.51,4.50577664,3.81,4.89088575,0.2,0.25532561,0.09,0.11553273,32.31,41.4762516,10.86,13.94094994,17.8,22.84980745,6.94,8.90885751,27.32,35.07060334,27.8,35.68677792,0.09,0.11553273,0.39,0.50064185,3401796.04545375,11291.633225676298,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",0,151719,1198.0,1059.0,856.0,66.0,0.0,91.0,0.0,46.0
23,110010005021,100.19,100.19,50.85,50.75356822,10.21,10.19063779,16.51,16.47869049,39.01,38.93602156,11.48,11.45822936,1.96,1.95628306,9.07,9.05279968,0.0,0.0,0.12,0.11977243,50.85,50.75356822,10.15,10.13075157,18.97,18.93402535,8.82,8.80327378,27.96,27.90697674,30.37,30.31240643,0.12,0.11977243,2.29,2.28565725,4363658.86722209,12233.1700221057,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",14,160536,1989.0,1737.0,1488.0,64.0,1.0,135.0,0.0,49.0
24,110010005022,43.51,43.51,20.93,48.10388416,3.84,8.82555734,8.45,19.4208228,18.74,43.07055849,5.24,12.04320846,1.24,2.84991956,3.81,8.75660768,0.0,0.0,0.0,0.0,20.93,48.10388416,3.78,8.68765801,8.8,20.22523558,5.02,11.53757757,13.67,31.41806481,13.78,31.67088026,0.0,0.0,0.11,0.25281544,1894938.78311327,7389.68983768946,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",9,143281,1429.0,1304.0,1129.0,54.0,4.0,86.0,1.0,30.0
25,110010006002,113.3,113.29,70.44,62.17671463,11.77,10.38926648,13.29,11.73095595,30.84,27.22217318,8.18,7.220407799999999,2.26,1.9948804,7.1,6.26710213,0.01,0.0082877,0.25,0.22067261,70.44,62.17671463,11.53,10.17742078,18.95,16.72698385,7.41,6.54073616,21.47,18.95136376,23.9,21.09630153,0.23,0.2030188,2.21,1.95074587,4934964.46682637,9397.84301851725,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",0,217614,1125.0,1023.0,858.0,50.0,0.0,81.0,0.0,34.0
26,110010006003,43.1,43.1,22.56,52.34338747,5.39,12.50580046,7.1,16.47331787,15.16,35.17401392,4.17,9.67517401,1.09,2.52900232,2.8,6.49651972,0.0,0.0,0.0,0.0,22.56,52.34338747,5.21,12.08816705,8.84,20.51044084,3.63,8.42227378,11.27,26.14849188,11.71,27.16937355,0.0,0.0,0.44,1.02088167,1877427.8617077998,5700.532195014561,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",10,137361,777.0,698.0,576.0,29.0,5.0,59.0,0.0,29.0
27,110010006004,147.03,147.02,80.03,54.43477078,19.57,13.31111413,18.84,12.81458305,47.36,32.21330431,13.62,9.26404571,3.14,2.13576384,11.75,7.99210992,0.01,0.00638633,0.06,0.04081077,80.03,54.43477078,15.83,10.76724255,25.07,17.05210175,9.25,6.291661,32.46,22.07862876,41.92,28.51312747,0.06,0.04081077,9.4,6.39368793,6404332.38770113,13033.4837195349,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",0,250000,1640.0,1462.0,1279.0,60.0,0.0,82.0,0.0,41.0
28,110010007011,43.16,43.16,19.38,44.90268767,5.16,11.95551437,8.31,19.25393883,18.63,43.16496756,6.72,15.569972199999999,1.24,2.87303058,2.35,5.44485635,0.0,0.0,0.0,0.0,19.38,44.90268767,5.11,11.83966636,8.6,19.92585728,3.49,8.08619092,15.04,34.84708063,15.19,35.19462465,0.0,0.0,0.15,0.34754402,1879693.63523037,6454.445981621229,"Block Group 1, Census Tract 7.01, District of Columbia, District of Columbia",16,72886,,,,,,,,
29,110010007012,19.81,19.81,9.19,46.39071176,2.69,13.579000500000001,3.28,16.5572943,7.91,39.92932862,3.09,15.59818274,0.75,3.78596668,0.8,4.03836446,0.0,0.0,0.02,0.10095911,9.19,46.39071176,2.69,13.579000500000001,4.16,20.9994952,1.47,7.4204947,6.36,32.10499748,6.47,32.66027259,0.02,0.10095911,0.08,0.40383645,862780.701415564,3845.1482170378004,"Block Group 2, Census Tract 7.01, District of Columbia, District of Columbia",0,81989,,,,,,,,
30,110010007013,32.5,32.48,15.06,46.36699507,4.59,14.1317734,6.02,18.53448276,12.83,39.50123153,4.34,13.36206897,0.98,3.01724138,1.49,4.58743842,0.02,0.04866809,0.01,0.03078818,15.06,46.36699507,4.59,14.1317734,6.98,21.49014778,2.4,7.38916256,10.36,31.89655172,10.44,32.14285714,0.01,0.03078818,0.07,0.21551724,1415630.99655156,4907.67202843082,"Block Group 3, Census Tract 7.01, District of Columbia, District of Columbia",17,135645,,,,,,,,
31,110010007014,40.4,40.4,17.88,44.25742574,5.07,12.54950495,7.94,19.65346535,17.45,43.19306931,6.13,15.17326733,1.26,3.11881188,2.12,5.24752475,0.0,0.0,0.0,0.0,17.88,44.25742574,5.06,12.52475248,8.32,20.59405941,3.26,8.06930693,14.07,34.82673267,14.2,35.14851485,0.0,0.0,0.13,0.32178218,1760001.15981727,5884.94293127687,"Block Group 4, Census Tract 7.01, District of Columbia, District of Columbia",0,160906,,,,,,,,
32,110010007021,35.27,35.27,16.06,45.53444854,5.36,15.19705132,5.47,15.508931099999998,13.56,38.44627162,5.61,15.90586901,1.36,3.85596824,1.11,3.14715055,0.0,0.0,0.3,0.85058123,16.06,45.53444854,4.05,11.48284661,6.43,18.23079104,2.38,6.74794443,11.09,31.44315282,12.78,36.23476042,0.01,0.02835271,1.69,4.791607599999999,1536477.41721482,5819.33776645911,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",0,94543,1310.0,1132.0,906.0,72.0,5.0,110.0,0.0,39.0
33,110010007022,18.08,18.08,5.41,29.92256637,2.02,11.17256637,4.18,23.11946903,10.65,58.90486726,3.53,19.52433628,1.8,9.95575221,1.14,6.30530973,0.0,0.0,0.0,0.0,5.41,29.92256637,2.0,11.0619469,4.71,26.05088496,2.71,14.98893805,7.71,42.64380531,7.96,44.02654867,0.0,0.0,0.25,1.38274336,787590.230101786,4384.567042436671,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",0,53393,1018.0,926.0,567.0,126.0,0.0,178.0,1.0,54.0
34,110010007023,19.03,19.03,7.34,38.57067788,2.07,10.87756174,4.0,21.01944298,9.62,50.55176038,4.24,22.28060956,0.59,3.10036784,0.79,4.15133999,0.0,0.0,0.0,0.0,7.34,38.57067788,2.06,10.82501314,3.44,18.07672097,1.38,7.25170783,8.24,43.30005255,8.25,43.35260116,0.0,0.0,0.02,0.10509721,828524.113601729,4837.57986113294,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",0,63942,1124.0,973.0,722.0,82.0,12.0,129.0,0.0,28.0
35,110010020022,34.97,34.97,6.45,18.4443809,5.37,15.35601945,8.82,25.22161853,23.15,66.19959966,8.3,23.73462968,1.54,4.40377466,4.49,12.83957678,0.0,0.0,0.0,0.0,6.45,18.4443809,5.37,15.35601945,11.4,32.59937089,6.03,17.24335144,17.12,48.95624821,17.12,48.95624821,0.0,0.0,0.0,0.0,1523391.57728657,6006.3734529081,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",22,74821,1317.0,1215.0,266.0,542.0,4.0,22.0,0.0,381.0
36,110010020023,89.99,89.99,25.79,28.65873986,19.92,22.13579287,16.95,18.83542616,44.29,49.21657962,14.1,15.6684076,2.96,3.28925436,10.27,11.41237915,0.0,0.0,0.0,0.0,25.79,28.65873986,19.26,21.40237804,31.42,34.91499055,12.16,13.51261251,31.02,34.47049672,32.79,36.43738193,0.0,0.0,1.77,1.96688521,3919740.93366945,8022.20706474001,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",0,155833,1663.0,1483.0,498.0,734.0,4.0,32.0,0.0,215.0
37,110010021011,45.19,45.19,12.59,27.86014605,8.66,19.16353175,8.89,19.67249391,23.91,52.90993583,7.85,17.371099800000003,1.65,3.65125028,5.52,12.21509183,0.0,0.0,0.03,0.06638637,12.59,27.86014605,8.61,19.05288781,14.3,31.64416906,5.69,12.59128126,16.74,37.04359372,18.3,40.49568489,0.01,0.02212879,1.55,3.42996238,1967954.4667468998,6632.330427452671,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",37,58663,1560.0,1420.0,244.0,836.0,24.0,30.0,0.0,286.0
38,110010021012,21.12,21.12,3.52,16.66666667,2.63,12.45265152,6.27,29.6875,14.97,70.88068182,4.33,20.50189394,1.31,6.20265152,3.06,14.48863636,0.0,0.0,0.0,0.0,3.52,16.66666667,2.63,12.45265152,7.0,33.14393939,4.37,20.69128788,10.6,50.18939394,10.6,50.18939394,0.0,0.0,0.0,0.0,920053.9728250579,3921.99460340894,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",33,49563,1152.0,1001.0,178.0,459.0,11.0,39.0,0.0,314.0
39,110010021013,32.53,32.53,6.87,21.11896711,7.57,23.27082693,8.21,25.23824162,18.09,55.61020596,4.35,13.37227175,0.94,2.88964033,4.6,14.14079311,0.0,0.0,0.0,0.0,6.87,21.11896711,7.57,23.27082693,13.11,40.30126038,5.53,16.99969259,12.56,38.61051337,12.56,38.61051337,0.0,0.0,0.0,0.0,1416997.96702907,4760.855486745229,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",0,119231,1232.0,1093.0,325.0,598.0,8.0,17.0,1.0,144.0
40,110010021014,29.36,29.36,5.84,19.89100817,4.5,15.32697548,7.06,24.04632153,19.02,64.78201635,6.35,21.628065399999997,1.46,4.97275204,4.14,14.10081744,0.0,0.0,0.0,0.0,5.84,19.89100817,3.52,11.98910082,8.35,28.4400545,4.83,16.45095368,13.4,45.64032698,15.17,51.66893733,0.0,0.0,1.76,5.99455041,1278691.85981993,4533.943481231479,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",0,94605,814.0,752.0,150.0,343.0,6.0,18.0,0.0,235.0
41,110010021015,20.34,20.34,3.85,18.92822026,2.94,14.45427729,5.15,25.31956736,13.55,66.61750246,4.3,21.14060964,1.17,5.75221239,2.93,14.40511308,0.0,0.0,0.0,0.0,3.85,18.92822026,2.94,14.45427729,7.04,34.61160275,4.1,20.15732547,9.45,46.46017699,9.45,46.46017699,0.0,0.0,0.0,0.0,886077.44396582,3833.21825002166,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",0,63882,929.0,805.0,140.0,406.0,37.0,16.0,0.0,206.0
42,110010013022,168.04,168.02,113.44,67.51577193,12.3,7.32055708,16.5,9.82025949,42.27,25.15771932,17.74,10.55826687,3.04,1.80930842,5.0,2.97583621,0.02,0.01323436,0.01,0.00595167,113.44,67.51577193,12.24,7.28484704,19.93,11.86168313,7.7,4.58278776,34.24,20.37852637,34.65,20.62254494,0.01,0.00595167,0.4,0.2380669,7318190.9958110005,13157.3691094548,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",36,99667,,,,,,,,
43,110010013023,124.95,124.91,91.22,73.02858058,11.56,9.25466336,8.2,6.5647266,22.13,17.71675606,7.89,6.31654791,1.91,1.52910095,4.13,3.30638059,0.04,0.03124753,0.0,0.0,91.22,73.02858058,11.18,8.95044432,16.87,13.50572412,5.69,4.555279799999999,16.08,12.87326875,16.82,13.4656953,0.0,0.0,0.74,0.59242655,5443160.92619696,15676.5700737546,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",0,61605,,,,,,,,
44,110010014011,88.32,88.32,54.05,61.19791667,9.71,10.99411232,11.2,12.68115942,24.56,27.80797101,9.02,10.21286232,1.1,1.24547101,3.23,3.6571557999999995,0.0,0.0,0.0,0.0,54.05,61.19791667,9.71,10.99411232,14.03,15.88541667,4.32,4.89130435,20.23,22.9053442,20.24,22.91666667,0.0,0.0,0.02,0.02264493,3846877.33632894,9947.42930600204,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",10,111071,2066.0,1843.0,1375.0,201.0,3.0,198.0,0.0,66.0
45,110010014012,106.48,106.46,57.12,53.65395454,15.15,14.23069698,14.48,13.60135262,34.19,32.11534849,11.98,11.25305279,2.33,2.18861544,5.39,5.06293444,0.02,0.01670952,0.0,0.0,57.12,53.65395454,14.77,13.8737554,21.43,20.12962615,6.67,6.26526395,26.41,24.80743941,27.92,26.22581251,0.0,0.0,1.51,1.4183731000000002,4637749.85254524,8912.721785630742,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",0,250000,1192.0,1074.0,1014.0,13.0,4.0,34.0,0.0,9.0
46,110010014021,83.37,83.37,53.49,64.1597697,9.68,11.61089121,8.27,9.91963536,20.19,24.21734437,7.01,8.40830035,0.85,1.0195514,4.06,4.86985726,0.0,0.0,0.0,0.0,53.49,64.1597697,9.68,11.61089121,14.58,17.48830515,4.89,5.86541922,15.28,18.32793571,15.3,18.35192515,0.0,0.0,0.01,0.01199472,3631125.44295104,7945.737012463359,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",0,238125,1016.0,901.0,756.0,77.0,3.0,55.0,0.0,10.0
47,110010014022,88.88,88.84,61.61,69.34939217,9.11,10.25438991,8.43,9.48896893,18.13,20.40747411,6.02,6.77622692,0.95,1.06933814,2.73,3.07294012,0.04,0.04086898,0.0,0.0,61.61,69.34939217,9.08,10.22062134,12.66,14.25033769,3.58,4.02971634,14.39,16.19765871,14.57,16.40027015,0.0,0.0,0.18,0.20261144,3871298.59749967,10251.2568486432,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",0,113750,782.0,707.0,624.0,56.0,2.0,19.0,0.0,6.0
48,110010014023,48.96,48.96,26.43,53.98284314,4.59,9.375,7.67,15.66584967,17.94,36.64215686,6.8,13.88888889,0.81,1.65441176,2.65,5.4125817000000005,0.0,0.0,0.0,0.0,26.43,53.98284314,4.59,9.375,8.05,16.44199346,3.46,7.06699346,14.48,29.575163399999997,14.48,29.575163399999997,0.0,0.0,0.0,0.0,2132542.46382951,7040.35013206875,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",0,95000,1716.0,1541.0,1023.0,313.0,1.0,150.0,0.0,54.0
49,110010015001,772.1,770.79,653.75,84.81557882,45.88,5.95233462,21.82,2.83086184,70.99,9.21003127,26.6,3.45100481,2.72,0.3528847,19.85,2.57527991,1.31,0.16955939,0.17,0.02205529,653.75,84.81557882,45.35,5.883573999999999,60.18,7.80757405,14.83,1.92400005,48.42,6.28186666,56.86,7.37684713,0.17,0.02205529,8.27,1.07292518,33630261.3665682,36380.866822197204,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",0,250000,1536.0,1353.0,981.0,284.0,9.0,63.0,0.0,16.0
