,census_bg,Total Area in acres,Total Land Area in acres,Tree Canopy in acres,Tree Canopy area in percent,Vegetation in acres,Vegetation Percentage,Building area in acres,Building area in percent,Total Impervious Area in acres,Total Impervious Area in percent,Road Acres,Road Area in percent,Sidewalk Area in acres,Sidewalk Area in percent,Other Impervious Area in acres,Other Impervious Area in percent,Surface Water Area in acres,Surface Water Area in percent,Soil area in acres,Soil area in percent,Urban Tree Canopy area in acres,Urban Tree Canopy area percent,Possible Vegetation Planting Area in acres,Possible Vegetation Planting Area in percent,Total Possible Planting Area in acres,Total Possible Planting Area in percent,Impervious Possible Planting Area in acres,Impervious Possible Planting Area in percent,Unsuitable Impervious Planting Buildings and Roads Area in acres,Unsuitable Impervious Planting Buildings and Roads Area in percent,Total Unsuitable Planting Area in acres,Total Unsuitable Planting Area in percent,Unsuitable Soil and Vegetation Area in acres,Unsuitable Soil and Vegetation Area in percent,Unsuitable Other Land Area in acres,Unsuitable Other Land Area in percent,SHAPEAREA,SHAPELEN,Geographic Area Name,Income in the past 12 months below poverty level,Median household income in the past 12 months,Total Population,Total Population of one race,Total White Population,Total African American Population,Total American Indian Population,Total Asian Population,Total Native Hawaiian Population,Total Population of Other Races
338,110010080022,75.27,75.27,24.91,33.09419423,9.53,12.66108675,17.34,23.03706656,40.31,53.55387272,12.99,17.25787166,3.63,4.8226385,6.35,8.436296,0.0,0.0,0.51,0.67756078,24.91,33.09419423,6.59,8.75514813,15.26,20.27368141,8.67,11.51853328,30.3,40.25508171,35.1,46.63212435,0.28,0.37199415,4.52,6.00504849,3278840.39131631,11226.8022420564,"Block Group 2, Census Tract 80.02, District of Columbia, District of Columbia",6,150781,2053.0,1896.0,1426.0,363.0,1.0,62.0,1.0,43.0
339,110010081001,18.02,18.02,4.7,26.08213097,1.06,5.88235294,5.32,29.522752500000003,12.26,68.03551609,4.02,22.30854606,1.04,5.77136515,1.88,10.43285239,0.0,0.0,0.0,0.0,4.7,26.08213097,0.96,5.32741398,3.69,20.4772475,2.73,15.14983352,9.31,51.66481687,9.63,53.44062153,0.0,0.0,0.32,1.77580466,785047.069274512,4025.3632795855297,"Block Group 1, Census Tract 81, District of Columbia, District of Columbia",0,178281,807.0,730.0,624.0,57.0,0.0,40.0,0.0,9.0
340,110010081002,31.14,31.14,9.76,31.34232498,2.12,6.80796403,9.89,31.75979448,19.26,61.84971098,4.81,15.44637123,1.04,3.33975594,3.53,11.33590238,0.0,0.0,0.0,0.0,9.76,31.34232498,2.12,6.80796403,6.68,21.45150931,4.56,14.64354528,14.69,47.17405267,14.7,47.2061657,0.0,0.0,0.01,0.03211304,1356341.02848964,4701.88249872848,"Block Group 2, Census Tract 81, District of Columbia, District of Columbia",0,157063,1430.0,1304.0,1080.0,146.0,1.0,55.0,0.0,22.0
341,110010081003,23.06,23.06,8.82,38.24804857,1.44,6.24457936,6.44,27.92714657,12.8,55.50737207,3.68,15.95836947,0.75,3.25238508,1.92,8.32610581,0.0,0.0,0.0,0.0,8.82,38.24804857,1.44,6.24457936,4.12,17.86643539,2.67,11.57849089,10.12,43.88551605,10.12,43.88551605,0.0,0.0,0.0,0.0,1004420.66085457,4291.39827877933,"Block Group 3, Census Tract 81, District of Columbia, District of Columbia",0,135446,916.0,850.0,739.0,42.0,0.0,50.0,1.0,18.0
342,110010082001,21.78,21.78,7.54,34.61891644,1.4,6.42791552,7.11,32.6446281,12.84,58.95316804,3.32,15.24334252,0.72,3.30578512,1.68,7.71349862,0.0,0.0,0.0,0.0,7.54,34.61891644,1.4,6.42791552,3.79,17.40128558,2.39,10.97337006,10.43,47.88797062,10.45,47.97979798,0.0,0.0,0.02,0.09182736,948573.667133425,3993.7430378449,"Block Group 1, Census Tract 82, District of Columbia, District of Columbia",0,157875,831.0,774.0,693.0,39.0,2.0,32.0,0.0,8.0
343,110010082002,62.27,62.27,16.07,25.80696965,2.98,4.78561105,20.2,32.43937691,43.18,69.34318291,13.19,21.18194957,4.17,6.69664365,5.62,9.02521278,0.0,0.0,0.05,0.08029549,16.07,25.80696965,2.83,4.54472459,12.36,19.84904448,9.53,15.3043199,33.28,53.44467641,33.84,54.34398587,0.02,0.03211819,0.54,0.86719126,2712422.3345667003,8361.04915100023,"Block Group 2, Census Tract 82, District of Columbia, District of Columbia",0,123542,571.0,524.0,464.0,27.0,1.0,18.0,0.0,14.0
344,110010083011,34.58,34.58,7.86,22.72990168,2.38,6.88259109,10.82,31.28976287,24.34,70.38750723,6.9,19.95373048,1.97,5.69693464,4.64,13.41816079,0.0,0.0,0.0,0.0,7.86,22.72990168,2.34,6.76691729,8.73,25.24580682,6.39,18.47888953,17.73,51.27241179999999,17.98,51.99537305,0.0,0.0,0.26,0.7518796999999999,1505987.96175278,4991.5011805791,"Block Group 1, Census Tract 83.01, District of Columbia, District of Columbia",0,136125,1997.0,1870.0,1462.0,267.0,1.0,109.0,0.0,31.0
345,110010083012,40.53,40.53,11.91,29.38564027,2.18,5.3787318,11.01,27.16506292,26.44,65.23562793,8.76,21.61361954,2.16,5.32938564,4.51,11.12755983,0.0,0.0,0.0,0.0,11.91,29.38564027,1.46,3.60226992,7.43,18.33209968,5.98,14.75450284,19.75,48.72933629,21.19,52.28226005,0.0,0.0,1.45,3.57759684,1765638.97351001,5660.79470511676,"Block Group 2, Census Tract 83.01, District of Columbia, District of Columbia",0,140750,1223.0,1070.0,851.0,113.0,8.0,79.0,2.0,17.0
346,110010083021,64.47,64.47,16.69,25.88800993,4.3,6.66976888,19.94,30.92911432,43.28,67.13199938,11.67,18.10144253,3.27,5.07212657,8.4,13.02931596,0.0,0.0,0.19,0.29471072,16.69,25.88800993,3.27,5.07212657,14.36,22.27392586,11.09,17.20179929,31.59,48.99953467,33.42,51.83806422,0.02,0.03102218,1.81,2.80750737,2807949.93622425,7784.43376986223,"Block Group 1, Census Tract 83.02, District of Columbia, District of Columbia",0,152266,982.0,866.0,726.0,88.0,1.0,37.0,0.0,14.0
347,110010084021,33.02,33.02,7.02,21.25984252,2.2,6.66262871,10.25,31.04179285,23.76,71.95639007,7.7,23.31920048,1.9,5.75408843,3.91,11.841308300000001,0.0,0.0,0.03,0.09085403,7.02,21.25984252,2.11,6.39006663,7.84,23.74318595,5.73,17.35311932,17.92,54.27013931,18.16,54.99697153,0.03,0.09085403,0.2,0.60569352,1438200.57680528,6128.603284690999,"Block Group 1, Census Tract 84.02, District of Columbia, District of Columbia",0,101667,1192.0,1094.0,790.0,249.0,2.0,34.0,0.0,19.0
348,110010084022,33.29,33.29,7.31,21.95854611,2.68,8.05046561,9.26,27.81616101,23.3,69.99098828,8.05,24.18143587,2.29,6.87894263,3.69,11.08440973,0.0,0.0,0.0,0.0,7.31,21.95854611,2.01,6.0378492,7.27,21.83838991,5.26,15.8005407,16.85,50.61580054,18.71,56.20306398,0.0,0.0,1.86,5.58726344,1450145.10217539,5046.800625089771,"Block Group 2, Census Tract 84.02, District of Columbia, District of Columbia",0,68611,1255.0,1168.0,639.0,462.0,3.0,34.0,1.0,29.0
349,110010084101,54.4,54.4,12.08,22.20588235,3.72,6.83823529,15.48,28.45588235,38.6,70.95588235,12.04,22.13235294,3.33,6.12132353,7.76,14.26470588,0.0,0.0,0.0,0.0,12.08,22.20588235,3.7,6.80147059,14.78,27.16911765,11.08,20.36764706,27.52,50.58823529,27.54,50.625,0.0,0.0,0.02,0.03676471,2369412.76380997,7631.531197995071,"Block Group 1, Census Tract 84.10, District of Columbia, District of Columbia",13,167500,1843.0,1689.0,887.0,637.0,8.0,126.0,0.0,31.0
350,110010087011,66.02,66.02,9.2,13.93517116,9.0,13.63223266,18.92,28.65798243,47.83,72.44774311,14.55,22.03877613,4.24,6.42229627,10.12,15.32868828,0.0,0.0,0.0,0.0,9.2,13.93517116,7.2,10.90578613,17.19,26.03756437,9.98,15.11663132,33.46,50.68161163,39.64,60.04241139,0.0,0.0,6.18,9.36079976,2875937.17861296,7108.3819358392,"Block Group 1, Census Tract 87.01, District of Columbia, District of Columbia",0,120625,1424.0,1294.0,566.0,594.0,5.0,89.0,0.0,40.0
351,110010087012,28.99,28.99,5.92,20.42083477,2.5,8.62366333,8.85,30.527768199999997,20.56,70.92100724,6.13,21.14522249,1.39,4.79475681,4.19,14.45325974,0.0,0.0,0.0,0.0,5.92,20.42083477,2.5,8.62366333,7.97,27.492238699999998,5.48,18.90307002,14.98,51.67299069,15.09,52.05243187,0.0,0.0,0.12,0.41393584,1262429.78321048,4900.88401580714,"Block Group 2, Census Tract 87.01, District of Columbia, District of Columbia",5,93565,1390.0,1279.0,466.0,729.0,4.0,55.0,0.0,25.0
352,110010087021,55.89,55.89,8.23,14.72535337,4.37,7.81893004,13.82,24.7271426,42.96,76.86527107,18.87,33.76274826,2.39,4.27625693,7.87,14.08123099,0.0,0.0,0.34,0.60833781,8.23,14.72535337,4.37,7.81893004,14.63,26.17641796,10.27,18.37538021,32.69,58.48989086,33.03,59.09822866,0.34,0.60833781,0.0,0.0,2434540.4976612004,6900.66625034766,"Block Group 1, Census Tract 87.02, District of Columbia, District of Columbia",49,49130,1250.0,1131.0,394.0,579.0,9.0,65.0,2.0,82.0
353,110010087022,61.34,61.34,5.65,9.21095533,7.85,12.79752201,15.87,25.87218781,47.83,77.97522008,16.03,26.13302902,3.92,6.39060972,12.02,19.59569612,0.0,0.0,0.0,0.0,5.65,9.21095533,7.84,12.78121943,23.65,38.55559178,15.81,25.77437235,31.9,52.00521682,32.03,52.21715031,0.0,0.0,0.13,0.21193349,2671708.52984498,7648.85817822375,"Block Group 2, Census Tract 87.02, District of Columbia, District of Columbia",16,93158,932.0,876.0,385.0,428.0,4.0,50.0,0.0,9.0
354,110010088021,16.89,16.89,3.4,20.13025459,2.31,13.67673179,4.54,26.87981054,11.19,66.25222025,3.65,21.61042037,0.76,4.49970397,2.24,13.26228538,0.0,0.0,0.0,0.0,3.4,20.13025459,2.31,13.67673179,5.31,31.43872114,3.0,17.76198934,8.19,48.49023091,8.19,48.49023091,0.0,0.0,0.0,0.0,735857.5680532559,3775.5256980876097,"Block Group 1, Census Tract 88.02, District of Columbia, District of Columbia",10,105313,728.0,677.0,121.0,490.0,6.0,13.0,1.0,46.0
355,110010088022,32.08,32.08,8.45,26.340398999999998,2.44,7.60598504,8.25,25.71695761,21.18,66.02244389,7.49,23.3478803,1.33,4.14588529,4.12,12.84289277,0.0,0.0,0.0,0.0,8.45,26.340398999999998,2.44,7.60598504,7.89,24.59476309,5.45,16.98877805,15.74,49.06483791,15.74,49.06483791,0.0,0.0,0.0,0.0,1397308.59452363,4688.08830215489,"Block Group 2, Census Tract 88.02, District of Columbia, District of Columbia",58,32250,1178.0,1090.0,382.0,638.0,5.0,31.0,0.0,34.0
356,110010096022,225.38,207.33,75.3,36.31891188,37.32,18.00028939,15.54,7.49529735,94.44,45.55057155,34.51,16.64496214,5.04,2.43090725,39.34,18.97458158,18.05,8.00697307,0.28,0.1350504,75.3,36.31891188,36.72,17.71089567,80.59,38.87039985,43.87,21.15950417,50.05,24.14025949,51.45,24.8155115,0.28,0.1350504,1.12,0.54020161,9817747.90725895,16415.2471107748,"Block Group 2, Census Tract 96.02, District of Columbia, District of Columbia",214,23448,3222.0,3163.0,2.0,3137.0,1.0,0.0,0.0,23.0
357,110010096031,64.78,64.78,21.24,32.7878975,9.97,15.39055264,10.08,15.56035814,33.0,50.94164866,15.12,23.3405372,2.52,3.89008953,5.29,8.16610065,0.0,0.0,0.58,0.89533807,21.24,32.7878975,9.24,14.26366162,16.75,25.85674591,7.51,11.59308429,25.15,38.82371102,26.79,41.35535659,0.37,0.57116394,1.27,1.96048163,2822172.66348114,7464.832683296079,"Block Group 1, Census Tract 96.03, District of Columbia, District of Columbia",97,43929,1860.0,1800.0,38.0,1605.0,21.0,9.0,0.0,127.0
358,110010096032,48.41,48.41,8.15,16.83536459,7.86,16.23631481,9.66,19.95455484,32.4,66.92832059,14.31,29.56000826,2.48,5.12290849,5.95,12.290849,0.0,0.0,0.0,0.0,8.15,16.83536459,7.86,16.23631481,16.29,33.6500723,8.43,17.41375749,23.97,49.51456311,23.97,49.51456311,0.0,0.0,0.0,0.0,2108396.97479292,6319.663645809829,"Block Group 2, Census Tract 96.03, District of Columbia, District of Columbia",22,72413,675.0,634.0,33.0,574.0,5.0,3.0,0.0,19.0
359,110010096033,44.77,44.77,5.01,11.19052937,3.85,8.5995086,9.33,20.83984811,35.58,79.47286129,14.73,32.90149654,2.15,4.80232298,9.37,20.92919366,0.0,0.0,0.33,0.73710074,5.01,11.19052937,3.85,8.5995086,15.38,34.35336163,11.52,25.73151664,24.06,53.74134465,24.39,54.47844539,0.33,0.73710074,0.0,0.0,1950220.92938481,6564.12388833947,"Block Group 3, Census Tract 96.03, District of Columbia, District of Columbia",11,35731,1436.0,1379.0,35.0,1260.0,12.0,5.0,0.0,67.0
360,110010096041,84.77,70.26,18.65,26.54426416,17.66,25.13521207,8.3,11.81326502,33.95,48.32052377,14.89,21.19271278,1.79,2.54768005,8.96,12.75263308,14.52,17.12585113,0.0,0.0,18.65,26.54426416,17.37,24.72245944,27.47,39.09763735,10.1,14.37517791,23.2,33.02021065,24.14,34.35809849,0.0,0.0,0.94,1.33788785,3692785.50338031,10361.3351641046,"Block Group 1, Census Tract 96.04, District of Columbia, District of Columbia",12,59286,1200.0,1147.0,80.0,982.0,5.0,4.0,2.0,74.0
361,110010096042,50.77,50.77,7.72,15.20583021,5.7,11.22710262,9.5,18.711837699999997,36.64,72.16860351,18.0,35.45400827,1.49,2.93480402,7.65,15.06795352,0.0,0.0,0.72,1.41816033,7.72,15.20583021,5.7,11.22710262,14.84,29.22986015,9.14,18.00275753,27.5,54.16584597,28.22,55.5840063,0.72,1.41816033,0.0,0.0,2211542.2800641004,7446.89523214075,"Block Group 2, Census Tract 96.04, District of Columbia, District of Columbia",28,70848,796.0,760.0,59.0,671.0,3.0,0.0,4.0,23.0
362,110010097001,79.22,78.35,19.66,25.0925335,19.76,25.22016592,12.26,15.64773452,38.7,49.39374601,17.27,22.0421187,3.74,4.77345246,5.43,6.93044033,0.87,1.09701246,0.23,0.29355456,19.66,25.0925335,19.65,25.07977026,28.53,36.41352904,8.88,11.33375877,29.52,37.67708998,30.16,38.49393746,0.13,0.16592214,0.51,0.65092534,3450743.23525835,8345.92254203115,"Block Group 1, Census Tract 97, District of Columbia, District of Columbia",207,29250,718.0,677.0,12.0,657.0,0.0,0.0,0.0,8.0
363,110010097002,22.1,22.1,6.41,29.00452489,3.96,17.91855204,4.26,19.2760181,11.64,52.66968326,4.46,20.18099548,1.09,4.9321267,1.83,8.28054299,0.0,0.0,0.09,0.40723982,6.41,29.00452489,3.75,16.96832579,6.56,29.68325792,2.82,12.760181,8.71,39.41176471,9.12,41.26696833,0.0,0.0,0.41,1.85520362,962516.768402699,4353.20161229475,"Block Group 2, Census Tract 97, District of Columbia, District of Columbia",7,58942,1517.0,1487.0,7.0,1464.0,7.0,4.0,0.0,5.0
364,110010098011,110.85,108.52,34.12,31.44120899,34.32,31.62550682,9.65,8.89237007,39.73,36.61076299,16.58,15.27828972,5.28,4.86546259,8.22,7.57464062,2.32,2.09526909,0.35,0.32252119,34.12,31.44120899,32.08,29.56137118,44.3,40.821968299999995,12.21,11.25138223,26.23,24.17065979,30.1,27.73682271,0.35,0.32252119,3.53,3.25285662,4828132.33116584,10747.4268371408,"Block Group 1, Census Tract 98.01, District of Columbia, District of Columbia",137,22589,1848.0,1796.0,17.0,1741.0,14.0,6.0,0.0,18.0
365,110010098021,21.39,21.39,4.27,19.96259935,3.13,14.63300608,3.26,15.24076671,13.99,65.40439458,4.33,20.24310425,2.07,9.67741935,4.33,20.24310425,0.0,0.0,0.0,0.0,4.27,19.96259935,3.07,14.35250117,9.47,44.27302478,6.41,29.96727443,7.58,35.43712015,7.64,35.71762506,0.0,0.0,0.06,0.28050491,931631.910706903,6076.459167534829,"Block Group 1, Census Tract 98.02, District of Columbia, District of Columbia",112,17727,914.0,897.0,1.0,885.0,1.0,0.0,0.0,10.0
366,110010098022,28.22,28.22,9.49,33.62863218,6.43,22.78525868,4.35,15.41459957,12.29,43.55067328,4.89,17.32813607,1.12,3.96881644,1.94,6.87455705,0.0,0.0,0.0,0.0,9.49,33.62863218,6.43,22.78525868,9.47,33.55776045,3.04,10.77250177,9.23,32.70729979,9.25,32.77817151,0.0,0.0,0.02,0.07087172,1228947.12897622,5361.94162712303,"Block Group 2, Census Tract 98.02, District of Columbia, District of Columbia",109,19306,1150.0,1108.0,12.0,1076.0,5.0,3.0,0.0,12.0
367,110010098031,52.79,52.79,13.3,25.19416556,9.24,17.50331502,9.55,18.09054745,30.15,57.11308960000001,7.69,14.56715287,3.02,5.72078045,9.89,18.73460883,0.0,0.0,0.09,0.17048683,13.3,25.19416556,9.22,17.46542906,22.09,41.84504641,12.87,24.37961735,17.24,32.65770032,17.4,32.96078803,0.04,0.07577193,0.11,0.2083728,2299383.6929817996,6344.71323010996,"Block Group 1, Census Tract 98.03, District of Columbia, District of Columbia",60,48304,938.0,912.0,12.0,873.0,22.0,0.0,0.0,5.0
368,110010098032,34.53,34.51,11.64,33.72935381,9.36,27.12257317,3.83,11.0982324,13.24,38.3656911,6.0,17.38626485,1.62,4.69429151,1.79,5.18690235,0.03,0.07656091,0.27,0.78238192,11.64,33.72935381,9.13,26.45609968,12.52,36.27933932,3.39,9.82323964,9.83,28.48449725,10.35,29.99130687,0.27,0.78238192,0.25,0.7244276999999999,1504191.70102148,6174.280170250329,"Block Group 2, Census Tract 98.03, District of Columbia, District of Columbia",35,46650,830.0,777.0,7.0,742.0,4.0,9.0,0.0,15.0
369,110010098033,43.89,43.89,17.23,39.25723399,7.02,15.99453178,6.37,14.51355662,19.65,44.77101846,9.6,21.87286398,1.46,3.32649806,2.22,5.05809979,0.0,0.0,0.0,0.0,17.23,39.25723399,7.0,15.94896332,10.62,24.19685578,3.62,8.24789246,15.97,36.3864206,16.05,36.56869446,0.0,0.0,0.08,0.18227387,1912050.95945775,7042.8497036687595,"Block Group 3, Census Tract 98.03, District of Columbia, District of Columbia",71,18155,1200.0,1156.0,24.0,1074.0,19.0,12.0,0.0,27.0
370,110010098041,87.14,87.07,24.8,28.48282991,22.27,25.57712186,13.95,16.02159182,38.18,43.84977604,13.3,15.27506604,3.79,4.35281957,7.14,8.20029861,0.07,0.07514703,1.82,2.09027219,24.8,28.48282991,19.81,22.75180889,28.61,32.8586195,8.8,10.10681061,27.23,31.27368784,33.66,38.65855059,1.42,1.63087171,5.01,5.75399104,3795797.78949099,9700.29478178076,"Block Group 1, Census Tract 98.04, District of Columbia, District of Columbia",93,40058,1609.0,1545.0,18.0,1454.0,6.0,8.0,0.0,59.0
371,110010098042,40.94,40.94,12.71,31.04543234,8.31,20.29799707,6.46,15.77918906,19.92,48.65657059,7.97,19.46751343,1.33,3.24865657,4.16,10.16121153,0.0,0.0,0.0,0.0,12.71,31.04543234,8.28,20.2247191,13.61,33.24377137,5.34,13.04347826,14.43,35.24670249,14.62,35.71079629,0.0,0.0,0.19,0.4640938,1783098.66562704,8301.768545842671,"Block Group 2, Census Tract 98.04, District of Columbia, District of Columbia",46,42528,908.0,874.0,26.0,804.0,0.0,10.0,0.0,34.0
372,110010099042,52.54,52.54,10.93,20.80319756,8.76,16.67301104,10.12,19.26151504,32.74,62.3144271,12.16,23.14427103,2.52,4.79634564,7.93,15.09326228,0.0,0.0,0.12,0.22839741,10.93,20.80319756,8.75,16.65397792,19.19,36.52455272,10.44,19.870574800000004,22.28,42.40578607,22.42,42.67224971,0.12,0.22839741,0.02,0.03806624,2288648.47468733,8225.32752321326,"Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia",120,32054,1073.0,1035.0,31.0,953.0,1.0,6.0,0.0,44.0
373,110010099051,45.93,45.93,11.35,24.71151753,9.1,19.81275855,8.11,17.65730459,25.49,55.49749619,9.35,20.3570651,2.35,5.1164816,5.69,12.38841716,0.0,0.0,0.0,0.0,11.35,24.71151753,7.9,17.20008709,15.39,33.50751143,7.49,16.30742434,17.43,37.94905291,19.2,41.80274331,0.0,0.0,1.76,3.83191814,2000854.81075895,5842.875419175761,"Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia",44,94605,1161.0,1118.0,21.0,1062.0,6.0,0.0,0.0,29.0
374,110010099052,34.98,34.98,12.96,37.04974271,6.35,18.15323042,4.73,13.52201258,15.67,44.79702687,5.82,16.6380789,1.12,3.20182962,4.0,11.43510577,0.0,0.0,0.0,0.0,12.96,37.04974271,6.34,18.12464265,11.47,32.79016581,5.12,14.63693539,10.54,30.13150372,10.55,30.16009148,0.0,0.0,0.01,0.02858776,1523608.32709118,6461.715316498149,"Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia",63,50096,766.0,735.0,17.0,700.0,6.0,0.0,1.0,11.0
375,110010099053,25.69,25.69,6.49,25.26274815,4.87,18.95679253,4.72,18.37290775,14.33,55.78045932,5.56,21.64266251,1.29,5.02140911,2.77,10.78240561,0.0,0.0,0.0,0.0,6.49,25.26274815,4.87,18.95679253,8.92,34.72168159,4.05,15.76488906,10.28,40.01557026,10.28,40.01557026,0.0,0.0,0.01,0.03892565,1119292.03063084,4339.73552074803,"Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia",83,36103,863.0,834.0,15.0,795.0,3.0,2.0,0.0,19.0
376,110010099061,61.27,61.27,15.51,25.31418312,13.09,21.36445242,8.66,14.13416027,32.18,52.52162559,13.14,21.44605843,2.82,4.60257875,7.57,12.35514934,0.0,0.0,0.49,0.79973886,15.51,25.31418312,13.06,21.31548882,22.48,36.69006039,9.43,15.39089277,21.77,35.5312551,23.28,37.99575649,0.49,0.79973886,1.02,1.66476253,2668864.22981868,7018.67782737235,"Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia",63,37731,1773.0,1686.0,62.0,1547.0,10.0,8.0,0.0,59.0
377,110010099071,34.5,34.5,8.3,24.05797101,9.98,28.92753623,4.59,13.30434783,16.22,47.01449275,5.49,15.91304348,1.96,5.68115942,4.18,12.11594203,0.0,0.0,0.0,0.0,8.3,24.05797101,7.55,21.88405797,13.19,38.23188406,5.65,16.37681159,10.08,29.2173913,13.0,37.68115942,0.0,0.0,2.92,8.46376812,1502970.43798425,6824.6555031311,"Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia",20,53155,640.0,629.0,19.0,605.0,0.0,0.0,0.0,5.0
378,110010099072,80.88,80.87,32.89,40.67021145,21.21,26.22727835,8.35,10.32521331,26.23,32.43477186,10.45,12.92197354,3.2,3.95696797,4.23,5.23061704,0.01,0.0076383,0.54,0.66773835,32.89,40.67021145,21.2,26.21491282,28.58,35.34067021,7.39,9.13812291,18.8,23.24718684,19.39,23.97675281,0.54,0.66773835,0.05,0.06182762,3522739.89193424,8699.88414336828,"Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia",103,37951,1619.0,1573.0,16.0,1522.0,7.0,3.0,1.0,24.0
379,110010101001,97.42,97.42,11.36,11.66084993,1.78,1.82714022,38.67,39.69410799,84.27,86.50174502,31.33,32.159720799999995,12.26,12.58468487,2.02,2.0734962,0.0,0.0,0.01,0.01026483,11.36,11.66084993,0.4,0.41059331,13.87,14.23732293,13.47,13.82672962,69.98,71.83329912,72.19,74.10182714,0.01,0.01026483,2.2,2.25826319,4243341.5769364,9123.58400640636,"Block Group 1, Census Tract 101, District of Columbia, District of Columbia",15,128571,761.0,679.0,386.0,89.0,1.0,176.0,0.0,27.0
380,110010101002,45.83,45.83,2.88,6.28409339,0.54,1.17826751,22.28,48.61444469,42.42,92.55945887,13.53,29.52214707,4.73,10.3207506,1.88,4.10211652,0.0,0.0,0.0,0.0,2.88,6.28409339,0.53,1.15644774,7.13,15.55749509,6.6,14.40104735,35.79,78.09295221,35.83,78.18023129,0.0,0.0,0.04,0.08727907,1996419.79649489,6658.421027192249,"Block Group 2, Census Tract 101, District of Columbia, District of Columbia",36,63571,975.0,893.0,592.0,98.0,1.0,148.0,3.0,51.0
381,110010102001,85.8,85.8,18.57,21.64335664,5.9,6.87645688,23.76,27.69230769,61.17,71.29370629,21.54,25.1048951,8.59,10.01165501,7.29,8.496503500000001,0.0,0.0,0.16,0.18648019,18.57,21.64335664,4.35,5.06993007,19.42,22.63403263,15.07,17.56410256,45.29,52.78554779,47.8,55.71095571,0.0,0.0,2.51,2.92540793,3737351.13896837,8518.23875849965,"Block Group 1, Census Tract 102, District of Columbia, District of Columbia",8,129716,,,,,,,,
382,110010102002,256.74,221.17,20.96,9.47687299,21.25,9.60799385,54.62,24.69593525,178.6,80.75236244,72.07,32.58579373,22.65,10.24099109,29.26,13.22964236,35.57,13.85608787,0.36,0.16277072,20.96,9.47687299,14.21,6.42492201,64.01,28.94153818,49.8,22.51661618,126.1,57.01496586,136.2,61.58158882,0.11,0.0497355,9.99,4.51688746,11182882.084266199,16673.4883351498,"Block Group 2, Census Tract 102, District of Columbia, District of Columbia",8,100350,,,,,,,,
383,110010098071,130.96,130.96,75.49,57.64355528,14.96,11.42333537,8.54,6.52107514,40.5,30.92547343,25.85,19.73885156,2.37,1.80971289,3.76,2.87110568,0.0,0.0,0.01,0.00763592,75.49,57.64355528,14.92,11.39279169,21.01,16.04306659,6.1,4.65791081,34.38,26.25229078,34.46,26.31337813,0.01,0.00763592,0.06,0.04581552,5704620.20819048,11449.8295832949,"Block Group 1, Census Tract 98.07, District of Columbia, District of Columbia",42,69592,906.0,836.0,20.0,791.0,3.0,3.0,0.0,19.0
384,110010098072,125.68,125.68,55.67,44.29503501,22.62,17.99809039,15.17,12.07033736,47.01,37.40451941,20.8,16.54996817,3.55,2.82463399,7.5,5.9675366,0.0,0.0,0.37,0.29439847,55.67,44.29503501,19.93,15.85773393,29.74,23.6632718,9.81,7.80553787,35.96,28.61234882,40.26,32.03373647,0.12,0.09548059,4.18,3.32590707,5473997.11858552,10717.731934482801,"Block Group 2, Census Tract 98.07, District of Columbia, District of Columbia",169,35417,1386.0,1353.0,14.0,1330.0,2.0,0.0,0.0,7.0
385,110010098101,73.87,72.26,23.16,32.05092721,24.78,34.29283144,8.43,11.66620537,24.29,33.61472461,9.85,13.6313313,3.07,4.24854691,2.95,4.08247993,1.61,2.18074163,0.03,0.04151675,23.16,32.05092721,24.65,34.11292555,29.58,40.93551066,4.93,6.82258511,18.28,25.29753667,19.52,27.01356214,0.0,0.0,1.24,1.71602546,3217471.84115194,8586.61735873372,"Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia",81,36012,1358.0,1309.0,12.0,1280.0,2.0,1.0,0.0,14.0
386,110010098102,28.05,28.05,8.79,31.3368984,5.6,19.96434938,4.35,15.50802139,13.66,48.69875223,6.55,23.35115865,1.26,4.49197861,1.51,5.38324421,0.0,0.0,0.0,0.0,8.79,31.3368984,5.59,19.92869875,8.29,29.5543672,2.7,9.62566845,10.9,38.85918004,10.97,39.108734399999996,0.0,0.0,0.07,0.24955437,1222004.85845595,5930.32054952031,"Block Group 2, Census Tract 98.10, District of Columbia, District of Columbia",65,40136,1103.0,1056.0,13.0,1024.0,2.0,4.0,0.0,13.0
387,110010098111,58.22,58.22,16.0,27.48196496,13.25,22.75850223,9.52,16.35176915,28.8,49.46753693,13.63,23.4111989,2.9,4.98110615,2.75,4.72346273,0.0,0.0,0.18,0.30917211,16.0,27.48196496,13.22,22.70697355,18.74,32.18825146,5.51,9.46410168,23.14,39.74579182,23.49,40.34695981,0.1,0.17176228,0.25,0.4294057,2536076.25033233,8698.27547759188,"Block Group 1, Census Tract 98.11, District of Columbia, District of Columbia",158,31944,2193.0,2136.0,7.0,2115.0,3.0,0.0,0.0,11.0
