"user_id","status_id","lng","lat"
"41637459","1301339224222978049",NA,NA
"1684625450","1301339224185204736",NA,NA
"495417786","1301339224185110528",NA,NA
"444430483","1301339224130584578",NA,NA
"30790614","1301339224118091776",NA,NA
"149293658","1301339224118001664",NA,NA
"980935140351332352","1301339224105517061",NA,NA
"978421392357183488","1301339224092835840",NA,NA
"27797551","1301339224076034048",NA,NA
"971933786","1301339224055189509",NA,NA
"851605370350870528","1301339224050933760",NA,NA
"48025998","1301339224038408196",NA,NA
"1214295630366957568","1301339224034213890",NA,NA
"1006394480973447168","1301339224030031875",NA,NA
"1038835775457173504","1301339224030031872",-80.23369805,25.838882
"1296251090133028867","1301339224004874242",NA,NA
"2358689250","1301339224004685825",NA,NA
"1005799177912107009","1301339224004677632",NA,NA
"1204240483846889473","1301339223988068352",NA,NA
"20016443","1301339223971246082",NA,NA
"1249553283460534273","1301339223958736896",NA,NA
"161946528","1301339223958548480",NA,NA
"1235209243008978945","1301339223954468864",NA,NA
"365077646","1301339223954345984",NA,NA
"3224751090","1301339223941840897",NA,NA
"948401761253019648","1301339223937757185",NA,NA
"281285308","1301339223933345792",NA,NA
"1294836496348983296","1301339223912570880",NA,NA
"355855368","1301339223904133120",NA,NA
"1420535665","1301339223891599362",NA,NA
"1031383744874196993","1301339223891599360",NA,NA
"30794635","1301339223887351808",NA,NA
"733285407627022337","1301339223879024640",NA,NA
"409686851","1301339223874732034",NA,NA
"4883426981","1301339223866343425",NA,NA
"57188441","1301339223836983297",NA,NA
"178946382","1301339223832891392",NA,NA
"125781465","1301339223832883203",NA,NA
"604736024","1301339223815979008",NA,NA
"174759673","1301339223790944256",NA,NA
"34778167","1301339223790882817",NA,NA
"3302582467","1301339223790845962",NA,NA
"4267186756","1301339223761604608",NA,NA
"1548713844","1301339223753216003",NA,NA
"1133729789917876227","1301339223744679937",NA,NA
"28958316","1301339223715385344",NA,NA
"2191501334","1301339223690293250",NA,NA
"360343192","1301339223677599744",NA,NA
"1259170687006265345","1301339223673507841",NA,NA
"1103507196","1301339223660859394",NA,NA
"403774765","1301339223648239617",NA,NA
"1147454091255308288","1301339223627386882",NA,NA
"704356455948931073","1301339223623110657",NA,NA
"1133563235066613760","1301339223610589186",NA,NA
"2965535927","1301339223602147329",NA,NA
"1296284493146456066","1301339223585427462",NA,NA
"1188885105214930945","1301339223585415168",NA,NA
"1090061531348389888","1301339223576977410",NA,NA
"4860964904","1301339223572787200",NA,NA
"52206213","1301339223547576323",NA,NA
"754913164827959300","1301339223539306496",NA,NA
"1080895160685391872","1301339223509872640",NA,NA
"919639866807169024","1301339223501484036",NA,NA
"2888177176","1301339223493140483",NA,NA
"856181295428317186","1301339223484780545",NA,NA
"729719605","1301339223459393537",NA,NA
"593110646","1301339223442812928",NA,NA
"1111636622217527302","1301339223442690049",NA,NA
"1111636622217527302","1301339213162401794",NA,NA
"2924255821","1301339223442690048",NA,NA
"234653974","1301339223438491649",NA,NA
"1045036168004362240","1301339223438422016",NA,NA
"1274695649892630529","1301339223409254400",NA,NA
"4321671141","1301339223409205248",NA,NA
"1075151704612634627","1301339223400865794",NA,NA
"243226177","1301339223367221249",-75.117998,40.0048655
"237562121","1301339223350554625",NA,NA
"1014394027","1301339223350542336",NA,NA
"408744659","1301339223350489088",NA,NA
"549836523","1301339223346343938",NA,NA
"163615945","1301339223333584896",NA,NA
"1191810688253071362","1301339223329591298",NA,NA
"760853723052642304","1301339223329513472",NA,NA
"19669366","1301339223325372418",NA,NA
"1197361788578349058","1301339223316889603",NA,NA
"2205861685","1301339223316860929",NA,NA
"585929181","1301339223316787200",NA,NA
"34643446","1301339223291723777",NA,NA
"574503961","1301339223279243264",NA,NA
"888358205918760960","1301339223279181829",NA,NA
"130181041","1301339223270846464",NA,NA
"26419214","1301339223262466048",NA,NA
"574622735","1301339223262457862",NA,NA
"279737926","1301339223258267649",NA,NA
"726219039442395136","1301339223253950465",NA,NA
"1290406899461107713","1301339223249780742",NA,NA
"3226778767","1301339223245504512",NA,NA
"1229437828817440769","1301339223224659968",NA,NA
"968252497","1301339223216336896",NA,NA
"16273972","1301339223207940098",NA,NA
"719828368435204096","1301339223207731200",NA,NA
"59020319","1301339214097846273",NA,NA
"233674865","1301339214093713408",NA,NA
"26387464","1301339214093660161",NA,NA
"939363318287908865","1301339214085324800",NA,NA
"939363318287908865","1301339212566990850",NA,NA
"939363318287908865","1301339211073753088",NA,NA
"808693703791484928","1301339214072643587",NA,NA
"3141316351","1301339214064152576",-118.1567104,33.8091715
"3344332693","1301339214034993152",NA,NA
"764191741608157184","1301339214018093056",NA,NA
"2310054162","1301339214009655297",NA,NA
"732732122297835520","1301339214005575685",NA,NA
"312922724","1301339213984600064",NA,NA
"941805818","1301339213976268801",NA,NA
"1483453002","1301339213976264706",NA,NA
"953135997935595520","1301339213972025344",NA,NA
"30248141","1301339213967904769",NA,NA
"2634279329","1301339213967831040",NA,NA
"104582349","1301339213959397378",NA,NA
"3283723057","1301339213955248128",NA,NA
"1213167881795457025","1301339213955129345",NA,NA
"1176974810058043392","1301339213946916864",NA,NA
"134587656","1301339213942665223",NA,NA
"256321795","1301339213930131457",NA,NA
"1162020171088912385","1301339213921685504",NA,NA
"620568170","1301339213909168130",NA,NA
"2236677969","1301339213909155843",NA,NA
"1051689139","1301339213904965633",NA,NA
"2258366634","1301339213900718080",NA,NA
"186886171","1301339213892218880",NA,NA
"15582106","1301339213879808000",NA,NA
"19099373","1301339213879803910",NA,NA
"1205772895","1301339213875630081",NA,NA
"1251346475436646401","1301339213875613697",NA,NA
"26292411","1301339213871419393",NA,NA
"748323161351950336","1301339213863047170",NA,NA
"823057267608023040","1301339213854633987",NA,NA
"1082434393262571520","1301339213854515200",NA,NA
"2305147808","1301339213842055168",NA,NA
"216092938","1301339213837881346",NA,NA
"1294155870734082048","1301339213837860864",NA,NA
"778608543091994624","1301339213837807617",NA,NA
"878650629853507584","1301339213821026309",NA,NA
"1266869072857387008","1301339213812494336",NA,NA
"1254192404573364225","1301339213808521216",NA,NA
"244727098","1301339213804302338",NA,NA
"417168397","1301339213804302337",NA,NA
"1099802447973773312","1301339213804175360",NA,NA
"1040707285218205696","1301339213800116224",NA,NA
"415854742","1301339213795909635",NA,NA
"1909672692","1301339213783334913",NA,NA
"14576497","1301339213783117824",NA,NA
"2235443918","1301339213766578179",NA,NA
"2354887046","1301339213766553604",NA,NA
"102560079","1301339213758169090",NA,NA
"139854124","1301339213758111750",NA,NA
"441995030","1301339213737209856",NA,NA
"2990199901","1301339213716226053",NA,NA
"1948563024","1301339213716058112",NA,NA
"1223805404381089793","1301339213712035843",NA,NA
"237039031","1301339213707849728",-64.76731,32.319115
"2331096979","1301339213707829250",NA,NA
"1287768019876360192","1301339213703655424",NA,NA
"855222967206391808","1301339213674274818",NA,NA
"1230234261510221824","1301339213674065920",NA,NA
"4184459893","1301339213665767424",NA,NA
"2724520484","1301339213653213185",NA,NA
"1273833539222548480","1301339213649117184",NA,NA
"3125323276","1301339213632335873",NA,NA
"21579600","1301339213611307010",NA,NA
"2745248363","1301339213611307008",-87.3221685,36.5509835
"45732982","1301339213607178241",NA,NA
"2570490469","1301339213598654469",NA,NA
"1293178676","1301339213590417408",NA,NA
"36315329","1301339213581791234",NA,NA
"832236680547561472","1301339213577818113",NA,NA
"239735070","1301339213573447682",NA,NA
"829871276030177281","1301339213573402627",NA,NA
"1096032573753647104","1301339213569421312",NA,NA
"789626946367782912","1301339213556666368",NA,NA
"811624374725844993","1301339213544087552",NA,NA
"992191890","1301339213540003840",NA,NA
"1274153606497947648","1301339213523234817",NA,NA
"24037404","1301339213519106048",NA,NA
"1096119478755184641","1301339213506506752",NA,NA
"128408527","1301339213502218240",NA,NA
"316624015","1301339213464510465",NA,NA
"2314342254","1301339213456191491",NA,NA
"3033422574","1301339213456191488",NA,NA
"31666814","1301339213451767810",NA,NA
"472460061","1301339213435154432",NA,NA
"2269455126","1301339213405630464",NA,NA
"1241549745887121408","1301339213401473024",NA,NA
"1524033218","1301339213388869632",NA,NA
"1035014610791759872","1301339213372239872",NA,NA
"907428729642553344","1301339213367918592",NA,NA
"928182127601913857","1301339213363777536",NA,NA
"166581981","1301339213342875648",NA,NA
"1473260862","1301339213334343680",NA,NA
"1155477786468990976","1301339213317771265",NA,NA
"114311543","1301339213300981760",NA,NA
"2429698741","1301339213296816134",NA,NA
"748564678779932673","1301339213292613633",NA,NA
"78802488","1301339213284216833",NA,NA
"275498132","1301339213275725825",NA,NA
"38352626","1301339213267447809",NA,NA
"428359824","1301339213258989570",NA,NA
"898784155235790848","1301339213258870784",NA,NA
"987477535402283008","1301339213250441217",NA,NA
"1295305313365630976","1301339213237858305",NA,NA
"1214270078344056832","1301339213204516864",NA,NA
"1139338853557424128","1301339213204459520",NA,NA
"2577986863","1301339213204303872",NA,NA
"1118731563376635904","1301339213200199682",NA,NA
"1097513596236509184","1301339213187645441",NA,NA
"1291410141263396873","1301339213179138049",NA,NA
"716490086","1301339213170978819",NA,NA
"805630494","1301339213166710789",NA,NA
"1369341750","1301339213154189312",NA,NA
"860538390","1301339213149896704",NA,NA
"563356654","1301339213145796608",NA,NA
"1236371063858245634","1301339213145739266",NA,NA
