address,engineType,exterior,fuel,interior,name,smartPhoneRequired,vin,lon,lat,date,time_mil
"4300 Wilson Blvd, Arlington, VA 22203, USA",CE,GOOD,84,GOOD,EZ4366,FALSE,WMEEJ3BA0EK776460,-77.11266,38.88003,11/15/2016 8:45,1.47923E+12
"3247 38th St NW, Washington, DC 20016, USA",CE,GOOD,81,GOOD,R34320,TRUE,WMEFJ5DA8GK124377,-77.07397,38.93329,11/16/2016 4:25,1.4793E+12
"700-704 A St SE, Washington, DC 20003, USA",CE,GOOD,100,GOOD,EK6735,FALSE,WMEEJ3BA2DK619429,-76.99596,38.88869,11/27/2016 8:25,1.48026E+12
"1300-1398 1st St NW, Washington, DC 20001",CE,GOOD,45,GOOD,EZ4380,FALSE,WMEEJ3BA2EK771910,-77.01218,38.9084,11/9/2016 19:30,1.47875E+12
"119 Peabody St NW, Washington, DC 20011, USA",CE,GOOD,100,GOOD,EU6630,FALSE,WMEEJ3BA1EK763863,-77.01201,38.96278,11/27/2016 7:30,1.48026E+12
"1200-1398 Delaware Ave SW, Washington, DC 20024, USA",CE,GOOD,75,GOOD,EC6536,TRUE,WMEFJ5DAXGK139365,-77.0144,38.87455,11/10/2016 21:55,1.47884E+12
"71 Gallatin St NW, Washington, DC 20011, USA",CE,GOOD,100,GOOD,EU6676,FALSE,WMEEJ3BA4EK748581,-77.01162,38.95234,11/17/2016 0:20,1.47937E+12
"2760 Devonshire Pl NW, Washington, DC 20008, USA",CE,GOOD,37,GOOD,EP0026,TRUE,WMEFJ5DA0GK139410,-77.05798,38.93104,11/13/2016 23:20,1.47911E+12
"4000 Van Ness Street Northwest, Washington, 20016",CE,GOOD,42,GOOD,EU6631,FALSE,WMEEJ3BA3EK766361,-77.07954,38.94202,12/1/2016 13:15,1.48063E+12
"2-230 Oglethorpe St NW, Washington, DC 20011, USA",CE,GOOD,36,GOOD,EZ4307,FALSE,WMEEJ3BA9EK763917,-77.01408,38.96129,11/24/2016 23:25,1.48006E+12
"2704 25th St N, Arlington, VA 22207, USA",CE,GOOD,62,GOOD,R34419,TRUE,WMEFJ5DA9GK124260,-77.09419,38.90233,11/24/2016 14:40,1.48003E+12
"2316 17th St NW, Washington, DC 20009, USA",CE,GOOD,100,GOOD,EU6681,FALSE,WMEEJ3BA4EK748337,-77.03886,38.92074,11/13/2016 4:45,1.47904E+12
"1516 Portal Dr NW, Washington, DC 20012, USA",CE,GOOD,60,GOOD,R33755,FALSE,WMEEJ3BA0EK734368,-77.03554,38.9906,11/25/2016 7:10,1.48009E+12
"312 S Highland St, Arlington, VA 22204, USA",CE,GOOD,100,GOOD,EZ4370,FALSE,WMEEJ3BA5EK772758,-77.09087,38.86907,11/11/2016 5:00,1.47887E+12
"4720 Linnean Ave NW, Washington, DC 20008, USA",CE,GOOD,48,GOOD,EZ4278,FALSE,WMEEJ3BAXEK768611,-77.05934,38.95155,12/4/2016 12:45,1.48088E+12
"1943-2001 23rd St NW, Washington, DC 20008",CE,GOOD,81,GOOD,EU6675,FALSE,WMEEJ3BA8EK753167,-77.05059,38.91695,11/8/2016 20:40,1.47867E+12
"2301-2399 N St NW, Washington, DC 20037, USA",CE,GOOD,100,GOOD,EZ9132,FALSE,WMEEJ3BA1EK775575,-77.05119,38.90735,11/17/2016 12:00,1.47941E+12
"3007-3031 Sedgwick St NW, Washington, DC 20008, USA",CE,GOOD,15,GOOD,R34433,TRUE,WMEFJ5DA2GK140526,-77.06157,38.93951,11/20/2016 14:25,1.47968E+12
"1125 K St NW, Washington, DC 20005, USA",CE,GOOD,42,GOOD,R34004,FALSE,WMEEJ3BA0EK733950,-77.03505,38.90249,11/27/2016 14:45,1.48029E+12
"1814 C St SE, Washington, DC 20003, USA",CE,GOOD,30,GOOD,EZ4358,FALSE,WMEEJ3BAXEK775199,-76.97826,38.8854,11/13/2016 14:30,1.47908E+12
"5201-5299 44th St NW, Washington, MD 20016, USA",CE,GOOD,39,GOOD,R34007,FALSE,WMEEJ3BA9EK733848,-77.08625,38.95791,11/24/2016 2:20,1.47998E+12
"1008 Taylor St NE, Washington, DC 20017",CE,GOOD,100,GOOD,EU6641,FALSE,WMEEJ3BA3EK761516,-76.99112,38.94077,11/9/2016 2:55,1.47869E+12
"4501 Dexter St NW, Washington, DC 20007, USA",CE,GOOD,30,GOOD,EK6774,FALSE,WMEEJ3BA3DK621352,-77.08754,38.9248,11/12/2016 8:45,1.47897E+12
"3307-3401 Q St NW, Washington, DC 20007, USA",CE,GOOD,90,GOOD,EZ4309,FALSE,WMEEJ3BA7EK764919,-77.06753,38.91078,11/10/2016 23:45,1.47885E+12
"4121 13th Pl NE, Washington, DC 20017, USA",CE,GOOD,90,GOOD,EZ4264,FALSE,WMEEJ3BA5EK748279,-76.98709,38.94051,11/18/2016 12:35,1.4795E+12
"3421 Eads St NE, Washington, DC 20019, USA",CE,GOOD,75,GOOD,R34055,FALSE,WMEEJ3BA2EK733643,-76.95662,38.8955,11/19/2016 1:20,1.47955E+12
"2804 Buena Vista Terrace SE, Washington, DC 20020, USA",CE,GOOD,25,GOOD,EC6558,TRUE,WMEFJ5DA9GK126137,-76.96773,38.85608,11/29/2016 3:15,1.48042E+12
"1300 Emerald St NE, Washington, DC 20002, USA",CE,GOOD,57,GOOD,EZ4226,FALSE,WMEEJ3BA8EK762953,-76.98807,38.89672,11/26/2016 18:45,1.48021E+12
"3910-3974 Watson Pl NW, Washington, DC 20016, USA",CE,GOOD,100,GOOD,R34019,FALSE,WMEEJ3BA7EK735520,-77.07839,38.92683,11/22/2016 4:35,1.47982E+12
"4121 4th St NW, Washington, DC 20011, USA",CE,GOOD,56,GOOD,R33888,TRUE,WMEFJ5DA0GK138998,-77.01703,38.94123,11/10/2016 18:45,1.47883E+12
"1372-1398 Webster St NE, Washington, MD 20017",CE,GOOD,31,GOOD,R33784,TRUE,WMEFJ5DA9GK139812,-76.98606,38.94426,11/9/2016 18:35,1.47875E+12
"126 Taussig Pl NE, Washington, DC 20011, USA",CE,GOOD,56,GOOD,R34150,TRUE,WMEFJ5DA4GK141855,-77.0049,38.94152,11/21/2016 0:35,1.47972E+12
"117-177 G St SW, Washington, DC 20024, USA",CE,GOOD,87,GOOD,R34008,FALSE,WMEEJ3BA4EK733806,-77.01302,38.88134,11/16/2016 19:15,1.47935E+12
"2100-2116 13th St SE, Washington, DC 20020, USA",CE,GOOD,100,GOOD,EZ4248,FALSE,WMEEJ3BA4EK766918,-76.98758,38.86526,11/19/2016 3:25,1.47955E+12
"4098 Benton St NW, Washington, DC 20007, USA",CE,GOOD,57,GOOD,EW7127,FALSE,WMEEJ3BA1EK766570,-77.0808,38.92107,12/2/2016 2:10,1.48067E+12
"1672 21st St N, Arlington, VA 22209, USA",CE,GOOD,46,GOOD,R34322,TRUE,WMEFJ5DA8GK139963,-77.07893,38.89869,11/27/2016 13:10,1.48028E+12
"1903 Randolph St NE, Washington, DC 20018, USA",CE,GOOD,90,GOOD,EF6526,TRUE,WMEFJ5DA6GK139136,-76.97804,38.93828,11/26/2016 15:50,1.4802E+12
"801-807 Decatur St NE, Washington, DC 20017, USA",CE,GOOD,12,GOOD,R33758,FALSE,WMEEJ3BA7EK734190,-76.99449,38.94823,12/4/2016 19:00,1.48091E+12
"306 Evarts St NE, Washington, DC 20002, USA",CE,GOOD,56,GOOD,EC6532,TRUE,WMEFJ5DA9GK125490,-77.00154,38.92458,12/4/2016 20:25,1.48091E+12
"1216 Underwood St NW, Washington, DC 20012, USA",CE,GOOD,100,GOOD,EZ4260,FALSE,WMEEJ3BA6EK748470,-77.02812,38.96896,11/28/2016 16:40,1.48038E+12
"35th St S, Arlington, 22202",CE,GOOD,60,GOOD,EK6791,FALSE,WMEEJ3BA1DK618806,-77.0508,38.84428,11/13/2016 14:10,1.47908E+12
"1529 25th St SE, Washington, DC 20020, USA",CE,GOOD,75,GOOD,EZ4304,FALSE,WMEEJ3BA2EK766805,-76.97098,38.87182,12/4/2016 11:10,1.48088E+12
"81-95 Potomac Ave SE, Washington, DC 20003, USA",CE,GOOD,53,GOOD,EC6560,TRUE,WMEFJ5DA7GK139775,-77.0068,38.87158,11/11/2016 9:15,1.47888E+12
"3227 Northampton St NW, Washington, DC 20015, USA",CE,GOOD,31,GOOD,R34439,TRUE,WMEFJ5DA1GK124057,-77.06618,38.96583,11/30/2016 16:30,1.48055E+12
"4120 Van Ness Street Northwest, Washington, 20016",CE,GOOD,100,GOOD,EZ9115,FALSE,WMEEJ3BA5EK771545,-77.07986,38.94167,11/24/2016 21:30,1.48005E+12
"1402 K St SE, Washington, DC 20003, USA",CE,GOOD,63,GOOD,EK6780,FALSE,WMEEJ3BA4DK625975,-76.9853,38.87844,11/27/2016 17:55,1.4803E+12
"2508 N Quebec St, Arlington, VA 22207, USA",CE,GOOD,100,GOOD,EU6645,FALSE,WMEEJ3BA9EK768003,-77.10531,38.90565,12/2/2016 22:20,1.48075E+12
"315 W St NE, Washington, DC 20002, USA",CE,GOOD,33,GOOD,EZ4297,FALSE,WMEEJ3BA8EK753850,-77.00137,38.91915,11/13/2016 17:30,1.47909E+12
"2040 Belmont Rd NW, Washington, DC 20009",CE,GOOD,96,GOOD,EZ4273,FALSE,WMEEJ3BA3EK767476,-77.04855,38.91998,11/9/2016 18:05,1.47874E+12
"912 N Wayne St, Arlington, VA 22201, USA",CE,GOOD,40,GOOD,EF6584,TRUE,WMEFJ5DA2GK138985,-77.08622,38.88387,11/29/2016 6:05,1.48043E+12
United States,CE,GOOD,87,GOOD,R34056,FALSE,WMEEJ3BA3EK733599,-77.15745,38.88532,11/10/2016 15:50,1.47882E+12
"3206 11th Pl SE, Washington, DC 20032, USA",CE,GOOD,9,GOOD,EF6556,TRUE,WMEFJ5DA2GK139392,-76.99153,38.84363,11/17/2016 22:05,1.47945E+12
"1870 Newton St NW, Washington, DC 20010, USA",CE,GOOD,63,GOOD,EZ4209,FALSE,WMEEJ3BA5EK761811,-77.04336,38.93414,12/4/2016 20:50,1.48091E+12
"4112 Illinois Ave NW, Washington, DC 20011, USA",CE,GOOD,100,GOOD,EZ4318,FALSE,WMEEJ3BA5EK763655,-77.01839,38.94165,11/17/2016 0:45,1.47937E+12
"1419 D St NE, Washington, DC 20002, USA",CE,GOOD,34,GOOD,R33798,TRUE,WMEFJ5DA6GK125530,-76.98469,38.89478,11/22/2016 0:45,1.4798E+12
"1623-1625 E St SE, Washington, DC 20003",CE,GOOD,90,GOOD,EZ9118,FALSE,WMEEJ3BA9EK774139,-76.98141,38.88284,11/8/2016 23:10,1.47868E+12
"1405 Otis St NE, Washington, DC 20017, USA",CE,GOOD,100,GOOD,EK6778,FALSE,WMEEJ3BA6DK621264,-76.9861,38.93474,11/17/2016 23:10,1.47945E+12
"5122 Fulton St NW, Washington, DC 20016, USA",CE,GOOD,45,GOOD,EZ4276,FALSE,WMEEJ3BA2EK771289,-77.10113,38.92608,11/13/2016 17:55,1.47909E+12
"637 Orleans Pl NE, Washington, DC 20002",CE,GOOD,100,GOOD,EU6641,FALSE,WMEEJ3BA3EK761516,-76.99709,38.90495,11/8/2016 19:10,1.47866E+12
"5829 Nebraska Ave NW, Washington, DC 20015, USA",CE,GOOD,100,GOOD,EZ4312,FALSE,WMEEJ3BA5EK766328,-77.06009,38.96746,11/19/2016 6:55,1.47957E+12
"18 10th St NE, Washington, DC 20002",CE,GOOD,100,GOOD,EZ9136,FALSE,WMEEJ3BA7EK775094,-76.99269,38.8906,11/9/2016 12:35,1.47872E+12
"818 Allison St NW, Washington, DC 20011, USA",CE,GOOD,75,GOOD,EK6745,FALSE,WMEEJ3BA5DK620929,-77.02426,38.94511,11/14/2016 3:05,1.47912E+12
"100 F St NE, Washington, DC 20002, USA",CE,GOOD,65,GOOD,EP0253,TRUE,WMEFJ5DAXGK124218,-77.00437,38.89732,11/11/2016 7:20,1.47888E+12
"17-21 5th St SE, Washington, DC 20003, USA",CE,GOOD,30,GOOD,R34006,FALSE,WMEEJ3BAXEK733924,-76.99953,38.88913,11/20/2016 15:30,1.47968E+12
"1430-1498 Key Blvd, Arlington, VA 22209, USA",CE,GOOD,69,GOOD,EU6646,FALSE,WMEEJ3BA4EK761900,-77.0738,38.89634,11/26/2016 21:00,1.48022E+12
"2334-2568 Sherman Ave NW, Washington, DC 20001, USA",CE,GOOD,59,GOOD,R33879,TRUE,WMEFJ5DA3GK138803,-77.02547,38.92277,12/3/2016 19:15,1.48082E+12
"3001-3019 Idaho Ave NW, Washington, DC 20016, USA",CE,GOOD,30,GOOD,EZ4285,FALSE,WMEEJ3BAXEK768902,-77.07836,38.92973,11/14/2016 2:55,1.47912E+12
"1605 N Portal Dr NW, Washington, DC 20012, USA",CE,GOOD,24,GOOD,EZ4297,FALSE,WMEEJ3BA8EK753850,-77.0368,38.99203,11/28/2016 10:55,1.48036E+12
"43 N Oakland St, Arlington, VA 22203, USA",CE,GOOD,100,GOOD,EZ4267,FALSE,WMEEJ3BA5EK752915,-77.10101,38.87234,12/3/2016 2:30,1.48076E+12
"312 N Piedmont St, Arlington, VA 22203, USA",CE,GOOD,39,GOOD,EZ4294,FALSE,WMEEJ3BA0EK762235,-77.10464,38.87498,11/13/2016 18:30,1.47909E+12
"3308 Gainesville St SE, Washington, DC 20020, USA",CE,GOOD,31,GOOD,R33788,TRUE,WMEFJ5DA9GK125764,-76.9589,38.85541,12/4/2016 12:50,1.48088E+12
"4211 Harrison St NW, Washington, DC 20015, USA",CE,GOOD,69,GOOD,EZ9123,FALSE,WMEEJ3BAXEK772822,-77.08361,38.95706,11/16/2016 16:50,1.47934E+12
"1120 K St NE, Washington, DC 20002, USA",CE,GOOD,43,GOOD,EC6503,TRUE,WMEFJ5DA5GK137927,-76.99086,38.90257,12/2/2016 20:10,1.48074E+12
"4528-4532 Alton Pl NW, Washington, DC 20016, USA",CE,GOOD,43,GOOD,EC6538,TRUE,WMEFJ5DA6GK126158,-77.08995,38.94707,11/12/2016 3:45,1.47895E+12
"1500 Otis St NE, Washington, DC 20017",CE,GOOD,65,GOOD,R33882,TRUE,WMEFJ5DA4GK139846,-76.98433,38.93486,11/9/2016 13:45,1.47873E+12
"451 M St NW, Washington, DC 20001, USA",CE,GOOD,63,GOOD,EU6642,FALSE,WMEEJ3BA4EK763811,-77.01789,38.9057,11/13/2016 23:50,1.47911E+12
"2254 12th St NW, Washington, DC 20009, USA",CE,GOOD,53,GOOD,R34420,TRUE,WMEFJ5DA9GK123545,-77.02814,38.92053,11/19/2016 0:30,1.47954E+12
"3923-3935 Macomb St NW, Washington, DC 20016",CE,GOOD,40,GOOD,EC6566,TRUE,WMEFJ5DA1GK140291,-77.07772,38.93348,11/9/2016 13:30,1.47873E+12
"578-598 25th Pl NE, Washington, DC 20002, USA",CE,UNACCEPTABLE,100,UNACCEPTABLE,R33748,FALSE,WMEEJ3BA4EK734955,-76.97132,38.89765,11/30/2016 4:30,1.48051E+12
"3400-3498 Mt Pleasant St NW, Washington, DC 20010",CE,GOOD,30,GOOD,EZ4359,FALSE,WMEEJ3BA8EK775864,-77.03998,38.93536,11/9/2016 3:40,1.47869E+12
"826 51st St SE, Washington, DC 20019, USA",CE,GOOD,50,GOOD,R34419,TRUE,WMEFJ5DA9GK124260,-76.93003,38.87773,11/30/2016 8:25,1.48052E+12
"5828-5866 Colorado Ave NW, Washington, DC 20011, USA",CE,GOOD,50,GOOD,EF6517,TRUE,WMEFJ5DA7GK123866,-77.0288,38.96088,11/13/2016 0:10,1.47902E+12
"926 11th St NW, Washington, DC 20001, USA",CE,GOOD,24,GOOD,EW7147,FALSE,WMEEJ3BA8EK767571,-77.02709,38.90218,12/2/2016 9:45,1.4807E+12
"754-760 I St NW, Washington, DC 20001, USA",CE,GOOD,68,GOOD,EC6568,TRUE,WMEFJ5DA7GK125343,-77.02247,38.90084,11/22/2016 12:30,1.47985E+12
"1216 H St NE, Washington, DC 20002",CE,GOOD,100,GOOD,R34063,FALSE,WMEEJ3BA5EK733183,-76.98947,38.90026,11/8/2016 11:40,1.47863E+12
"140-150 S St NW, Washington, DC 20001, USA",CE,GOOD,100,GOOD,EU6636,FALSE,WMEEJ3BA3EK763489,-77.01373,38.91406,11/23/2016 13:05,1.47994E+12
"800-900 Varnum St NE, Washington, DC 20017, USA",CE,GOOD,66,GOOD,EZ4398,FALSE,WMEEJ3BAXEK776255,-76.99354,38.94275,12/3/2016 1:55,1.48076E+12
"200-254 19th St NE, Washington, DC 20002, USA",CE,GOOD,51,GOOD,R34005,FALSE,WMEEJ3BA3EK733943,-76.97729,38.8926,11/28/2016 22:05,1.4804E+12
"4102 River Rd NW, Washington, DC 20016, USA",CE,GOOD,69,GOOD,EU6708,FALSE,WMEEJ3BAXEK762582,-77.08155,38.94958,11/17/2016 23:15,1.47945E+12
"1940 2nd St NE, Washington, DC 20002, USA",CE,GOOD,69,GOOD,EZ9121,FALSE,WMEEJ3BA4EK772623,-77.00355,38.9169,11/24/2016 13:10,1.48002E+12
"2818 Evarts St NE, Washington, DC 20018, USA",CE,GOOD,96,GOOD,EU6641,FALSE,WMEEJ3BA3EK761516,-76.96717,38.92455,11/30/2016 8:55,1.48052E+12
"8 Buchanan St NE, Washington, DC 20011, USA",CE,GOOD,57,GOOD,EW7132,FALSE,WMEEJ3BA4EK767745,-77.00819,38.94745,11/16/2016 22:20,1.47936E+12
"2318 Ashmead Pl NW, Washington, DC 20009",CE,GOOD,72,GOOD,EW7181,FALSE,WMEEJ3BAXEK766079,-77.04778,38.91966,11/9/2016 17:50,1.47874E+12
"622 Ava Cir NE, Washington, DC 20017, USA",CE,GOOD,100,GOOD,EZ4337,FALSE,WMEEJ3BA6EK771473,-76.99747,38.94959,12/3/2016 8:00,1.48078E+12
"20 5th St SE, Washington, DC 20003, USA",CE,GOOD,72,GOOD,EW7210,FALSE,WMEEJ3BA3EK770636,-76.99946,38.88886,11/12/2016 7:45,1.47897E+12
"2742-2798 29th St NW, Washington, DC 20008",CE,GOOD,36,GOOD,R34054,FALSE,WMEEJ3BA0EK733656,-77.05766,38.92577,11/9/2016 17:50,1.47874E+12
"1234 Simms Pl NE, Washington, DC 20002, USA",CE,GOOD,100,GOOD,EZ4283,FALSE,WMEEJ3BA2EK768988,-76.98415,38.90915,11/15/2016 20:40,1.47927E+12
"1317 4th St NE, Washington, DC 20002, USA",CE,GOOD,100,GOOD,EZ4367,FALSE,WMEEJ3BA5EK775269,-76.99868,38.90955,11/19/2016 12:50,1.47959E+12
"4000 18th St NW, Washington, DC 20011, USA",CE,GOOD,100,GOOD,EW7171,FALSE,WMEEJ3BA2EK748613,-77.04133,38.94029,11/13/2016 4:25,1.47904E+12
"2408 2nd St NE, Washington, DC 20002, USA",CE,GOOD,46,GOOD,R34335,TRUE,WMEFJ5DA2GK139053,-77.00357,38.92158,12/3/2016 8:15,1.48078E+12
"3411-3499 15th St NE, Washington, DC 20017, USA",CE,GOOD,100,GOOD,EZ9129,FALSE,WMEEJ3BA2EK771485,-76.98438,38.93268,11/10/2016 18:15,1.47883E+12
"6901-6905 Willow St NW, Washington, DC 20012, USA",CE,GOOD,100,GOOD,EW7166,FALSE,WMEEJ3BA3EK748703,-77.01516,38.97271,11/21/2016 0:25,1.47972E+12
"407 A St NE, Washington, DC 20002, USA",CE,GOOD,100,GOOD,EZ9119,FALSE,WMEEJ3BA4EK774257,-77.00033,38.89093,11/14/2016 2:30,1.47912E+12
"3643 Van Ness St NW, Washington, DC 20008, USA",CE,GOOD,46,GOOD,EF6588,TRUE,WMEFJ5DAXGK139401,-77.0716,38.94319,11/20/2016 16:40,1.47969E+12
"1010 Whitehurst Fwy NW, Washington, DC 20007, USA",CE,GOOD,15,GOOD,EZ4383,FALSE,WMEEJ3BA7EK775239,-77.05994,38.90304,11/26/2016 14:50,1.4802E+12
"871-899 Delafield St NE, Washington, DC 20017, USA",CE,GOOD,54,GOOD,EZ4279,FALSE,WMEEJ3BA7EK768369,-76.99355,38.94964,11/12/2016 10:25,1.47898E+12
"417 Irving St NW, Washington, DC 20010, USA",CE,GOOD,34,GOOD,R33882,TRUE,WMEFJ5DA4GK139846,-77.01834,38.92963,11/15/2016 19:45,1.47927E+12
"3118 Elm St NE, Washington, DC 20018",CE,GOOD,96,GOOD,R34034,FALSE,WMEEJ3BA5EK737413,-76.96076,38.93054,11/10/2016 17:30,1.47883E+12
"4001-4003 Arkansas Ave NW, Washington, DC 20011, USA",CE,GOOD,48,GOOD,EZ4249,FALSE,WMEEJ3BA0EK768472,-77.03623,38.93916,11/21/2016 10:30,1.47975E+12
"819-899 4th St SW, Washington, DC 20024, USA",CE,GOOD,46,GOOD,R33880,TRUE,WMEFJ5DA8GK139221,-77.01761,38.87983,11/20/2016 0:55,1.47963E+12
"1300 I St NW, Washington, DC 20005, USA",CE,GOOD,84,GOOD,FG5808,FALSE,WMEEJ3BA2EK762124,-77.03016,38.90128,11/30/2016 13:15,1.48054E+12
"875 N Randolph St, Arlington, VA 22203, USA",CE,GOOD,69,GOOD,R34066,FALSE,WMEEJ3BA3EK732887,-77.10873,38.88112,11/18/2016 12:40,1.4795E+12
"1520 Clarendon Blvd, Arlington, VA 22209, USA",CE,GOOD,63,GOOD,EK6726,FALSE,WMEEJ3BAXDK623485,-77.07472,38.89375,11/14/2016 12:45,1.47916E+12
"4448 Sedgwick St NW, Washington, DC 20016, USA",CE,GOOD,45,GOOD,R34002,FALSE,WMEEJ3BA3EK733974,-77.08756,38.94061,11/16/2016 15:10,1.47934E+12
"3714 Windom Pl NW, Washington, DC 20016, USA",CE,GOOD,78,GOOD,R34439,TRUE,WMEFJ5DA1GK124057,-77.07324,38.9455,11/19/2016 11:30,1.47958E+12
"1315 Peabody St NW, Washington, DC 20011, USA",CE,GOOD,63,GOOD,EW7122,FALSE,WMEEJ3BA1EK767315,-77.03029,38.96279,11/13/2016 18:35,1.47909E+12
"4452-4498 Fort Dr NW, Washington, DC 20016, USA",CE,GOOD,90,GOOD,R34075,FALSE,WMEEJ3BAXEK734409,-77.07856,38.94757,11/13/2016 10:45,1.47906E+12
"340 Quackenbos St NE, Washington, DC 20011",CE,GOOD,81,GOOD,EZ4330,FALSE,WMEEJ3BA3EK776226,-77.00115,38.96388,11/8/2016 21:25,1.47867E+12
"511-599 22nd St S, Arlington, VA 22202, USA",CE,GOOD,84,GOOD,EZ4320,FALSE,WMEEJ3BA7EK762815,-77.05408,38.85421,11/26/2016 11:30,1.48019E+12
"504-506 Longfellow St NW, Washington, DC 20011, USA",CE,GOOD,50,GOOD,EC6570,TRUE,WMEFJ5DA6GK124393,-77.02082,38.95747,11/30/2016 20:50,1.48057E+12
"1116 C St NE, Washington, DC 20002, USA",CE,GOOD,48,GOOD,EZ4209,FALSE,WMEEJ3BA5EK761811,-76.99097,38.89363,11/15/2016 0:20,1.4792E+12
"555 12th St NW, Washington, DC 20004",CE,GOOD,71,GOOD,R34171,TRUE,WMEFJ5DA4GK126059,-77.02719,38.89721,11/8/2016 11:40,1.47863E+12
"2100-2198 21st St N, Arlington, VA 22201, USA",CE,GOOD,81,GOOD,EZ4288,FALSE,WMEEJ3BA5EK761842,-77.08612,38.89706,11/23/2016 8:30,1.47992E+12
"5310 43rd St NW, Washington, DC 20015, USA",CE,GOOD,37,GOOD,R32927,TRUE,WMEFJ5DA0GK137852,-77.08378,38.95944,12/1/2016 6:05,1.4806E+12
"4815 Brandywine St NW, Washington, DC 20016, USA",CE,GOOD,36,GOOD,R33751,FALSE,WMEEJ3BA3EK734770,-77.09524,38.94972,11/24/2016 18:30,1.48004E+12
"1601-1629 20th St NW, Washington, DC 20009, USA",CE,GOOD,36,GOOD,EK6763,FALSE,WMEEJ3BA9DK622490,-77.04484,38.91142,11/15/2016 14:15,1.47925E+12
"1200-1298 N Ohio St, Arlington, VA 22205, USA",CE,GOOD,93,GOOD,R33878,TRUE,WMEFJ5DA0GK139665,-77.14608,38.8816,12/3/2016 18:25,1.48082E+12
"1237 Randolph St NE, Washington, DC 20017, USA",CE,GOOD,24,GOOD,R34045,FALSE,WMEEJ3BA9EK738046,-76.98854,38.93828,11/28/2016 14:50,1.48037E+12
"1050 Thomas Jefferson St NW, Washington, DC 20007, USA",CE,GOOD,63,GOOD,EZ4253,FALSE,WMEEJ3BA6EK768380,-77.06016,38.90352,11/16/2016 13:40,1.47933E+12
"1346-1350 Kalmia Rd NW, Washington, DC 20012, USA",CE,GOOD,40,GOOD,EF6588,TRUE,WMEFJ5DAXGK139401,-77.03202,38.98486,11/25/2016 6:05,1.48008E+12
"1340 Taylor St NE, Washington, DC 20017, USA",CE,GOOD,100,GOOD,EZ9127,FALSE,WMEEJ3BA8EK772169,-76.98607,38.94079,11/14/2016 8:05,1.47914E+12
"1203 31st St NW, Washington, DC 20007, USA",CE,GOOD,78,GOOD,R33892,TRUE,WMEFJ5DA9GK139034,-77.06117,38.90552,11/16/2016 11:20,1.47932E+12
"3109-3111 Cathedral Ave NW, Washington, DC 20008",CE,GOOD,69,GOOD,EZ4347,FALSE,WMEEJ3BAXEK772044,-77.06244,38.92903,11/9/2016 12:15,1.47872E+12
"3619 Fessenden St NW, Washington, DC 20008, USA",CE,GOOD,100,GOOD,EW7125,FALSE,WMEEJ3BA0EK771386,-77.0707,38.95473,11/25/2016 23:20,1.48014E+12
"1132-1200 S Arlington Ridge Rd, Arlington, VA 22202, USA",CE,GOOD,63,GOOD,EZ4278,FALSE,WMEEJ3BAXEK768611,-77.06622,38.86328,11/28/2016 16:25,1.48038E+12
"201-223 12th St S, Arlington, VA 22202, USA",CE,GOOD,24,GOOD,EZ4366,FALSE,WMEEJ3BA0EK776460,-77.04927,38.86259,11/22/2016 17:00,1.47986E+12
"1901-1999 16th St NE, Washington, DC 20002, USA",CE,GOOD,63,GOOD,R34072,FALSE,WMEEJ3BA3EK734722,-76.98059,38.91551,11/21/2016 23:35,1.4798E+12
"504-506 Longfellow St NW, Washington, DC 20011, USA",CE,GOOD,50,GOOD,EC6570,TRUE,WMEFJ5DA6GK124393,-77.02082,38.95747,11/29/2016 5:50,1.48043E+12
"2373-2385 N Pershing Dr, Arlington, VA 22201, USA",CE,GOOD,39,GOOD,EU6685,FALSE,WMEEJ3BA1EK763040,-77.08628,38.8807,11/24/2016 1:45,1.47998E+12
"2808 Buena Vista Terrace SE, Washington, DC 20020",CE,GOOD,90,GOOD,EU6633,FALSE,WMEEJ3BA2EK767016,-76.96767,38.85597,11/10/2016 12:40,1.47881E+12
"631-643 H St NE, Washington, DC 20002, USA",CE,GOOD,81,GOOD,R34318,TRUE,WMEFJ5DA7GK139730,-76.9971,38.90021,11/23/2016 5:05,1.47991E+12
"5201-5299 45th St NW, Washington, MD 20016, USA",CE,GOOD,78,GOOD,EC6570,TRUE,WMEFJ5DA6GK124393,-77.08857,38.95759,11/25/2016 9:40,1.4801E+12
"56 Bryant St NW, Washington, DC 20001, USA",CE,GOOD,100,GOOD,EU6666,FALSE,WMEEJ3BA0EK748867,-77.01128,38.92127,11/17/2016 16:20,1.47943E+12
"3810-3898 Newark St NW, Washington, DC 20016, USA",CE,GOOD,18,GOOD,R34013,FALSE,WMEEJ3BA0EK736119,-77.07509,38.93554,11/19/2016 8:30,1.47957E+12
"1763 Lyman Pl NE, Washington, DC 20002, USA",CE,GOOD,50,GOOD,EF6577,TRUE,WMEFJ5DA4GK139796,-76.97706,38.90495,11/19/2016 21:05,1.47962E+12
"1325-1333 Morse St NE, Washington, DC 20002, USA",CE,GOOD,63,GOOD,R34068,FALSE,WMEEJ3BAXEK737620,-76.98549,38.90187,11/12/2016 17:45,1.479E+12
"2436 39th Pl NW, Washington, DC 20007",CE,GOOD,63,GOOD,EW7167,FALSE,WMEEJ3BA5EK748850,-77.07795,38.92169,11/8/2016 22:40,1.47867E+12
